Date,Symbol,Security Name,Mkt Cap (Millions),AVOL(20),ADR(20),Price_1D,Change_1W,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (NDX),RS_score
08-09-2025,NYSE:HL,Hecla Mining Company Common Stock,6780,21655280,3.84,10.12,15.91,28.66,38.04,46.34,43.28,45.95,27.09,29.62,31.35,32.62,25.58,1.259347,94
08-09-2025,AMEX:ORLA,Orla Mining Ltd. Common Shares,3779,1312981,4.54,11.6,4.66,10.69,4.22,35.00,58.02,65.78,9.12,-4.20,20.01,47.36,45.41,1.258959,94
08-09-2025,NASDAQ:STRL,"Sterling Infrastructure, Inc. - Common Stock",8722,447448,4.86,286.71,2.85,-4.51,28.15,58.84,31.80,61.83,-6.08,19.73,43.85,21.14,41.46,1.257372,94
08-09-2025,NASDAQ:GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,603,738481,3.45,10.57,10.97,14.95,43.42,33.40,42.38,58.18,13.38,35.00,18.41,31.72,37.81,1.256936,94
08-09-2025,NASDAQ:RUN,Sunrun Inc. - Common Stock,3904,17217900,9.37,16.92,5.61,29.08,49.70,57.68,33.45,-16.02,27.51,41.28,42.69,22.79,-36.39,1.254266,94
08-09-2025,NASDAQ:TLRY,"Tilray Brands, Inc. - Common Stock",1233,99405537,13.9,1.12,-23.21,41.92,63.79,38.06,-16.07,-48.21,40.35,55.37,23.07,-26.73,-68.58,1.254229,94
08-09-2025,NASDAQ:GSAT,"Globalstar, Inc. - Common Stock",4806,902693,5.19,37.94,21.11,33.63,47.55,39.14,16.97,49.39,32.06,39.13,24.15,6.31,29.02,1.250811,94
08-09-2025,NYSE:NET,"Cloudflare, Inc. Class A Common Stock",75941,2136594,3.58,217.92,4.23,3.43,17.55,41.84,51.86,64.19,1.86,9.13,26.85,41.20,43.82,1.249563,94
08-09-2025,NYSE:TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares",39033,7278351,3.25,24.55,0.12,10.51,26.84,45.74,49.90,57.39,8.94,18.42,30.75,39.24,37.02,1.249357,94
08-09-2025,NYSE:CIEN,Ciena Corporation Common Stock,16786,2641920,3.67,119,21.03,20.02,38.89,42.08,40.29,53.84,18.45,30.47,27.09,29.63,33.47,1.24788,94
08-09-2025,NASDAQ:AVGO,Broadcom Inc. - Common Stock,1625755,23061607,3.35,345.65,13.96,12.12,28.56,43.60,51.35,55.41,10.55,20.14,28.61,40.69,35.04,1.247397,94
08-09-2025,NASDAQ:ADPT,Adaptive Biotechnologies Corporation - Common Stock,1910,1829721,4.64,12.54,-5.10,0.00,19.54,41.39,49.76,65.31,-1.57,11.12,26.40,39.10,44.94,1.247017,94
08-09-2025,NYSE:DK,"Delek US Holdings, Inc. Common Stock",1817,2364343,5.9,30.2,8.25,31.32,36.69,52.78,36.79,32.65,29.75,28.27,37.79,26.13,12.28,1.24185,94
08-09-2025,NYSE:REZI,"Resideo Technologies, Inc. Common Stock",5405,1971108,3.15,36.33,6.28,25.93,41.76,49.27,23.62,47.89,24.36,33.34,34.28,12.96,27.52,1.241667,94
08-09-2025,NASDAQ:MIRM,"Mirum Pharmaceuticals, Inc. - common stock",3888,911604,4.14,77.39,4.55,22.70,40.07,43.84,41.10,45.99,21.13,31.65,28.85,30.44,25.62,1.240875,94
08-09-2025,NASDAQ:ASPI,ASP Isotopes Inc. - Common Stock,784,5229199,9.38,8.53,-8.79,-13.48,-9.73,48.30,42.67,71.40,-15.05,-18.15,33.31,32.01,51.03,1.235799,94
08-09-2025,NASDAQ:IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",9723,3203871,3.95,61,30.11,32.70,42.15,44.57,41.30,21.89,31.13,33.73,29.58,30.64,1.52,1.232597,93
08-09-2025,NYSE:RSI,"Rush Street Interactive, Inc. Class A Common Stock",4800,1534096,3.47,21,-6.19,8.90,36.29,49.90,29.86,56.29,7.33,27.87,34.91,19.20,35.92,1.232258,93
08-09-2025,NYSE:IAG,Iamgold Corporation Ordinary Shares,5797,11380306,4.13,10.08,7.64,23.41,26.19,45.44,43.25,52.28,21.84,17.77,30.45,32.59,31.91,1.232174,93
08-09-2025,AMEX:NG,Novagold Resources Inc.,2738,3157572,4.06,6.73,-1.63,15.16,37.44,46.95,44.43,42.05,13.59,29.02,31.96,33.77,21.68,1.227147,93
08-09-2025,NASDAQ:AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,1725,1490785,5.4,8.26,3.15,29.66,33.29,53.39,33.54,34.38,28.09,24.87,38.40,22.88,14.01,1.226952,93
08-09-2025,NYSE:OR,OR Royalties Inc. Common Shares,6588,816727,2.29,35.01,8.14,13.28,25.96,47.67,44.93,52.81,11.71,17.54,32.68,34.27,32.44,1.226251,93
08-09-2025,NASDAQ:SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",1195,6144853,8.38,7.14,8.82,33.19,27.73,60.50,31.51,14.85,31.62,19.31,45.51,20.85,-5.52,1.225704,93
08-09-2025,NYSE:SKE,Skeena Resources Limited Common Shares,2017,421612,3.65,17.53,4.45,10.21,18.82,44.72,47.06,58.07,8.64,10.40,29.73,36.40,37.70,1.224016,93
08-09-2025,NYSE:FUBO,fuboTV Inc. Common Stock,1411,13452160,5.39,4.12,14.32,10.19,17.23,22.82,58.98,58.01,8.62,8.81,7.83,48.32,37.64,1.223868,93
08-09-2025,NASDAQ:RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",6627,576602,3.24,99.77,-3.39,7.31,31.73,49.09,39.78,53.00,5.74,23.31,34.10,29.12,32.63,1.223129,93
08-09-2025,NYSE:SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada),3398,4618894,2.49,11.59,3.71,12.34,20.71,45.64,50.30,52.20,10.77,12.29,30.65,39.64,31.83,1.222612,93
08-09-2025,NASDAQ:EYPT,"EyePoint Pharmaceuticals, Inc. - Common Stock",941,740087,6.43,13.65,15.24,26.23,34.51,47.77,38.72,38.75,24.66,26.09,32.78,28.06,18.38,1.221546,93
08-09-2025,NASDAQ:HUT,Hut 8 Corp. - Common Stock,2689,5667431,8.22,25.48,-4.91,21.43,27.12,46.98,1.65,63.93,19.86,18.70,31.99,-9.01,43.56,1.221065,93
08-09-2025,NASDAQ:CMPX,"Compass Therapeutics, Inc. - Common Stock",590,1431737,7.63,3.44,-1.45,19.19,27.33,21.80,52.91,55.23,17.62,18.91,6.81,42.25,34.86,1.220467,93
08-09-2025,NYSE:CANG,"Cango Inc. American Depositary Shares,  each representing two (2) Class A Ordinary Shares",893,536530,5.39,5.5,13.27,11.09,5.45,38.36,26.36,70.91,9.52,-2.97,23.37,15.70,50.54,1.219994,93
08-09-2025,NYSE:BBAI,"BigBear.ai, Inc. Common Stock",1805,65597674,7.39,4.87,-4.11,-35.73,20.94,31.42,41.89,71.46,-37.30,12.52,16.43,31.23,51.09,1.219741,93
08-09-2025,NYSE:DQ,"DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares",1950,1299146,5.65,27.97,9.37,22.81,48.62,31.86,22.60,46.26,21.24,40.20,16.87,11.94,25.89,1.21513,93
08-09-2025,NASDAQ:BBIO,"BridgeBio Pharma, Inc. - Common Stock",10379,2350526,4.04,54.29,4.66,15.36,28.86,41.85,51.04,43.51,13.79,20.44,26.86,40.38,23.14,1.214279,93
08-09-2025,NYSE:RBRK,"Rubrik, Inc. Class A Common Stock",18502,2355586,4.48,95.61,6.50,6.14,-2.41,40.02,46.73,65.87,4.57,-10.83,25.03,36.07,45.50,1.21407,93
08-09-2025,NASDAQ:CELH,"Celsius Holdings, Inc. - Common Stock",14352,6623091,3.68,55.64,-13.01,9.92,27.03,50.77,47.75,41.79,8.35,18.61,35.78,37.09,21.42,1.213121,93
08-09-2025,NASDAQ:ATRO,Astronics Corporation - Common Stock,1358,682579,4.25,38.39,5.26,21.83,12.89,36.31,57.25,45.74,20.26,4.47,21.32,46.59,25.37,1.212734,93
08-09-2025,NASDAQ:SRAD,Sportradar Group AG - Class A Ordinary Shares,9636,1616410,3.24,30.99,0.16,9.49,22.23,34.56,43.72,61.28,7.92,13.81,19.57,33.06,40.91,1.210841,93
08-09-2025,NYSE:UP,Wheels Up Experience Inc. Class A Common Stock,1614,10192979,18.35,2.31,-26.84,40.69,34.63,51.52,7.79,26.84,39.12,26.21,36.53,-2.87,6.47,1.209095,93
08-09-2025,NASDAQ:CMPO,"CompoSecure, Inc.  - Class A Common Stock",1986,1055175,3.83,19.4,1.44,25.77,28.25,43.45,31.89,50.84,24.20,19.83,28.46,21.23,30.47,1.207712,92
08-09-2025,AMEX:EQX,Equinox Gold Corp. Common Shares,7475,15704233,4.18,9.83,10.89,33.37,29.40,32.25,40.49,45.07,31.80,20.98,17.26,29.83,24.70,1.206719,92
08-09-2025,AMEX:DC,Dakota Gold Corp. Common Stock,516,740770,4.06,4.59,9.15,12.64,18.52,33.77,53.38,53.38,11.07,10.10,18.78,42.72,33.01,1.206519,92
08-09-2025,NYSE:HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),5219,7142030,3.14,13.19,9.02,28.89,27.07,47.16,32.37,44.35,27.32,18.65,32.17,21.71,23.98,1.206296,92
08-09-2025,NASDAQ:ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",59645,1103024,2.69,455.03,1.87,4.38,33.89,46.26,44.65,44.37,2.81,25.47,31.27,33.99,24.00,1.205006,92
08-09-2025,NASDAQ:SEZL,Sezzle Inc. - Common Stock,2994,1016391,6.23,88,-7.50,-58.33,-50.10,55.75,27.27,74.55,-59.90,-58.52,40.76,16.61,54.18,1.204503,92
08-09-2025,NASDAQ:SBET,"SharpLink Gaming, Inc. - Common Stock",2765,43442979,9.99,15.67,-13.72,-49.07,-164.71,68.97,59.30,48.77,-50.64,-173.13,53.98,48.64,28.40,1.203955,92
08-09-2025,NYSE:PRIM,Primoris Services Corporation Common Stock,6263,779218,3.14,115.96,-2.23,4.17,34.53,45.30,27.91,56.05,2.60,26.11,30.31,17.25,35.68,1.202933,92
08-09-2025,NASDAQ:ATYR,"aTyr Pharma, Inc. - Common Stock",535,4217484,7.37,5.46,1.47,4.03,1.47,37.73,39.01,67.58,2.46,-6.95,22.74,28.35,47.21,1.202082,92
08-09-2025,NASDAQ:GH,"Guardant Health, Inc. - Common Stock",7503,2431447,3.84,60.165,-12.06,16.25,20.12,34.65,40.53,59.53,14.68,11.70,19.66,29.87,39.16,1.201723,92
08-09-2025,NASDAQ:MGNI,"Magnite, Inc. - Common Stock",3610,3051527,5.29,25.35,-2.37,14.20,30.57,48.34,32.70,47.57,12.63,22.15,33.35,22.04,27.20,1.198068,92
08-09-2025,NASDAQ:CAR,"Avis Budget Group, Inc. - Common Stock",5579,894735,3.66,158.53,0.19,1.12,22.41,53.01,35.10,52.99,-0.45,13.99,38.02,24.44,32.62,1.197989,92
08-09-2025,NYSE:MUX,McEwen Inc. Common Stock,745,1540792,4.95,13.77,16.12,22.00,32.03,48.08,33.77,39.00,20.43,23.61,33.09,23.11,18.63,1.19763,92
08-09-2025,NASDAQ:EYE,"National Vision Holdings, Inc. - Common Stock",1828,2132570,3.63,23.08,0.61,-4.72,8.88,47.31,50.87,54.77,-6.29,0.46,32.32,40.21,34.40,1.19648,92
08-09-2025,NASDAQ:NBIS,Nebius Group N.V. - Class A Ordinary Shares,15267,10790676,6.12,64.06,-6.65,-1.95,24.63,56.31,54.21,12.49,-3.52,16.21,41.32,43.55,-7.88,1.195553,92
08-09-2025,NASDAQ:GPRE,"Green Plains, Inc. - Common Stock",662,2365676,7.25,10.1,-10.00,27.62,58.71,43.17,-5.35,-42.08,26.05,50.29,28.18,-16.01,-62.45,1.195309,92
08-09-2025,NYSE:AORT,"Artivion, Inc. Common Stock",2050,563262,3.12,43.44,-1.13,24.72,33.36,44.34,31.68,40.61,23.15,24.94,29.35,21.02,20.24,1.1952,92
08-09-2025,NASDAQ:TERN,"Terns Pharmaceuticals, Inc. - Common Stock",637,1165140,6.86,7.28,4.40,22.53,49.18,52.06,12.64,-0.69,20.96,40.76,37.07,1.98,-21.06,1.194538,92
08-09-2025,AMEX:VZLA,Vizsla Silver Corp. Common Shares,1289,3732025,4.57,3.76,2.39,11.70,8.24,44.95,51.60,48.94,10.13,-0.18,29.96,40.94,28.57,1.194462,92
08-09-2025,NYSE:FN,Fabrinet Ordinary Shares,13244,957031,5.14,370.67,10.62,9.59,36.61,47.71,36.50,39.25,8.02,28.19,32.72,25.84,18.88,1.194157,92
08-09-2025,NASDAQ:ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",2066,649447,2.94,95.2,1.79,27.51,34.92,36.32,40.26,33.89,25.94,26.50,21.33,29.60,13.52,1.192051,92
08-09-2025,NYSE:CVNA,Carvana Co. Class A Common Stock,80101,2396510,4.1,372.21,0.08,3.88,8.26,49.36,31.29,61.11,2.31,-0.16,34.37,20.63,40.74,1.189683,92
08-09-2025,NASDAQ:GRAL,"GRAIL, Inc. - Common Stock",1378,805321,6.18,38.23,14.23,13.78,-0.34,13.99,49.36,65.13,12.21,-8.76,-1.00,38.70,44.76,1.189553,91
08-09-2025,NASDAQ:ATEC,"Alphatec Holdings, Inc. - Common Stock",2418,2074784,2.97,16.34,2.69,8.81,22.09,35.99,38.80,58.69,7.24,13.67,21.00,28.14,38.32,1.18914,91
08-09-2025,NASDAQ:CECO,CECO Environmental Corp. - Common Stock,1594,432581,4.9,45.12,-1.04,2.44,41.95,46.28,28.48,41.95,0.87,33.53,31.29,17.82,21.58,1.188337,91
08-09-2025,NYSE:GTN,"Gray Media, Inc. Common Stock",674,1559884,5.41,6.21,1.29,33.33,38.65,39.77,30.11,21.74,31.76,30.23,24.78,19.45,1.37,1.188022,91
08-09-2025,NASDAQ:MLCO,Melco Resorts & Entertainment Limited - American Depositary Shares,3803,2826512,2.82,9.61,-3.43,9.26,38.71,41.31,32.57,44.43,7.69,30.29,26.32,21.91,24.06,1.186105,91
08-09-2025,NASDAQ:PPTA,Perpetua Resources Corp. - Common Shares,1943,1957499,5.35,18.06,-4.49,4.21,3.82,50.94,41.36,55.20,2.64,-4.60,35.95,30.70,34.83,1.18604,91
08-09-2025,NYSE:SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",113443,4895550,3.29,190.57,2.11,21.89,13.10,28.80,39.39,58.99,20.32,4.68,13.81,28.73,38.62,1.184669,91
08-09-2025,NYSE:HOUS,"Anywhere Real Estate Inc. Common Stock,",729,1329162,5.41,6.51,6.14,21.97,40.86,46.39,24.42,27.34,20.40,32.44,31.40,13.76,6.97,1.184437,91
08-09-2025,NASDAQ:MRCY,Mercury Systems Inc - Common Stock,4115,796539,4.09,68.68,1.65,23.38,22.63,36.17,43.01,45.34,21.81,14.21,21.18,32.35,24.97,1.183273,91
08-09-2025,NASDAQ:BLZE,"Backblaze, Inc. - Common Stock",516,682035,5.2,9.14,8.64,26.91,37.86,40.81,24.62,35.45,25.34,29.44,25.82,13.96,15.08,1.183018,91
08-09-2025,NASDAQ:MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",10115,423338,4.04,453.8,3.51,24.57,38.69,26.97,29.18,45.94,23.00,30.27,11.98,18.52,25.57,1.182484,91
08-09-2025,NYSE:LMND,"Lemonade, Inc. Common Stock",3915,2415305,6.2,52.98,0.15,10.80,24.73,31.75,14.91,64.57,9.23,16.31,16.76,4.25,44.20,1.179856,91
08-09-2025,NYSE:PSTG,"Pure Storage, Inc. Class A Common Stock",25983,4056734,3.94,79.5,2.38,27.28,30.45,38.09,32.65,40.39,25.71,22.03,23.10,21.99,20.02,1.179656,91
08-09-2025,NYSE:SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",140777,3421098,1.27,9.76,2.36,6.97,17.62,30.74,52.46,50.61,5.40,9.20,15.75,41.80,30.24,1.179321,91
08-09-2025,NYSE:DB,Deutsche Bank AG Common Stock,68519,2480213,1.39,35.2,0.20,-1.19,20.09,31.36,50.03,54.63,-2.76,11.67,16.37,39.37,34.26,1.178833,91
08-09-2025,NYSE:ODV,Osisko Development Corp. Common Shares,690,1076398,5.66,2.89,5.88,11.42,28.03,52.60,37.02,31.14,9.85,19.61,37.61,26.36,10.77,1.178264,91
08-09-2025,NASDAQ:NXT,Nextracker Inc. - Class A Common Stock,10322,2466737,5.1,69.76,3.58,20.13,15.54,40.42,43.89,46.30,18.56,7.12,25.43,33.23,25.93,1.178032,91
08-09-2025,NASDAQ:TSEM,Tower Semiconductor Ltd. - Ordinary Shares,7247,1552946,4.65,64.85,9.30,24.69,38.04,39.40,24.52,36.72,23.12,29.62,24.41,13.86,16.35,1.177613,91
08-09-2025,NYSE:AEM,Agnico Eagle Mines Limited Common Stock,77451,2539745,2.44,154.18,6.49,11.93,23.49,35.93,44.23,49.22,10.36,15.07,20.94,33.57,28.85,1.177511,91
08-09-2025,NASDAQ:PRME,"Prime Medicine, Inc. - Common Stock",693,3006020,8.1,3.89,16.71,5.40,56.56,38.30,19.54,0.90,3.83,48.14,23.31,8.88,-19.47,1.177198,91
08-09-2025,NYSE:LTM,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)",14388,1801404,2.74,49.35,-1.84,12.18,21.80,34.41,44.82,50.35,10.61,13.38,19.42,34.16,29.98,1.176378,91
08-09-2025,NASDAQ:SPNS,Sapiens International Corporation N.V. - Common Shares,2403,2092362,1.05,43,0.23,38.40,30.88,34.53,35.56,18.35,36.83,22.46,19.54,24.90,-2.02,1.176207,91
08-09-2025,NYSE:CALX,"Calix, Inc Common Stock",3990,558968,2.69,61.1,2.70,7.23,21.33,47.77,45.17,39.53,5.66,12.91,32.78,34.51,19.16,1.175947,91
08-09-2025,NASDAQ:ABCL,AbCellera Biologics Inc. - Common Shares,1246,4430771,6.85,4.17,-0.24,-1.68,41.49,44.12,30.22,39.57,-3.25,33.07,29.13,19.56,19.20,1.173939,90
08-09-2025,NYSE:TPR,"Tapestry, Inc. Common Stock",21816,4922255,2.88,104.82,2.86,-3.49,24.68,28.53,38.64,60.70,-5.06,16.26,13.54,27.98,40.33,1.173903,90
08-09-2025,NYSE:HIMS,"Hims & Hers Health, Inc. Class A Common Stock",11220,24617410,5.29,49.64,14.69,-2.84,-13.48,27.58,35.11,70.57,-4.41,-21.90,12.59,24.45,50.20,1.173506,90
08-09-2025,NYSE:SHCO,Soho House & Co Inc. Class A Common Stock,1729,2467861,1.23,8.86,0.34,26.52,29.23,27.65,43.12,37.81,24.95,20.81,12.66,32.46,17.44,1.173433,90
08-09-2025,NASDAQ:COGT,"Cogent Biosciences, Inc. - Common Stock",1771,1250079,4.53,12.68,4.73,14.35,46.37,44.72,27.52,9.46,12.78,37.95,29.73,16.86,-10.91,1.172261,90
08-09-2025,NASDAQ:HNRG,Hallador Energy Company - Common Stock,749,785089,6.23,17.41,6.32,-14.70,0.52,49.57,30.44,63.64,-16.27,-7.90,34.58,19.78,43.27,1.171624,90
08-09-2025,NASDAQ:PI,"Impinj, Inc. - Common Stock",5841,477519,4.32,200.78,6.63,21.42,43.50,49.97,6.26,17.83,19.85,35.08,34.98,-4.40,-2.54,1.171252,90
08-09-2025,NYSE:NEM,Newmont Corporation,83208,8416369,2.26,75.75,1.78,8.82,30.88,42.09,45.12,31.87,7.25,22.46,27.10,34.46,11.50,1.170051,90
08-09-2025,NASDAQ:SNDL,SNDL Inc. - Common Shares,615,5146540,6.62,2.39,-12.13,30.13,44.77,34.73,20.08,15.48,28.56,36.35,19.74,9.42,-4.89,1.169068,90
08-09-2025,NASDAQ:WBTN,WEBTOON Entertainment Inc. - Common stock,1908,1459053,8.38,14.61,0.96,37.23,40.18,35.87,14.51,16.97,35.66,31.76,20.88,3.85,-3.40,1.16881,90
08-09-2025,NASDAQ:STNE,StoneCo Ltd. - Class A Common Share,4687,4484410,3.36,17.26,4.58,21.78,21.61,43.74,45.19,26.94,20.21,13.19,28.75,34.53,6.57,1.168703,90
08-09-2025,NYSE:QD,"Qudian Inc. American Depositary Shares, each representing one Class A Ordinary Share",733,550285,5.41,4.19,-8.83,2.15,29.12,33.89,27.21,58.23,0.58,20.70,18.90,16.55,37.86,1.167862,90
08-09-2025,NASDAQ:CVAC,CureVac N.V. - Ordinary Shares,1205,641032,0.9,5.35,-0.37,-2.06,17.57,43.18,46.73,47.48,-3.63,9.15,28.19,36.07,27.11,1.16686,90
08-09-2025,NYSE:RCL,Royal Caribbean Cruises Ltd. Common Stock,95358,1892096,2.88,351.06,-3.46,11.76,21.28,39.04,29.95,54.77,10.19,12.86,24.05,19.29,34.40,1.166471,90
08-09-2025,NASDAQ:NVTS,Navitas Semiconductor Corporation - Common Stock,1196,12813076,5.34,5.61,-4.46,-21.03,-10.16,54.72,44.03,55.08,-22.60,-18.58,39.73,33.37,34.71,1.1651,90
08-09-2025,NASDAQ:PROK,ProKidney Corp. - Class A Ordinary Shares,636,1723950,7.96,2.16,-9.26,-18.75,54.74,51.39,10.19,-0.93,-20.32,46.32,36.40,-0.47,-21.30,1.164992,90
08-09-2025,NASDAQ:FIVE,"Five Below, Inc. - Common Stock",8344,1443565,3.32,151.31,4.10,12.29,15.84,45.78,31.80,50.74,10.72,7.42,30.79,21.14,30.37,1.164772,90
08-09-2025,NYSE:B,Barrick Mining Corporation Common Shares,49457,16913910,2.49,28.99,8.14,20.42,31.63,35.84,39.25,33.36,18.85,23.21,20.85,28.59,12.99,1.164695,90
08-09-2025,NASDAQ:AVDL,Avadel Pharmaceuticals plc - Ordinary Share,1493,1434332,3.97,15.38,4.03,17.17,36.80,48.57,35.37,4.29,15.60,28.38,33.58,24.71,-16.08,1.164415,90
08-09-2025,NASDAQ:PHAT,"Phathom Pharmaceuticals, Inc. - Common Stock",882,1141145,6.74,12.43,2.01,24.38,28.24,59.29,28.88,-36.77,22.81,19.82,44.30,18.22,-57.14,1.164154,90
08-09-2025,NYSE:GDOT,"Green Dot Corporation Class A Common Stock, $0.001 par value",766,933178,4.5,13.83,-0.65,29.86,30.73,46.06,25.67,19.45,28.29,22.31,31.07,15.01,-0.92,1.163606,90
08-09-2025,NASDAQ:ESPR,"Esperion Therapeutics, Inc. - Common Stock",506,5993136,7.01,2.51,11.55,27.89,51.39,32.67,-29.48,27.49,26.32,42.97,17.68,-40.14,7.12,1.163383,90
08-09-2025,NASDAQ:TIGO,Millicom International Cellular S.A. - Common Stock,7804,1261178,3.04,46.72,-3.40,8.03,21.83,38.93,45.12,43.32,6.46,13.41,23.94,34.46,22.95,1.162809,89
08-09-2025,NASDAQ:ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",3756,3084187,6.29,27.17,18.92,40.89,38.13,37.54,4.05,11.74,39.32,29.71,22.55,-6.61,-8.63,1.161768,89
08-09-2025,NASDAQ:AFRM,"Affirm Holdings, Inc. - Class A Common Stock",27970,9612570,5.21,85.88,-3.00,8.06,31.39,39.49,17.61,53.16,6.49,22.97,24.50,6.95,32.79,1.161082,89
08-09-2025,NASDAQ:NNE,Nano Nuclear Energy Inc. - common stock,1326,2623325,6.48,31.88,-2.07,-15.75,2.16,15.37,16.50,73.68,-17.32,-6.26,0.38,5.84,53.31,1.160966,89
08-09-2025,NASDAQ:DNTH,"Dianthus Therapeutics, Inc. - Common Stock",1024,657247,7.98,31.8,25.88,39.78,40.72,24.43,19.59,12.42,38.21,32.30,9.44,8.93,-7.95,1.160752,89
08-09-2025,NASDAQ:RCAT,"Red Cat Holdings, Inc. - Common Stock",885,6372510,7.51,8.87,-0.79,-5.19,8.00,39.23,-3.49,69.22,-6.76,-0.42,24.24,-14.15,48.85,1.159086,89
08-09-2025,NYSE:BBBY,"Bed Bath & Beyond, Inc. Common Stock",595,2562755,7.46,10.36,13.03,20.37,37.64,40.73,38.80,4.83,18.80,29.22,25.74,28.14,-15.54,1.159014,89
08-09-2025,NYSE:RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),958,3803265,8.18,4.29,-10.02,18.65,42.19,21.45,21.21,44.06,17.08,33.77,6.46,10.55,23.69,1.158573,89
08-09-2025,NYSE:DAN,Dana Incorporated Common Stock,2723,1914763,2.69,20.76,2.89,15.37,16.86,32.61,41.71,49.04,13.80,8.44,17.62,31.05,28.67,1.157424,89
08-09-2025,NASDAQ:BZ,KANZHUN LIMITED - American Depository Shares,11469,4723120,3.61,23.94,1.34,14.24,23.81,25.40,41.44,49.21,12.67,15.39,10.41,30.78,28.84,1.156485,89
08-09-2025,NYSE:NIO,"NIO Inc. American depositary shares, each  representing one Class A ordinary share",11828,90423298,5.81,6.17,-3.40,24.15,41.17,27.55,24.80,31.28,22.58,32.75,12.56,14.14,10.91,1.155873,89
08-09-2025,NYSE:NVRI,Enviri Corporation Common Stock,938,1337182,4.56,11.63,2.84,24.08,29.49,47.72,34.57,5.07,22.51,21.07,32.73,23.91,-15.30,1.154451,89
08-09-2025,NYSE:CX,"Cemex, S.A.B. de C.V. Sponsored ADR",14219,11546349,2.14,9.51,4.42,9.88,29.23,36.28,39.96,39.33,8.31,20.81,21.29,29.30,18.96,1.15443,89
08-09-2025,NYSE:EGO,Eldorado Gold Corporation Ordinary Shares,5346,1415827,2.93,26.31,5.82,12.28,19.69,45.00,38.31,38.73,10.71,11.27,30.01,27.65,18.36,1.153941,89
08-09-2025,NYSE:NUS,"Nu Skin Enterprises, Inc. Common Stock",570,637036,4.85,11.51,-5.73,28.76,31.10,30.93,34.84,27.45,27.19,22.68,15.94,24.18,7.08,1.153705,89
08-09-2025,NYSE:MATV,"Mativ Holdings, Inc. Common Stock",680,766511,4.93,12.43,-1.13,31.94,50.36,41.27,-2.57,-47.06,30.37,41.94,26.28,-13.23,-67.43,1.153267,89
08-09-2025,NYSE:EXK,Endeavour Silver Corporation Ordinary Shares (Canada),1744,11208988,6.23,6.01,-3.83,10.15,25.29,33.78,28.45,52.91,8.58,16.87,18.79,17.79,32.54,1.152667,89
08-09-2025,NASDAQ:AMBA,"Ambarella, Inc. - Ordinary Shares",3585,1125793,4.59,83.99,1.80,25.13,36.19,36.81,14.47,34.44,23.56,27.77,21.82,3.81,14.07,1.15069,89
08-09-2025,NASDAQ:TRS,TriMas Corporation - Common Stock,1589,572969,2.36,39.1,1.10,10.18,33.66,37.98,32.05,37.57,8.61,25.24,22.99,21.39,17.20,1.150234,89
08-09-2025,NYSE:SSL,Sasol Ltd. American Depositary Shares,4506,1568602,2.32,7.15,5.73,29.65,35.66,39.02,29.51,1.54,28.08,27.24,24.03,18.85,-18.83,1.148543,89
08-09-2025,AMEX:URG,Ur Energy Inc Common Shares (Canada),529,5851257,5.84,1.45,4.14,15.86,42.06,42.76,11.03,24.83,14.29,33.64,27.77,0.37,4.46,1.148095,89
08-09-2025,NYSE:TFPM,Triple Flag Precious Metals Corp. Common Shares,5943,687512,2.97,28.78,4.90,7.51,16.85,38.92,41.56,45.14,5.94,8.43,23.93,30.90,24.77,1.147945,89
08-09-2025,NYSE:GLW,Corning Incorporated Common Stock,61805,6183879,2.05,72.15,7.10,10.24,29.72,36.34,31.85,42.84,8.67,21.30,21.35,21.19,22.47,1.147031,89
08-09-2025,NASDAQ:FROG,JFrog Ltd. - Ordinary shares,5887,1564578,3.91,50.43,2.10,23.08,15.23,31.65,38.98,43.27,21.51,6.81,16.66,28.32,22.90,1.146477,88
08-09-2025,NASDAQ:ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,5395,1404598,3.4,40.03,2.77,12.72,22.48,24.78,35.15,52.44,11.15,14.06,9.79,24.49,32.07,1.146299,88
08-09-2025,NYSE:AGI,Alamos Gold Inc. Class A Common Shares,13773,3209594,2.98,32.76,7.05,19.47,18.62,27.44,40.90,44.20,17.90,10.20,12.45,30.24,23.83,1.144882,88
