Date,Symbol,Security Name,Mkt Cap (Millions),AVOL(20),ADR(20),CMP,Change_1D,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_1M,HighMomo_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_65D,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (NDX),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (NDX),NRS_score
22-09-2025,NASDAQ:AAPL,Apple Inc. - Common Stock,3800327,58907908,1.74,245.5,3.20,4.66,2.37,7.94,18.13,12.79,-2.26,11.69,0,0,-1,-1,-1,-1,0,0,-5.22,22.57,42.38,42.38,2.35,5.95,-7.3,-12.53,-9.4,0.983729,50,7.94,11.07,-6.52,-17.25,13.64,2.35,4.09,-15.53,-4.96,1.58,1.029895,74
22-09-2025,NASDAQ:AMZN,"Amazon.com, Inc. - Common Stock",2427654,39398760,1.86,231.48,0.11,1.44,-0.37,3.31,9.41,15.78,-0.63,19.27,0,0,-1,-1,-1,-1,-2.84,-2.84,-4.37,11.04,38.35,38.35,-2.28,-2.77,-4.31,-10.9,-1.82,0.976054,45,3.31,6.31,7.03,-19.48,19.77,-2.28,-0.67,-1.98,-7.19,7.71,0.994867,50
22-09-2025,NYSE:JNJ,Johnson & Johnson - Common Stock,419557,8159675,1.3,176.19,1.17,-1.06,-1.27,-1.50,14.98,7.47,18.36,5.18,0,0,-1,-1,12,-1,-1.73,-1.73,-1.73,17.62,20.38,24.03,-7.09,2.8,-12.62,8.09,-15.91,0.976044,40,-1.50,16.24,-8.83,11.76,-16.14,-7.09,9.26,-17.84,24.05,-28.2,1.010951,60
22-09-2025,NYSE:HD,"Home Depot, Inc. - Common Stock",410099,3925299,1.49,415.69,-0.43,-1.68,-0.78,3.36,15.89,14.47,1.20,7.81,0,0,-1,8,-1,-1,-1.83,-1.83,-3.63,18.9,24,24,-2.23,3.71,-5.62,-9.07,-13.28,0.975274,36,3.36,12.97,-1.69,-15.52,6.69,-2.23,5.99,-10.7,-3.23,-5.37,1.019082,64
22-09-2025,NYSE:MA,Mastercard Incorporated - Class A,528386,2660713,1.53,584.16,-0.32,0.64,-0.01,-1.46,8.76,8.18,9.22,14.24,0,0,-1,-1,-1,-1,-2.47,-2.47,-2.47,9.6,21.72,21.72,-7.05,-3.42,-11.91,-1.05,-6.85,0.965204,31,-1.46,10.07,-0.64,1.13,5.53,-7.05,3.09,-9.65,13.42,-6.53,0.987298,36
22-09-2025,NYSE:DIS,Walt Disney Company - Common Stock,202375,7875087,1.69,113.76,-0.96,-1.93,-3.65,-2.88,-3.40,13.10,1.45,18.37,0,0,-1,-1,-1,-1,-8.27,-8.27,-8.27,1.18,39.21,39.21,-8.47,-15.58,-6.99,-8.82,-2.72,0.950717,26,-2.88,-0.50,15.96,-13.40,17.17,-8.47,-7.48,6.95,-1.11,5.11,0.959454,7
22-09-2025,NYSE:V,Visa Inc. - Class A,663444,5702459,1.5,341.61,1.01,0.64,-0.47,-0.68,0.89,0.62,7.53,14.65,0,0,-1,-1,-1,-1,-4.81,-8.49,-8.49,2.87,10.82,26.7,-6.27,-11.29,-19.47,-2.74,-6.44,0.948007,21,-0.68,1.56,-0.27,6.95,7.70,-6.27,-5.42,-9.28,19.24,-4.36,0.970633,12
22-09-2025,NYSE:XOM,Exxon Mobil Corporation - Common Stock,477569,15647604,1.59,112.82,-0.97,0.59,3.18,3.80,-1.67,-2.73,3.86,-1.21,0,0,-1,-1,-1,-1,-2.26,-5.23,-10.01,6.6,12.9,12.9,-1.79,-13.85,-22.82,-6.41,-22.3,0.931626,17,3.80,-5.69,-1.05,6.41,-5.26,-1.79,-12.67,-10.06,18.7,-17.32,0.983876,21
22-09-2025,NYSE:KO,Coca-Cola Company - Common Stock,284946,18642114,1.24,66.43,-0.05,-0.87,-2.30,-6.43,-3.63,-4.94,5.84,-8.08,0,0,-1,-1,-1,-1,-7.31,-10.11,-10.11,0.33,0.33,9.24,-12.02,-15.81,-25.03,-4.43,-29.17,0.913603,12,-6.43,2.63,-1.26,10.27,-14.79,-12.02,-4.35,-10.27,22.56,-26.85,0.973211,17
22-09-2025,NYSE:PG,Procter & Gamble Company - Common Stock,358258,6810393,1.29,156.04,-0.81,-1.19,-2.55,-2.22,-1.95,-7.38,-9.68,-12.71,0,0,-1,-1,-1,-1,-3.21,-9.48,-13.17,3.7,3.7,3.7,-7.81,-14.13,-27.47,-19.95,-33.8,0.903318,7,-2.22,0.27,-5.32,-2.14,-2.77,-7.81,-6.71,-14.33,10.15,-14.83,0.985208,26
22-09-2025,NYSE:UNH,UnitedHealth Group Incorporated - Common Stock,309106,14129728,2.86,336.69,0.56,-4.70,6.33,10.94,10.30,-51.86,-48.06,-71.66,0,0,-1,-1,-1,-1,-4.78,-43.84,-46.15,41.6,41.6,41.6,5.35,-1.88,-71.95,-58.33,-92.75,0.873065,2,10.94,-0.72,-69.30,2.50,-15.94,5.35,-7.7,-78.31,14.79,-28,1.08006,83
22-09-2025,NASDAQ:NDX,NASDAQ 100,0,0,0,24626.2466,0.70,2.17,3.95,5.59,12.18,20.09,10.27,21.09,0,0,-1,-1,-1,-1,0,0,0,13.87,44.09,44.09,,,,,,1,,5.59,6.98,9.01,-12.29,12.06,,,,,,1,
22-09-2025,SP:SPX,S&P 500,0,0,0,6664.37,0.49,1.20,2.74,4.03,10.45,15.03,8.86,15.45,0,0,-1,-1,-1,-1,0,0,0,11.67,33.75,33.75,,,,,,0.982091,,4.03,6.69,5.11,-7.26,7.24,,,,,,0.997765,
22-09-2025,CBOEFTSE:RUI,RUSSELL 1000,0,0,0,3649.25,0.44,1.21,2.69,4.19,10.48,15.10,8.59,15.71,0,0,-1,-1,-1,-1,0,0,0,11.71,34.16,34.16,,,,,,0.982409,,4.19,6.57,5.15,-7.66,7.79,,,,,,0.997937,
22-09-2025,NASDAQ:VTHR,VAN RUSSELL 3000,0,0,0,294.6444,0.38,1.27,2.80,4.51,11.00,15.08,8.32,15.34,0,0,-1,-1,-1,-1,0,0,0,12.36,34.72,34.72,,,,,,0.982924,,4.51,6.79,4.59,-7.97,7.66,,,,,,0.999991,
