Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(50),ADR(20),ATR(20),RPS,CMP,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
17-10-2025,NSE:UNIVASTU,EQ,295.69,158575,6.26,6.2,3,73.5,-2.09,-18.91,-6.48,-8.66,-14.78,-32.48,-7.97,-48.73,-0.93,42.15,-1,-1,HVQ,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,-16.29,-23.57,-27.88,-33.25,-33.25,-16.29,-17.22,-11.57,-27.93,0,-2.53,0,1.9,4.5,64.68,0,11.73,38.45,38.35,183.2,92.18,-15.43,-33.24,-16.09,-57.7,-0.38,0.901465,14,,,,,,,-15.43,-15.53,11.08,-38.67,42.6,0.99693,56
17-10-2025,NSE:GENESYS,EQ,2350.86,299550,5.09,5.14,0,577.7,-0.05,16.35,13.9,8.3,0.65,-11.47,-21.33,-68.17,-35.75,11.69,HV2Y,HV2Y,HVQ,-1,EEP,EEP,-1,-1,-1,-1,-1,-0.05,-8.79,-22.24,-43.9,-43.9,-0.05,-13.85,-37.46,-31.93,-5.54,-5.47,23.6,23.6,23.6,29.14,23.6,2.42,17.07,27.42,117.17,75.3,0,-12.23,-29.45,-77.14,-35.2,0.901389,14,,,,,,,0,-12.31,-16.26,-39.53,29.74,0.972024,24
17-10-2025,NSE:PATELENG,EQ,3428.17,2445680,2.64,2.63,3,36.4,-0.44,-2.45,-4.23,-5.8,-10.49,-9.67,-16.32,-35.63,-48.71,-98.63,-1,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-10.48,-10.48,-19.74,-37.69,-50.71,-10.48,-2.4,-24.51,-31.3,-35.34,-29.1,0.72,0.72,0.72,0.72,0,11.29,4.28,10.61,3.63,5.87,-11.14,-10.43,-24.44,-44.6,-48.16,0.901309,14,,,,,,,-11.14,0.64,-13.48,-17.52,0.82,0.96339,15
17-10-2025,NSE:LIBERTSHOE,EQ,641.39,29252,4.17,4.12,2,332,-0.55,-0.68,-3.66,0.17,-13.37,-14.95,-2.36,-36.63,-54.13,-2.97,-1,-1,-1,EEP,EEP,EEP,-1,-1,-1,-1,-1,-11.21,-12.63,-28.36,-41.7,-41.7,-11.21,-8.17,-20.21,-40.32,-20.34,-4.99,11.8,11.8,16.82,34.28,2.04,26.76,34.29,19.58,83.46,106.96,-14.02,-15.71,-10.48,-45.6,-53.58,0.90121,14,,,,,,,-14.02,-1.5,3.53,-34.39,-2.35,0.96222,14
17-10-2025,NSE:JTLIND,EQ,2939.81,2064152,3.61,3.63,3,69.35,-1.77,0.53,-3.35,-4.41,-11.22,-10.89,-4.38,-47.4,-53.57,-89.33,-1,-1,-1,HV2Q,HV2Q,HV2Q,-1,-1,-1,-1,-1,-11.25,-14.34,-18.3,-36.85,-47.87,-11.25,-9.13,-29.86,-39.84,-24.35,-21.18,5.24,14.91,14.91,14.91,2.09,17.04,27.42,8.08,16.72,21.61,-11.87,-11.65,-12.5,-56.37,-53.02,0.90118,14,,,,,,,-11.87,0.19,-1.56,-42.13,6.27,0.963047,15
17-10-2025,NSE:HGS,EQ,2470.69,14468,2.09,2.08,6,488.95,-0.44,-1.14,-3.12,-4.69,-6.19,-25.51,-1.22,-31.53,-60.31,-94.75,-1,-1,HV2Q,HV2Q,HV2Y,HV2Y,-1,-1,-1,-1,-1,-7.92,-20.37,-20.37,-37.87,-48.08,-7.92,-15.45,-5.25,-46.61,-34.58,-20.26,0,2.46,7.67,7.67,0,1.34,35.15,8.98,7.21,8.28,-6.84,-26.27,-9.34,-40.5,-59.76,0.901101,14,,,,,,,-6.84,-18.31,11.94,-30.87,-11.43,0.959228,11
17-10-2025,NSE:GOACARBON,EQ,430.83,18702,2.89,2.91,6,445.25,0.67,-0.9,1.03,-0.09,-5.31,-12.27,-6.84,-40.64,-75.56,-94.74,-1,-1,-1,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,-6.2,-9.85,-13.12,-43.88,-54.66,-6.2,-6.2,-22.99,-44.3,-36.23,-20.39,2.7,4.13,9.83,9.83,2.38,8.15,23.31,17.34,2.71,16.03,-5.96,-13.03,-14.96,-49.61,-75.01,0.900903,14,,,,,,,-5.96,-6.72,-2.58,-32.56,-14.37,0.952843,7
17-10-2025,NSE:JINDRILL,EQ,1764.8,75985,2.33,2.3,3,547.5,-2.39,-7.31,-8.56,-9.21,-11.05,-16.23,-40.58,-31.49,-10.44,-30.64,-1,-1,-1,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-9.95,-15.32,-31.29,-43.61,-43.61,-9.95,-6.17,-34.46,-20.74,-15.7,-25.69,0,0,0,1.28,0,2.25,6.4,31.38,33.17,11.85,-11.7,-16.99,-48.7,-40.46,-9.89,0.90085,14,,,,,,,-11.7,-4.77,-28.37,5.54,26.47,0.985522,41
17-10-2025,NSE:AXITA,EQ,306.04,1627312,1.35,1.36,3,8.29,-0.72,-1.45,-4.34,-6.03,-6.15,-8.56,-20.87,-24,-83.23,-125.72,-1,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-5.8,-9.99,-17.27,-45.39,-59.2,-5.8,-4.45,-19.57,-50.68,-49.42,-25.26,0.73,0.73,0.73,0.73,0.73,0.46,0.33,2.14,0,1.27,-6.8,-9.32,-28.99,-32.97,-82.68,0.900821,14,,,,,,,-6.8,-2.38,-18.75,-3.51,-37.3,0.953011,7
17-10-2025,NSE:MCLOUD,EQ,4821.84,4815334,5.66,5.37,0,59.94,-16.81,-26.34,-27.49,-31.88,-31.36,-46.08,-19.02,NA,NA,NA,-1,-1,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-29.58,-35.21,-38.41,NA,NA,-29.58,-19.09,-10.03,NA,NA,NA,0,0,NA,NA,0,8.47,95.23,NA,NA,NA,-32.01,-46.84,-27.14,0,0,0.900784,14,,,,,,,-32.01,-11.31,11.1,99.08,10.46,0.975816,29
17-10-2025,NSE:SOMANYCERA,EQ,2008.81,33819,3.07,3.03,5,446.4,-0.50,-2.87,-3.77,-4.33,-8.75,-25.85,1.37,-31.77,-58.74,-55.41,-1,-1,-1,HVY,-1,EEP,-1,-1,-1,-1,-1,-8.49,-20.77,-24.62,-38.13,-46.37,-8.49,-17.81,-5.21,-43.64,-29.34,-14.87,0.38,7.19,9.68,9.68,0.38,7.76,38.03,8.18,3.05,24.14,-9.4,-26.61,-6.75,-40.74,-58.19,0.900678,14,,,,,,,-9.4,-15.84,14.21,-34.51,-10.01,0.960741,12
17-10-2025,NSE:TEXRAIL,EQ,5948.07,1392972,2.03,2.05,3,134.65,-1.11,-2.62,-4.42,-4.57,-10.92,-19.75,-3.96,-31.99,-53.02,-52.02,-1,-1,-1,EEP,-1,EEP,-1,-1,-1,-1,-1,-9.32,-16.45,-24.79,-42.17,-53.19,-9.32,-16.37,-19.62,-50.41,-38.22,-28.38,1.08,4.11,8.35,8.35,0,12.12,29.76,12.64,22.49,42,-11.57,-20.51,-12.08,-40.96,-52.47,0.900586,14,,,,,,,-11.57,-8.07,5.77,-27.89,-5.47,0.96126,13
17-10-2025,NSE:QUADFUTURE,EQ,1738,591468,3.33,3.28,1,381.7,-1.50,-1.44,-5.33,-6.88,-15.72,-33.38,-35.72,-16.32,NA,NA,-1,-1,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-12.64,-26.31,-27.39,NA,NA,-12.64,-14.72,-28.86,-27.61,NA,NA,1.14,1.14,NA,NA,0.86,17.04,18.99,21.08,NA,NA,-16.37,-34.14,-43.84,-25.29,0,0.900478,14,,,,,,,-16.37,-15.37,-9.18,13.37,110.46,0.977907,31
17-10-2025,NSE:GALAPREC,EQ,1089.96,18982,2.87,2.83,6,745.3,-2.08,-4.42,-2.88,-5.03,-12.53,-18.9,-16.7,-52.39,-11.42,NA,-1,-1,-1,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,-12.72,-16.12,-23.03,-45.98,NA,-12.72,-7.24,-23.51,-36.96,-17.68,NA,0,0,0,NA,0,8.35,15.96,25.43,63.78,NA,-13.18,-19.66,-24.82,-61.36,-10.87,0.899978,14,,,,,,,-13.18,-5.77,-5.57,-31.5,37.34,0.986454,43
17-10-2025,NSE:VRAJ,EQ,517.73,28510,2.97,2.95,6,145.6,-1.23,-1.27,-4.96,-4.67,-6.48,-17.29,-8.45,-33.78,-64.22,NA,-1,-1,-1,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,-7.65,-15.47,-22.61,-41.48,NA,-7.65,-14.72,-18.74,-44.06,-30.99,NA,0.09,0.09,0.09,NA,0.09,5.3,15.7,6.47,0,NA,-7.13,-18.05,-16.57,-42.75,-63.67,0.899777,14,,,,,,,-7.13,-10.26,0.12,-24.28,-12.29,0.955927,9
17-10-2025,NSE:GENUSPAPER,EQ,463.6,112944,2.79,2.8,5,16.4,-2.50,-3.29,-7.8,-6.83,-10.49,-19.7,-13.96,-21.22,-52.56,-57.93,-1,-1,-1,HV2Q,HV2Q,HV2Y,-1,-1,-1,-1,-1,-9.39,-15.25,-19.92,-33.66,-43.25,-9.39,-11.48,-4.15,-35.33,-31.21,-13.43,0,0,2.63,2.63,0,1.85,22.84,16.96,16.6,46.74,-11.14,-20.46,-22.08,-30.19,-52.01,0.899749,14,,,,,,,-11.14,-8.44,-2.63,-7.29,-15.4,0.960658,12
17-10-2025,NSE:BALRAMCHIN,EQ,10254,471203,2.69,2.67,3,464.6,-0.66,-2.93,-0.06,-1.95,-11.03,-32.41,-19.29,-6.97,-40.63,15.68,-1,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-1,-10,-24.79,-25.4,-30.29,-31.73,-10,-17.17,-1.22,-18.57,-26.97,-4,2.9,2.9,8.24,33.66,2.9,0.04,43.32,29.11,42.98,87.96,-11.68,-33.17,-27.41,-15.94,-40.08,0.899527,14,,,,,,,-11.68,-19.37,2.5,9.4,-21,0.96752,19
17-10-2025,NSE:RBA,EQ,4966.1,1494854,3.31,3.22,3,68.9,-1.85,-4.37,-14.5,-16.5,-16.2,-21.94,-13.69,-9.97,-53.54,-66.11,-1,HVQ,-1,EEP,EEP,-1,-1,-1,-1,-1,-1,-19.78,-19.78,-20,-34.67,-40.78,-19.78,-5.65,-2.45,-30.8,-36.03,-10.69,0,0,15.12,15.12,0,2.96,40.38,30.88,0.62,10.49,-16.85,-22.7,-21.81,-18.94,-52.99,0.899524,14,,,,,,,-16.85,-5.06,-0.65,2.35,-29.16,0.963093,15
17-10-2025,NSE:SSDL,EQ,357.7,38844,2.81,2.76,6,85.13,-1.24,-2.58,-4.21,-3.96,-5.29,-19.06,-4.51,-37.71,-68.66,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-6.11,-14.82,-19.57,-41.2,NA,-6.11,-11.57,-19.83,-56.32,-42.45,NA,0,0.82,5.82,NA,0,1.15,25.99,10.59,0.85,NA,-5.94,-19.82,-12.63,-46.68,-68.11,0.899505,13,,,,,,,-5.94,-13.2,4.8,-32.68,-12.02,0.954979,8
17-10-2025,NSE:SCHAND,EQ,676.79,55157,4.13,4.17,6,174.76,-1.77,-2.98,-9.82,-5.5,-8.89,-29.27,-21.07,-21.03,-26.36,-62.14,-1,-1,-1,HV2Q,HV2Y,EEP,-1,-1,-1,-1,-1,-8.94,-22.92,-30.05,-30.05,-38.4,-8.94,-20.73,-9.57,-14.49,-25.44,-22.16,0,0,10.11,10.11,0,1.18,42.34,33.3,7.75,6.59,-9.54,-30.03,-29.19,-30,-25.81,0.899476,13,,,,,,,-9.54,-18.83,-1.07,-0.89,6.06,0.971243,23
17-10-2025,NSE:WONDERLA,EQ,4059.92,43402,2.55,2.47,3,579.35,-0.09,-0.83,-2.48,-7.17,-10.43,-13.01,-20.53,-23.28,-56.58,-50.38,-1,-1,-1,-1,EEP,EEP,-1,-1,-1,-1,-1,-9.67,-14.47,-18.78,-35.86,-46.36,-9.67,-5.55,-17.06,-24.99,-33.87,-16.01,2.88,2.88,2.88,2.88,2.88,12.04,7.85,15.02,0,15.41,-11.08,-13.77,-28.65,-32.25,-56.03,0.899338,13,,,,,,,-11.08,-2.45,-14.07,-3.2,-16.55,0.960359,12
17-10-2025,NSE:DREDGECORP,EQ,1860.32,49133,4.02,3.89,1,600.4,-0.99,-2.66,-6.58,-11.23,-9.12,-20.32,-0.59,-26.58,-85.02,-36.02,-1,-1,-1,HV2Q,HV2Q,HV2Y,-1,-1,-1,-1,-1,-13.59,-15.86,-26.16,-46.89,-58.26,-13.59,-9.31,-11.16,-58.01,-47.16,-22.77,2,7.04,17.77,17.77,0.49,11.31,41.7,18.47,20.75,76.49,-9.77,-21.08,-8.71,-35.55,-84.47,0.899161,13,,,,,,,-9.77,-10.37,8.98,-26.76,-35.7,0.951822,6
17-10-2025,NSE:FAIRCHEMOR,EQ,1043.23,8113,2.97,2.94,6,767.8,0.30,-1.37,-1.02,-2.42,-3.18,-24.54,-15.95,-28.74,-49.64,-65.33,-1,-1,-1,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,-5.31,-19.49,-23.49,-40.05,-49.25,-5.31,-21.06,-20.58,-38.64,-34.67,-24.06,1.17,1.17,1.17,1.17,1.17,1.04,23.63,13.89,26.45,4.53,-3.83,-25.3,-24.07,-37.71,-49.09,0.899136,13,,,,,,,-3.83,-20.81,-0.53,-11.95,-5.77,0.960405,12
17-10-2025,NSE:CARBORUNIV,EQ,18222.82,278447,2.51,2.5,6,904.25,-1.34,-3.68,-3.67,-5.18,-10.09,-10,-12.45,-36.96,-62.47,-26.68,-1,-1,HV2Y,-1,-1,EEP,-1,-1,-1,-1,-1,-8.42,-9.72,-16.01,-40.05,-49.79,-8.42,-0.61,-20.4,-41.94,-31.23,-18.42,7.48,7.48,8.73,8.73,0,18.32,19.61,22.26,19.43,41.67,-10.74,-10.76,-20.57,-45.93,-61.92,0.899116,13,,,,,,,-10.74,-0.03,-9.64,-22.72,-8.17,0.957691,10
17-10-2025,NSE:RAJESHEXPO,EQ,5928.23,443796,2.8,2.85,3,177.86,-1.57,-3.22,-4.09,-6.27,-15.16,-16.39,-8.91,-20.52,-63.44,-95.88,-1,-1,-1,-1,-1,HV2Y,-1,-1,-1,-1,-1,-13.22,-13.22,-14.09,-37.53,-49.11,-13.22,-1.06,-2.55,-39.12,-41.37,-20.49,2.16,2.16,17.22,17.22,0.14,17.65,36.44,27.66,4.85,10.3,-15.81,-17.15,-17.03,-29.49,-62.89,0.898846,13,,,,,,,-15.81,-1.18,-0.99,-11.58,-25.16,0.958495,11
17-10-2025,NSE:DRCSYSTEMS,EQ,294.04,134120,5.41,5.25,2,18.86,-1.31,-5.62,-10.5,-5.78,-15.75,-0.69,-34.78,-41.99,-33.93,-16.91,-1,-1,HVQ,HV2Q,HVQ,HVQ,-1,-1,-1,-1,-1,-14.39,-17.89,-27.1,-45.33,-45.33,-14.39,-4.96,-37.22,-26.32,-22.38,-21.14,11.07,11.07,11.07,12.93,0,28.56,5.79,40.29,60.36,51.26,-16.4,-1.45,-42.9,-50.96,-33.38,0.898754,13,,,,,,,-16.4,12.9,-41.28,-6.27,16.14,0.977978,31
17-10-2025,NSE:AVADHSUGAR,EQ,892.72,30467,2.64,2.62,3,414.3,-2.23,-6.26,-4.49,-3.72,-8.24,-19.54,-20.47,-10,-77.64,-59.15,-1,-1,-1,HV2Q,EEP,EEP,-1,-1,-1,-1,-1,-7.59,-15.55,-27.52,-45.15,-49.16,-7.59,-12.15,-13.36,-38.76,-44.08,-9.69,0.72,0.72,12.64,12.64,0,9.02,34.65,35.7,2.2,44.83,-8.89,-20.3,-28.59,-18.97,-77.09,0.898527,13,,,,,,,-8.89,-10.55,-8.2,7.77,-51.02,0.956153,9
17-10-2025,NSE:AKUMS,EQ,7536.02,233761,2.35,2.35,4,461.75,-0.14,3.38,3.37,0.66,-2.09,-21.32,-5.33,-35.43,-82.91,NA,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-1,-1,-3.1,-16.48,-22.26,-49.85,NA,-3.1,-20.64,-11.46,-56.57,-44.16,NA,4.96,4.96,9.58,NA,4.96,3.78,32.94,15.41,13.08,NA,-2.74,-22.08,-13.45,-44.4,-82.36,0.898246,13,,,,,,,-2.74,-18.95,5.76,-29.5,-24.6,0.950395,5
17-10-2025,NSE:EPACK,EQ,3670.29,875372,3.03,3.04,5,337.6,-1.03,-4.78,-5.85,-7.42,-15.8,-13.8,-19.48,-53.72,-13.67,42.91,-1,-1,HV2Q,-1,HV2Q,EEP,-1,-1,-1,-1,-1,-13.32,-16.23,-17.83,-47.44,-47.44,-13.32,-2.99,-27.21,-37.21,-19.21,-8.69,0.48,4.25,4.25,123.06,0.48,17.83,18.64,73.11,242.88,153.55,-16.45,-14.56,-27.6,-62.69,-13.12,0.898011,13,,,,,,,-16.45,1.62,-12.4,-29.58,36.51,0.986256,42
17-10-2025,NSE:ZODIAC,BE,591.34,10701,3.97,3.88,6,373.6,-0.81,-1.42,-4.7,-6.6,-6.65,-27.93,-9.31,-20.73,-62.07,32.92,-1,-1,-1,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-6.19,-21.01,-29.47,-38.57,-54.24,-6.19,-18.29,-9.77,-49.54,-44.76,-25.84,0,13.04,13.04,46.17,0,4.86,44.61,14.99,83.58,146.44,-7.3,-28.69,-17.43,-29.7,-61.52,0.897802,13,,,,,,,-7.3,-20.06,7.13,-11.36,-23.78,0.957298,10
17-10-2025,NSE:BALAMINES,EQ,4818.03,31166,2.5,2.47,3,1365.2,-0.53,-0.24,-3.85,-7.82,-11.1,-31.67,3.23,-25.53,-62.64,-65.58,-1,-1,HVQ,HVQ,EEP,EEP,-1,-1,-1,-1,-1,-9.88,-22.8,-28.73,-38.84,-45.39,-9.88,-20.82,-6.16,-47.15,-31.44,-11.18,1.22,10.54,19.69,19.69,1.22,9.38,57.59,15.82,0.3,9.02,-11.75,-32.43,-4.89,-34.5,-62.09,0.897776,13,,,,,,,-11.75,-18.63,19.09,-30.65,-19.1,0.960763,12
17-10-2025,NSE:UGARSUGAR,EQ,507.26,164033,2.85,2.81,3,42.29,-1.10,-2.98,-1.84,-1.28,-6.01,-15.28,-9.79,-25.21,-100.21,-120.26,-1,-1,HVQ,-1,-1,HV2Y,-1,-1,-1,-1,-1,-7.01,-12.57,-17.52,-49.49,-52.85,-7.01,-11.44,-14.82,-48.03,-44.09,-10.59,6.44,6.44,6.44,6.44,0.07,12.84,20.85,14.5,0,28.68,-6.66,-16.04,-17.91,-34.18,-99.66,0.897495,13,,,,,,,-6.66,-8.85,-2.66,-14.96,-49.45,0.946774,4
17-10-2025,NSE:FROG,SM,369.73,22976,3.87,3.91,6,221,0.73,-4.3,-7.13,-12.29,-8.44,-9.91,-23.91,-37.42,-50.25,14.5,-1,-1,-1,HV2Y,HVQ,HV2Y,-1,-1,-1,-1,-1,-14.34,-14.41,-22.24,-48.55,-48.55,-14.34,-11.06,-43.45,-36.25,-21.85,-14.55,1.98,1.98,1.98,60.2,0.73,10.59,11.68,25.91,120.15,140.7,-9.09,-10.67,-32.03,-46.39,-49.7,0.897308,13,,,,,,,-9.09,-1.47,-20.16,-11.82,1.13,0.962088,14
17-10-2025,NSE:CROMPTON,EQ,20233.08,2516834,2.18,2.18,3,287.5,-0.38,-0.09,-2.68,-4.09,-9.58,-21.6,-15.55,-24.24,-49.44,0.1,-1,-1,-1,EEP,-1,HV2Y,-1,-1,-1,-1,-1,-9.26,-16.39,-19.98,-33.15,-39.73,-9.26,-11.94,-5.51,-30.36,-25.12,-9.94,2.64,2.64,2.64,8.53,2.64,1.03,8.86,3.44,34.84,62.19,-10.23,-22.36,-23.67,-33.21,-48.89,0.897307,13,,,,,,,-10.23,-11.08,-2.44,-8.45,-9.82,0.960911,13
17-10-2025,NSE:KECL,EQ,793.98,248328,4.55,4.55,4,119.1,-0.28,2.5,2.94,0.41,-3.37,-16.83,-13.28,-42.2,-61.33,-27.16,HVY,HVY,-1,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,-5.66,-13.36,-19.86,-40.82,-51.65,-5.66,-17.16,-21.89,-45.23,-31.25,-22,5.35,5.35,7.73,19.52,5.35,7.09,25.86,22.04,69.95,92.81,-4.02,-17.59,-21.4,-51.17,-60.78,0.897291,13,,,,,,,-4.02,-13.13,-4.39,-26.45,-2.99,0.95597,9
17-10-2025,NSE:RCOM,BE,406.53,5409677,3.97,4.07,6,1.39,-0.71,-2.16,-4.32,-0.72,-4.32,-28.06,-40.29,-18.71,-25.9,-33.09,-1,-1,HVQ,HVQ,HVQ,-1,-1,-1,-1,-1,-1,-5.44,-28.72,-40.09,-46.12,-46.12,-5.44,-25.64,-31.01,-24.42,-28.26,-14.63,10.32,10.32,10.32,32.38,2.21,15.08,31.85,50,57.14,66.67,-4.97,-28.82,-48.41,-27.68,-25.35,0.8972,13,,,,,,,-4.97,-22.87,-16.97,14.46,4.4,0.974009,26
17-10-2025,NSE:GUJALKALI,EQ,4384.18,43270,2.39,2.5,2,545.65,-2.48,-3.83,-2.92,-3.96,-12.74,-8.88,-16.61,-34,-60.38,-50.19,-1,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-1,-11.27,-11.3,-17.63,-37.71,-37.71,-11.27,0,-19.94,-27.36,-16.53,-0.02,0.31,0.31,9.28,9.28,0.31,12.26,18.99,27.44,11.52,33.47,-13.39,-9.64,-24.73,-42.97,-59.83,0.896893,13,,,,,,,-13.39,3.31,-14.52,-15.83,-9.23,0.959201,11
17-10-2025,NSE:RSWM,EQ,759.28,34755,3.15,3.08,0,139.12,-4.95,-3.19,-6.23,-11,-17.83,-20.98,-7.16,-22.95,-48.59,-61.19,-1,-1,HVQ,HV2Q,HV2Y,HV2Y,-1,-1,-1,-1,-1,-14.06,-16.88,-25.37,-36.54,-47.31,-14.06,-8.45,-9.71,-43.54,-35.22,-21.71,0,0,7.87,7.87,0,11.46,30.5,15.59,3.07,22.03,-18.48,-21.74,-15.28,-31.92,-48.04,0.896809,12,,,,,,,-18.48,-2.78,4.01,-15.66,-10.39,0.963314,15
17-10-2025,NSE:LUXIND,EQ,4155.91,24247,2.24,2.21,3,1281,-0.91,-0.86,-1.95,-3.86,-10.47,-15.57,-12.27,-31.81,-60.28,3.4,-1,-1,-1,-1,EEP,EEP,-1,-1,-1,-1,-1,-7.69,-12.77,-19.63,-40.32,-47.02,-7.69,-5.24,-17.53,-40.51,-30.16,-15.08,0.53,0.53,5.5,19.23,0.05,11.05,21.93,18.45,57.16,91.11,-11.12,-16.33,-20.39,-40.78,-59.73,0.896542,12,,,,,,,-11.12,-4.73,-4.56,-18.32,-11.14,0.957304,10
17-10-2025,NSE:SRHHYPOLTD,EQ,1038.47,12758,2.54,2.52,3,544.85,-2.29,-5.73,-6.66,-7.68,-11.07,-28.06,1.06,-32.18,-57.54,-4.19,-1,-1,-1,HV2Q,HV2Y,HV2Y,-1,-1,-1,-1,-1,-11.2,-20.77,-21.91,-36.38,-39.36,-11.2,-13.27,-0.68,-40,-19.84,-4.47,0,11.64,15.3,19.68,0,4.96,47.66,14.08,58.2,88.54,-11.72,-28.82,-7.06,-41.15,-56.99,0.896506,12,,,,,,,-11.72,-15.41,15.32,-34.51,-8.72,0.961014,13
17-10-2025,NSE:COHANCE,EQ,34664.41,1382441,2.51,2.52,3,889.95,-0.94,-1.66,1.6,-1.12,-8.58,-23.27,-31.25,-18.55,-35.5,28.7,-1,-1,HVY,EEP,EEP,EEP,-1,-1,-1,-1,-1,-2.49,-17.85,-27.65,-33.3,-33.3,-2.49,-11.91,-10.81,-12.45,-20.92,-3.47,3.33,3.33,3.33,45.79,3.33,10.86,16.2,42.35,72.83,97.54,-9.23,-24.03,-39.37,-27.52,-34.95,0.896464,12,,,,,,,-9.23,-13.63,-13.9,8.76,-3.84,0.968269,20
17-10-2025,NSE:GRAVITA,EQ,12274.35,221239,3,2.97,6,1571,-0.54,-4.54,-0.31,-1.53,-6.1,-9.95,-25.86,-35.17,-61.84,42.67,-1,-1,-1,EEP,EEP,EEP,-1,-1,-1,-1,-1,-6.47,-17.23,-25.66,-37.52,-41.04,-6.47,-12.18,-22.14,-25.8,-20.31,-4.59,1.76,1.76,2.61,112.04,1.76,2.91,12.81,48.41,186.61,243.16,-6.75,-10.71,-33.98,-44.14,-61.29,0.896217,12,,,,,,,-6.75,-3.73,-21.89,-8.31,-9.27,0.95738,10
17-10-2025,NSE:CONCORDBIO,EQ,17659.22,116595,3.14,3.11,3,1530.9,0.24,-4.71,-4.32,-3.81,-6.83,-25.45,-12.48,-52.03,-25.56,3.63,-1,-1,-1,HVQ,HVQ,HVQ,-1,-1,-1,-1,-1,-9.69,-21.25,-28.14,-34.73,-41.14,-9.69,-17.12,-18.12,-33.8,-10.52,-26.1,1.55,10.4,10.4,11.49,1.55,3.36,38.49,15.09,69.5,39.99,-7.48,-26.21,-20.6,-61,-25.01,0.895856,12,,,,,,,-7.48,-17.54,2.92,-36.08,27.87,0.97495,28
17-10-2025,NSE:VOLTAMP,EQ,7505.89,58307,1.87,1.89,6,7103,-1.32,-1.25,-0.99,-0.47,-3.86,-35.37,-2.33,-18.66,-90.06,-11.18,-1,-1,-1,HV2Y,EEP,EEP,-1,-1,-1,-1,-1,-4.17,-25.61,-27.79,-49.64,-50.92,-4.17,-25.01,-2.26,-49.78,-41.76,-6.72,1.51,1.51,16.34,16.34,1.51,3.54,57.48,19.05,18.1,89.18,-4.51,-36.13,-10.45,-27.63,-89.51,0.895543,12,,,,,,,-4.51,-30.45,16.98,-16.88,-49.72,0.952689,6
17-10-2025,NSE:IVC,EQ,264.1,208465,2.38,2.35,2,7.73,0.65,-2.72,-5.05,-6.34,-8.8,-15.91,-21.99,-29.75,-51.62,-54.59,-1,-1,-1,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,-8.19,-14.87,-24.95,-37.15,-51.48,-8.19,-7.99,-18.4,-40.8,-37.04,-26.43,0.65,0.65,0.65,0.65,0.65,5.26,2.99,7.16,13.33,32.43,-9.45,-16.67,-30.11,-38.72,-51.07,0.895496,12,,,,,,,-9.45,-6.65,-12.67,-7.28,-6.39,0.960194,12
17-10-2025,NSE:TVTODAY,EQ,899.86,60394,2.25,2.24,6,145.65,-0.69,-0.85,-2.55,-0.08,-4.61,-17.39,-16.71,-40.56,-56.44,-64.37,-1,-1,-1,-1,EEP,EEP,-1,-1,-1,-1,-1,-4.19,-15.67,-19.31,-35.38,-49.25,-4.19,-12.33,-18.95,-40.77,-28.67,-20.61,3.21,3.21,3.21,3.21,2.17,7.96,13.06,12.4,11.12,10.5,-5.26,-18.15,-24.83,-49.53,-55.89,0.895277,12,,,,,,,-5.26,-12.33,-6.84,-21.36,-0.84,0.95732,10
