Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1D,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
25-09-2025,NSE:NMDC,EQ,67345.32,227.13,2.07,77.2,-1.15,1.96,2.49,8.45,10.6,12.55,7.97,8.3,0,0,0,0,0,-1,5,-1,-1,-1,-2.2,-2.2,-6.44,12.49,24.6,27.3,8.58,11.79,4.96,4.92,11.91,1.043744,73,7.91,3.41,-6.49,-0.33,7.24,1.013656,68
25-09-2025,NSE:RUCHIRA,EQ,507.07,2.99,4.02,151.03,-5.37,-10.03,1.13,-0.34,7.55,18.52,12.54,12.18,0,HVY,HVY,0,0,-1,-1,-1,-1,-1,-13.84,-13.84,-13.84,9.84,29.17,30.62,-0.21,8.74,10.93,9.49,15.79,1.04311,73,-0.88,8.93,3.18,-2.43,6.46,1.016986,71
25-09-2025,NSE:SOUTHBANK,EQ,7784.73,58.68,1.61,29.88,-0.27,2.01,3.51,0.47,-2.31,19.51,16.3,17.64,0,0,0,0,0,-1,-1,-1,-1,-1,-6.2,-6.2,-6.2,3.67,29.43,32.14,0.6,-1.12,11.92,13.25,21.25,1.042565,73,-0.07,-1.73,12.65,0.92,8.48,1.020033,73
25-09-2025,NSE:CEATLTD,EQ,13712.58,1.23,2.62,3454.9,-0.57,0.72,2.21,6.96,-5.55,17.79,12.85,18.5,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-11.65,-11.84,-11.84,13.61,29.71,44.96,7.09,-4.36,10.2,9.8,22.11,1.042125,73,6.42,-12.38,13.44,-1.1,13.37,1.020877,74
25-09-2025,NSE:MEDANTA,EQ,36466.79,2.82,2.48,1320.6,-0.08,-4.31,-3.79,-5.73,14.64,4.2,16.81,16.86,0,0,0,0,0,-1,-1,-1,-1,-1,-6.9,-6.9,-6.9,17.11,17.87,37.42,-5.6,15.83,-3.39,13.76,20.47,1.041873,72,-6.27,20.33,-20.91,18.07,6.93,1.02809,79
25-09-2025,NSE:CHOLAFIN,EQ,134220.89,13.74,2.31,1630.2,0.39,3.48,6.61,7.41,1.31,5.63,27.03,2.08,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-3.71,-4.35,-4.35,12.11,14.91,36.01,7.54,2.5,-1.96,23.98,5.69,1.041387,72,6.87,-5.53,-4.31,27.59,-27.31,1.014086,69
25-09-2025,NSE:KIRIINDUS,EQ,3673.38,3.3,3.36,587.55,-1.36,-6.05,6.53,9.47,0.73,-3.84,-12.05,39.66,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-7.61,-20.76,-20.76,11.04,11.04,71.67,9.6,1.92,-11.43,-15.1,43.27,1.041162,72,8.93,-8.59,-13.28,-3,53.03,1.057397,92
25-09-2025,NSE:JSWINFRA,EQ,70980.05,22.22,2.28,342.75,0.20,4.08,8.43,11.52,9,8.74,9.93,4.87,0,0,0,0,0,-1,2,-1,-1,-1,-1.31,-1.31,-4.1,14.27,19.14,50.33,11.65,10.19,1.15,6.88,8.48,1.041019,72,10.98,-1.79,-8.97,6.22,1.26,1.010981,65
25-09-2025,NSE:SPIC,EQ,2054.53,24.85,5.47,96.47,-0.13,-7.81,-14.47,-15.34,7.96,15.24,23.21,15.14,0,HVY,HVY,0,HV2Y,-1,-1,-1,-1,-1,-22.41,-22.41,-22.41,13.42,29.45,42.46,-15.21,9.15,7.65,20.16,18.75,1.040257,72,-15.88,21.26,-0.77,14.31,-3.62,1.025752,77
25-09-2025,NSE:ADANIPORTS,EQ,308683.86,23.7,1.82,1431.6,-0.69,1.78,2.97,6.37,2.69,16.96,17.4,1.63,0,0,0,0,HV2Y,-1,1,-1,-1,-1,-3.4,-4.52,-4.52,8.22,26.7,33.63,6.5,3.88,9.37,14.35,5.24,1.040025,72,5.83,-2.87,5.99,5.44,-12.21,1.008503,62
25-09-2025,NSE:SSWL,EQ,3880.78,2.79,3.47,237.68,-1.28,-4.3,-2.66,11.22,-14.69,21.02,15.4,12.29,0,0,HVQ,0,0,-1,-1,-1,-1,-1,-13.99,-13.99,-13.99,13.03,32.2,37.23,11.35,-13.5,13.43,12.35,15.9,1.040022,72,10.68,-28.13,22.46,-2.2,3.19,1.019903,73
25-09-2025,NSE:SPMLINFRA,EQ,2032.75,4.5,4.55,261.55,-1.95,-2.5,-8.56,-4.63,3.73,37.58,-2.27,-0.84,0,0,HVQ,2,HV2Y,-1,-1,-1,-1,-1,-17.51,-17.51,-17.51,8.26,64.97,77.31,-4.5,4.92,29.99,-5.32,2.77,1.039942,72,-5.17,9.04,26.48,-58.93,8.28,1.021002,74
25-09-2025,NSE:ACI,EQ,8593.65,1.69,2.82,707.95,0.07,-1.08,1.67,3.21,10.25,20.53,7.43,1.62,0,HVQ,0,0,0,-1,-1,-1,-1,-1,-1.17,-1.17,-2.02,14.2,40.39,69.51,3.34,11.44,12.94,4.38,5.23,1.039814,72,2.67,8.34,2.77,-11.58,0.61,1.009707,64
25-09-2025,NSE:PRECWIRE,EQ,3274.95,2.87,3.32,189.31,5.11,1.32,5.23,6.63,1.27,25.83,7.49,1.6,0,0,0,2,HV2Y,-1,-1,-1,-1,-1,-4.75,-4.75,-13.59,9.58,47.15,47.15,6.76,2.46,18.24,4.44,5.21,1.039762,72,6.09,-4.68,16.2,-19.82,0.51,1.01047,65
25-09-2025,NSE:DBL,EQ,9210.62,7.12,4.31,534.4,-3.74,-7.68,8.3,11.12,6.67,11.22,11.88,2.22,HVQ,HVQ,0,0,0,-1,-1,-1,-1,-1,-7.72,-7.72,-7.72,15.75,26.5,40.64,11.25,7.86,3.63,8.83,5.83,1.039638,72,10.58,-3.94,-3.81,5.66,-4.09,1.00865,63
25-09-2025,NSE:KROSS,EQ,1403.08,32.14,6.05,219.94,0.55,-4.46,-1.8,7.54,15.37,15.59,1.35,-1.56,0,HVQ,HVQ,0,0,-1,-1,-1,-1,-1,-10.28,-10.28,-14.81,29.22,33.29,33.29,7.67,16.56,8,-1.7,2.05,1.039622,72,7,9.53,-8.42,-11.97,3.94,1.008452,62
25-09-2025,NSE:STAR,EQ,8065.11,2.15,2.9,845.7,-0.98,-4.68,-3.16,-7.02,-5.14,16.97,19.32,24.63,0,0,0,0,0,-1,-1,-1,-1,-1,-12.06,-12.06,-12.06,5.22,45.78,47.11,-6.89,-3.95,9.38,16.27,28.24,1.03955,71,-7.56,2.82,12.35,7.74,13.45,1.026429,78
25-09-2025,NSE:INDIASHLTR,EQ,9707.88,2.03,2.64,890.15,0.81,-0.3,0.19,-4.61,1.57,11.26,21.11,19.27,0,0,0,0,0,-1,-1,-1,-1,-1,-13.7,-13.7,-13.7,0,8.12,40.45,-4.48,2.76,3.67,18.06,22.88,1.039426,71,-5.15,6.97,1.16,16.01,4.55,1.022372,75
25-09-2025,NSE:ARVINDFASN,EQ,7528.57,3.05,2.61,550.75,0.57,-2.89,-0.86,2.93,9.49,26.33,5.18,-5.68,0,0,HVQ,0,0,-1,-1,-1,-1,-1,-5.75,-5.75,-15.76,18.4,46.88,46.88,3.06,10.68,18.74,2.13,-2.07,1.039415,71,2.39,7.81,9.93,-23.79,-4.58,1.006846,60
25-09-2025,NSE:ARFIN,BE,782.87,9.22,5.96,47.06,-0.91,6.23,11.33,28.07,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,28.2,0,0,0,0,1.039299,71,27.53,101.06,-8.68,4.91,6.88,1.050075,90
25-09-2025,NSE:AUBANK,EQ,53454.8,25.8,2.07,736.15,0.62,3.72,3.04,-1.83,-9.63,26.27,26.97,-2.22,0,0,0,0,0,-1,-1,-1,-1,-1,-11.54,-11.54,-11.54,6.81,39.95,50.79,-1.7,-8.44,18.68,23.92,1.39,1.03915,71,-2.37,-6.6,24.06,5.87,-33.09,1.012131,66
25-09-2025,NSE:UJJIVANSFB,EQ,8872.16,89.78,2.73,45.01,-0.44,-1.64,-7.42,2.8,-9.69,20.86,24.08,6.49,0,HVQ,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-9.88,-12.42,-12.42,7.92,30.69,43.31,2.93,-8.5,13.27,21.03,10.1,1.039109,71,2.26,-11.79,19.17,8.98,-16.3,1.013997,68
25-09-2025,NSE:NAVNETEDUL,EQ,3679.36,6.28,3.6,157.56,-1.27,1.3,0.01,3.57,9.14,13.62,12.76,5.34,0,HVY,HVY,0,HV2Y,-1,-1,-1,-1,-1,-3.4,-3.4,-3.4,16.08,17.55,22.68,3.7,10.33,6.03,9.71,8.95,1.03855,71,3.03,6.84,-3.75,3.92,-1.63,1.011332,65
25-09-2025,NSE:DMART,EQ,311245.63,4.05,2.3,4645.8,0.26,-1.54,0.31,-1.71,7.95,16.22,26.64,-15,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-5.24,-5.24,-15.12,15.86,15.98,34.44,-1.58,9.14,8.63,23.59,-11.39,1.038154,71,-2.25,10.56,0.3,17.34,-49.87,1.006165,59
25-09-2025,NSE:SUPRIYA,EQ,5875.24,2.5,2.84,741.3,0.35,10.65,11.7,10.66,9.49,2.03,1.55,17.81,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-0.76,-6.77,-8.12,15.05,18.93,43.43,10.79,10.68,-5.56,-1.5,21.42,1.038005,71,10.12,-0.25,-16.92,4.42,23.4,1.022311,75
25-09-2025,NSE:HERITGFOOD,EQ,4881.07,9.15,3.53,520.15,-2.49,6.16,6.97,9.36,6.03,22,8.76,-9.61,HVY,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-7.4,-7.4,-23.2,7.61,30.24,36.64,9.49,7.22,14.41,5.71,-6,1.037964,71,8.82,-2.62,8.32,-12.07,-13.25,1.002361,54
25-09-2025,NSE:METROBRAND,EQ,35529.02,1.16,3.21,1276.1,-0.12,-3.53,1.7,10.24,10.63,15.85,-0.87,3.26,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-4.89,-4.89,-4.89,14.18,24.27,24.27,10.37,11.82,8.26,-3.92,6.87,1.037921,71,9.7,1.5,-2.84,-14.96,10.97,1.010178,64
25-09-2025,NSE:BANKINDIA,EQ,54768.59,62.13,2.03,120.99,-0.36,1.12,2.89,4.98,4,12.52,14.84,9.08,0,0,0,0,0,-1,2,-1,-1,-1,-1.38,-7.39,-7.39,9.58,13.61,32.55,5.11,5.19,4.93,11.79,12.69,1.037559,70,4.44,0.03,0.2,7.56,0.11,1.012681,66
25-09-2025,NSE:KARURVYSYA,EQ,20957.15,13.58,2.27,212.29,-0.53,-1.71,2.73,-3.61,2.62,17.68,13.27,17.22,0,0,HVQ,0,0,-1,-1,-1,-1,-1,-8.08,-8.08,-8.08,3.41,23.51,34.89,-3.48,3.81,10.09,10.22,20.83,1.037321,70,-4.15,7.08,6.78,-0.44,11.44,1.020039,73
25-09-2025,NSE:SANSERA,EQ,9313.74,1.39,2.84,1499.9,0.11,-0.47,5.63,14.23,9.1,17.19,-1.05,-6.19,0,0,0,0,HV2Y,-1,3,-1,-1,-1,-0.54,-0.54,-13.1,21.16,45.44,45.44,14.36,10.29,9.6,-4.1,-2.58,1.036689,70,13.69,-4.93,0.22,-17.11,1.79,1.004047,56
25-09-2025,NSE:CARYSIL,EQ,2611.46,1.82,3.89,880.4,-0.56,-2.71,-6.95,2.27,0.55,23.51,10.14,7.13,0,HVQ,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-11.39,-11.39,-11.39,8.45,50.06,72.27,2.4,1.74,15.92,7.09,10.74,1.036663,70,1.73,-0.71,14.41,-12.57,3.52,1.012804,67
25-09-2025,NSE:HINDALCO,EQ,167306.01,40.39,1.83,741.05,-0.65,-1.22,-0.28,3.4,9.23,6.17,15.98,7.67,0,0,0,0,0,-1,-1,-1,-1,-1,-1.64,-1.64,-2.09,11.88,32.73,32.73,3.53,10.42,-1.42,12.93,11.28,1.036278,70,2.86,7.09,-12.05,15.37,-3.01,1.014291,69
25-09-2025,NSE:CHALET,EQ,22588.02,1.91,3.03,1011.9,-1.29,-4.96,-2.81,-2.06,9.21,19.37,3.48,12.9,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-6.48,-6.48,-6.48,16.02,25.78,49.03,-1.93,10.4,11.78,0.43,16.51,1.035995,70,-2.6,12.1,2.52,-14.81,16.64,1.018984,72
25-09-2025,NSE:EVEREADY,EQ,3088.85,3.58,3.73,406.2,-2.38,-6.6,-9.98,-8.2,20.97,24.18,1.35,-11.26,0,HVY,HVY,0,HV2Y,-1,-1,-1,-1,-1,-15.24,-15.24,-16.95,26.46,43.94,43.94,-8.07,22.16,16.59,-1.7,-7.65,1.035764,70,-8.74,28.02,-4.63,-25.19,-5.91,1.012868,67
25-09-2025,NSE:DYCL,EQ,2078.63,1.18,3.2,411.8,-0.52,-5.11,-8.15,-6.99,-14.68,30.4,-20.4,37.89,0,HVQ,0,2,HV2Y,-1,-1,-1,-1,-1,-18.47,-18.47,-22.79,4.95,60.43,60.43,-6.86,-13.49,22.81,-23.45,41.5,1.035529,70,-7.53,-6.12,30.63,-68.08,55.3,1.074928,95
25-09-2025,NSE:ESCORTS,EQ,41376.87,2.98,3.56,3698.9,-1.08,1.01,0.57,3.52,10.66,12.72,14.51,-3.19,0,HVQ,HVQ,0,0,-1,-1,-1,-1,-1,-5.06,-5.06,-17.64,10.37,18.1,25.58,3.65,11.85,5.13,11.46,0.42,1.035321,70,2.98,8.46,-6.37,6.96,-13.82,1.006827,60
25-09-2025,NSE:BSE,EQ,88948.37,45.82,3.2,2076.4,-2.16,-6.42,-9.16,-10.33,-34.32,23.27,11.02,40.42,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-27.55,-32.01,-32.01,0,36.99,68.13,-10.2,-33.13,15.68,7.97,44.03,1.035174,70,-10.87,-20.69,34.19,-11.06,39.93,1.057915,92
25-09-2025,NSE:TATACONSUM,EQ,111644.18,12.47,2.02,1140.1,1.03,0.33,3.43,5.13,1.19,15.69,21.98,-6.59,0,0,0,0,0,-1,-1,-1,-1,-1,-0.52,-2.97,-6.53,8.35,18.19,27.52,5.26,2.38,8.1,18.93,-2.98,1.035132,70,4.59,-3.09,5.99,12.37,-29.75,1.005016,57
25-09-2025,NSE:HAL,EQ,328702.91,11.99,1.95,4723.9,-1.58,-3.52,3.52,5.64,-1.46,17.63,11.3,10.42,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-4.74,-6.87,-6.87,10.22,19.14,54.63,5.77,-0.27,10.04,8.25,14.03,1.034822,70,5.1,-6.46,10.13,-2.77,5.89,1.013267,68
25-09-2025,NSE:SBIN,EQ,796186.92,79.55,1.35,866.2,-0.51,1.04,5.54,5.74,7.64,13.05,6.26,8.8,0,0,0,0,0,-1,3,-1,-1,-1,-1.09,-1.09,-1.09,8.46,16.03,25.02,5.87,8.83,5.46,3.21,12.41,1.034719,69,5.2,3.07,-2.82,-2.9,9.6,1.012627,66
25-09-2025,NSE:JAMNAAUTO,EQ,4307.39,32.02,3.54,105.22,-1.95,-3.48,-2.82,2.29,10.36,24.84,8.13,-15.39,0,HV2Y,HV2Y,0,0,-1,-1,-1,-1,-1,-6.67,-6.67,-17.18,15.3,42.95,44.77,2.42,11.55,17.25,5.08,-11.78,1.034598,69,1.75,9.32,7.48,-17.33,-18.71,1.001074,50
25-09-2025,NSE:HINDPETRO,EQ,87964.18,27.38,1.91,424.9,0.14,4.53,7.64,8.15,3.94,15.99,5.98,6.32,0,0,0,0,0,-1,1,-1,-1,-1,-6.45,-6.45,-6.45,12.66,20.35,44.17,8.28,5.13,8.4,2.93,9.93,1.034073,69,7.61,-3.53,3.86,-7.01,7.24,1.010366,65
25-09-2025,NSE:UPL,EQ,58357.27,24.28,2.43,676.15,-0.16,-4.22,-3.08,-6.9,3.76,2.56,25.39,15.62,0,0,0,0,0,-1,-1,-1,-1,-1,-8.32,-8.32,-8.32,3.75,8.93,35.41,-6.77,4.95,-5.03,22.34,19.23,1.033348,69,-7.44,11.04,-9.93,28.34,-6.21,1.024054,76
25-09-2025,NSE:HEG,EQ,10073.43,7.58,2.91,521.9,0.49,0.62,2.5,5.93,5.39,17.7,-3.77,13.82,0,0,HV2Y,0,HV2Y,-1,-1,-1,-1,-1,-8.95,-8.95,-12.66,12.94,22.81,53.52,6.06,6.58,10.11,-6.82,17.43,1.033261,69,5.39,0.49,4.33,-21.18,23.83,1.01872,72
25-09-2025,NSE:BORORENEW,EQ,7583.22,8.64,4.18,588.25,-2.42,4.58,1.05,4.45,8.35,13.75,-2.42,15.33,HVQ,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-11.35,-11.35,-11.35,16.42,24.61,39.89,4.58,9.54,6.16,-5.47,18.94,1.03325,69,3.91,5.13,-2.78,-13.84,24.22,1.019788,73
25-09-2025,NSE:KEI,EQ,40087.18,2.4,2.36,4079.3,-2.65,-1.54,-0.06,3.35,6.7,29.15,-2.13,-7.73,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-1,-1,-11.36,15.1,65.67,65.67,3.48,7.89,21.56,-5.18,-4.12,1.03267,69,2.81,4.53,15.38,-39.24,1.39,1.007085,60
25-09-2025,NSE:SIMPLEXINF,EQ,2431,1.16,4.31,307.15,-0.78,-0.11,2.85,0.47,11.93,4.77,-7.24,25.45,HVQ,0,HVQ,2,HV2Y,-1,-1,-1,-1,-1,-7.74,-10.2,-13.67,15.89,15.89,38.43,0.6,13.12,-2.82,-10.29,29.06,1.032188,69,-0.07,12.57,-16.81,-7.71,37.37,1.034642,83
25-09-2025,NSE:INDIGO,EQ,219626.24,7.36,1.53,5686,-0.80,-1.06,1.18,-7.56,0.83,11.29,22.69,14.29,0,0,0,0,0,-1,-1,-1,-1,-1,-7.81,-7.81,-7.81,0.99,13.75,47.44,-7.43,2.02,3.7,19.64,17.9,1.032163,69,-8.1,8.86,1.87,17.77,-3.99,1.018915,72
25-09-2025,NSE:PNB,EQ,130272.51,128.51,1.87,111.01,-2.13,-0.86,4.28,5.22,4.57,16.1,9.22,3.39,0,0,0,0,0,-1,-1,-1,-1,-1,-3.11,-3.11,-3.11,10.43,21.94,28.19,5.35,5.76,8.51,6.17,7,1.031756,69,4.68,0.38,3.4,-3.28,0.45,1.008139,62
25-09-2025,NSE:BANKBARODA,EQ,130323.5,91.14,1.78,254.37,0.45,3.33,6.43,5.22,6.02,14.81,5.42,7.28,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-0.61,-0.77,-4.45,8.59,16.36,29.05,5.35,7.21,7.22,2.37,10.89,1.031596,69,4.68,1.9,0.67,-6.11,8.85,1.01104,65
25-09-2025,NSE:KRBL,EQ,9028.56,14.3,4.36,367.05,-1.24,-10.27,-19.93,-22.79,2.11,23.05,18.77,16.66,0,0,HV2Y,0,HV2Y,-1,-1,-1,-1,-1,-25.59,-25.59,-25.59,0,34.76,46.02,-22.66,3.3,15.46,15.72,20.27,1.031507,69,-23.33,21.34,12.71,-0.65,4.28,1.027163,78
25-09-2025,NSE:TALBROAUTO,EQ,1814.81,3.27,4.68,312.35,0.53,5.63,4.24,15.18,6.4,15.66,-1.71,-7.17,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-4.83,-4.83,-14.5,19.93,29.42,41.87,15.31,7.59,8.07,-4.76,-3.56,1.031255,68,14.64,-9.28,1.21,-15.68,1.51,1.00272,55
25-09-2025,NSE:PRSMJOHNSN,EQ,8456.39,13.82,3.84,167.59,-0.41,11.2,11.36,11.36,7.88,24.32,-4.36,-16.61,HVQ,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,0,0,-23.48,19.8,39.32,52.22,11.49,9.07,16.73,-7.41,-13,1.031081,68,10.82,-2.86,9.16,-32.98,-4.86,0.999609,48
25-09-2025,NSE:UNIONBANK,EQ,107137.65,93.6,2.3,139.17,-0.73,1.54,4.79,4.4,-3.69,11.96,16.09,11.89,0,0,0,0,0,-1,2,-1,-1,-1,-10.26,-10.7,-10.7,11.18,20.06,37.06,4.53,-2.5,4.37,13.04,15.5,1.030702,68,3.86,-7.4,6.41,9.59,1.88,1.013538,68
25-09-2025,NSE:COROMANDEL,EQ,67298.05,3.6,3.19,2230.8,-1.10,-4.33,0.54,-7.13,-5.56,11.38,17.55,24.94,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-16.82,-16.82,-16.82,2.44,13.71,42.93,-7,-4.37,3.79,14.5,28.55,1.030475,68,-7.67,2.53,7.36,11.88,15.85,1.025463,77
25-09-2025,NSE:BHARTIARTL,EQ,1117555.62,46.56,1.38,1931.1,-0.39,-0.53,2.06,0.02,-1.79,10.63,18.28,13.79,0,0,0,0,0,-1,-1,-1,-1,-1,-4.83,-4.83,-4.83,4.61,14.76,26.91,0.15,-0.6,3.04,15.23,17.4,1.030407,68,-0.52,-0.75,3.52,13.47,1.38,1.015497,70
25-09-2025,NSE:BPCL,EQ,143233.36,56.05,1.98,330.35,-0.02,2.06,3.75,4.4,3.25,15.34,12.5,1.79,0,0,0,0,0,-1,-1,-1,-1,-1,-7.3,-7.3,-10.89,6.96,20.75,38.92,4.53,4.44,7.75,9.45,5.4,1.03029,68,3.86,-0.14,3.82,1.55,-5.37,1.006985,60
25-09-2025,NSE:JKTYRE,EQ,10248.35,8.33,2.86,375.25,-1.52,-0.48,5.05,13.04,5,21.45,-1.47,-12.51,0,HVQ,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-2.05,-5.15,-13.88,19.65,41.79,47.3,13.17,6.19,13.86,-4.52,-8.9,1.03022,68,12.5,-8.2,8.64,-24.27,-4.01,1.0006,49
25-09-2025,NSE:RAMCOCEM,EQ,25129.69,2.2,2.47,1040,-0.48,-2.13,-0.57,-2.27,-0.27,17.71,5.18,20.29,0,0,0,0,0,-1,-1,-1,-1,-1,-14.43,-14.43,-14.43,0,20.64,28.25,-2.14,0.92,10.12,2.13,23.9,1.030191,68,-2.81,3.01,9.25,-10.31,22.82,1.022753,75
25-09-2025,NSE:VIPIND,EQ,6393.44,3.69,2.89,438.95,-0.13,-1.58,-1.99,4.15,4.06,32.82,-5.67,-14.07,0,0,HVY,HVY,HV2Y,-1,-1,-1,-1,-1,-11.75,-11.75,-26.49,5,63.92,63.92,4.28,5.25,25.23,-8.72,-10.46,1.030087,68,3.61,0.96,21.3,-52.38,-1.06,1.006598,60
25-09-2025,NSE:DEEPINDS,EQ,3456,1.97,3.44,534.55,-0.94,-2.18,-0.2,-2,16.81,6.43,-8.63,18.89,0,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-8.37,-8.37,-14.88,21.15,32.81,32.81,-1.87,18,-1.16,-11.68,22.5,1.029923,68,-2.54,19.5,-21.16,-11.18,32.21,1.030686,80
25-09-2025,NSE:NATIONALUM,EQ,38914.55,85.4,2.76,206.09,-1.32,-3.48,-1.48,7.61,8.81,9.98,-4.5,11.59,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-5.81,-5.81,-19.95,13.79,43.56,43.56,7.74,10,2.39,-7.55,15.2,1.028749,68,7.07,2.36,-7.39,-11.17,22.28,1.015856,70
25-09-2025,NSE:SKIPPER,EQ,6092.39,4.96,3.44,536.3,-1.17,-0.77,-0.35,-1.9,6.72,13.72,-5.01,22.38,0,0,HV2Y,0,HV2Y,-1,-1,-1,-1,-1,-6.25,-6.25,-16.46,17.86,32.16,42.17,-1.77,7.91,6.13,-8.06,25.99,1.028667,68,-2.44,9.52,-1.17,-16.8,32.97,1.028453,79
25-09-2025,NSE:MIDHANI,EQ,7638.79,5.18,3.09,394.9,-2.33,-4.47,3.67,1.24,-10.27,27.43,12.64,3.03,0,0,HV2Y,0,0,-1,-1,-1,-1,-1,-9.83,-14.99,-14.99,9.09,52.52,68.61,1.37,-9.08,19.84,9.59,6.64,1.028615,67,0.7,-10.59,25.51,-15.48,-4.12,1.012977,67
25-09-2025,NSE:SUPRAJIT,EQ,6542.58,1.63,3.11,493.25,-0.15,7.86,7.05,8.32,5.83,17.62,4.49,-6.03,HVQ,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-1.65,-1.65,-8.29,13.62,33.42,33.42,8.45,7.02,10.03,1.44,-2.42,1.028263,67,7.78,-1.66,3.84,-11.02,-4.14,1.002325,54
25-09-2025,NSE:LLOYDSME,EQ,69919.32,2.31,2.74,1302.8,-1.15,-2.88,-0.91,-2.92,-16.84,-0.72,12.88,38.37,0,0,0,0,0,-1,-1,-1,-1,-1,-19.66,-19.66,-19.66,0,14.16,46.53,-2.79,-15.65,-8.31,9.83,41.98,1.028054,67,-3.46,-12.46,5.12,18.41,36.14,1.041523,86
25-09-2025,NSE:YESBANK,EQ,66537.6,985.75,2.15,21.19,-0.89,0.19,1.98,7.74,4.53,18.97,6.42,-8.31,0,0,0,0,0,-1,5,-1,-1,-1,-0.14,-8.29,-8.29,15.16,26.71,32.53,7.87,5.72,11.38,3.37,-4.7,1.027777,67,7.2,-2.42,6.45,-10.58,-8.85,1.001179,50
25-09-2025,NSE:CHOLAHLDNG,EQ,37491.65,2.28,3.15,1912.2,-0.53,-3.12,5.61,3.88,-6.08,11.5,24.83,-1.4,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-13.71,-13.71,-13.71,8.3,19.9,33.61,4.01,-4.89,3.91,21.78,2.21,1.027746,67,3.34,-9.29,7.89,19.98,-28.01,1.008052,62
25-09-2025,NSE:SENORES,EQ,3281.55,2.28,3.65,703.1,-1.97,1.97,-2.25,-2.1,18.66,10.81,NA,NA,0,0,0,0,0,-1,-1,-1,19,-1,-6.04,-6.04,NA,23.56,44.78,NA,-1.97,19.85,3.22,0,0,1.027339,67,-2.64,21.39,-18.33,104.91,6.88,1.02289,75
25-09-2025,NSE:SBILIFE,EQ,185056.93,8.89,1.83,1817.1,-0.13,0.72,-0.91,-1.63,-1.41,14.9,22.92,-1.31,0,0,0,0,0,-1,-1,-1,-1,-1,-3.6,-3.6,-5.75,1.62,23.89,30.62,-1.5,-0.22,7.31,19.87,2.3,1.027247,67,-2.17,1.28,7.4,14.34,-24.56,1.007444,61
25-09-2025,NSE:ENRIN,EQ,122754.74,4.7,3.1,3510.2,-2.67,0.3,3.62,3.63,20.17,NA,NA,NA,0,0,0,0,0,-1,-1,-1,4,-1,-2.18,NA,NA,21.9,NA,NA,3.76,21.36,0,0,0,1.02693,67,3.09,18.22,91.32,4.91,6.88,1.031883,81
25-09-2025,NSE:ORIENTTECH,EQ,1500.98,4.77,4.77,364.25,-0.97,1.63,9.6,14.66,7.56,4.83,-20.47,16.64,HVQ,0,0,0,HV2Y,-1,5,-1,-1,-1,-5.85,-11.96,-47.69,14.63,14.63,37.09,14.79,8.75,-2.76,-23.52,20.25,1.026877,67,14.12,-7.26,-11.64,-21.67,37.68,1.025635,77
25-09-2025,NSE:JAGSNPHARM,EQ,1631.13,1.15,3.65,235.21,-2.76,-3.33,-4.18,-1.44,6.16,5.32,-11.83,31.18,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-19.76,-19.76,-22.85,6.78,17.1,45.26,-1.31,7.35,-2.27,-14.88,34.79,1.026708,67,-1.98,8.55,-9.58,-13.2,45.35,1.04232,86
