Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1D,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
25-09-2025,NSE:TATSILV,EQ,512.32,120.76,5.91,13.18,0.08,6.53,7.97,13.88,21.7,27.47,36.12,33.61,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,29.53,51.53,58.91,14.01,22.89,19.88,33.07,37.22,1.164739,94,13.34,10.13,-1.32,16.83,2.96,1.049898,89
25-09-2025,NSE:SILVER,EQ,1309.78,13.11,2.5,135.31,-0.22,5.76,7.66,13.75,21.6,27.45,36.15,33.62,0,0,0,0,0,-1,-1,1,-1,-1,0,0,0,29.95,51.74,59.37,13.88,22.79,19.86,33.1,37.23,1.164362,94,13.21,10.17,-1.22,16.9,2.92,1.049855,89
25-09-2025,NSE:SILVERBEES,EQ,12719.26,243.05,1.22,129.99,0.19,6.33,8.19,13.8,21.62,27.55,36.19,33.37,0,0,0,0,0,-1,-1,1,-1,-1,0,0,0,30.21,52.1,59.58,13.93,22.81,19.96,33.14,36.98,1.164335,94,13.26,10.14,-1.12,16.83,2.47,1.049615,89
25-09-2025,NSE:SILVER1,EQ,1778.18,7.93,2.3,131.63,0.08,6.73,7.92,13.79,21.64,27.51,36.17,33.41,0,0,0,0,0,-1,-1,1,-1,-1,0,0,0,30.6,52.33,59.69,13.92,22.83,19.92,33.12,37.02,1.164317,93,13.25,10.17,-1.2,16.86,2.56,1.049663,89
25-09-2025,NSE:SILVERADD,EQ,1193.04,10.19,1.95,130.64,0.22,6.54,7.75,13.66,21.51,27.46,36.18,33.72,0,0,0,0,0,-1,-1,3,-1,-1,0,0,0,30.26,52.96,59.71,13.79,22.7,19.87,33.13,37.33,1.164299,93,13.12,10.15,-1.1,16.94,3.02,1.049921,89
25-09-2025,NSE:SBISILVER,EQ,1469.3,15.37,2.46,133.02,0.09,6.46,8,13.68,21.35,27.42,36.15,33.85,0,0,0,0,0,-1,-1,3,-1,-1,0,0,0,29.79,52.36,60,13.81,22.54,19.83,33.1,37.46,1.164104,93,13.14,9.94,-0.97,16.95,3.28,1.049971,89
25-09-2025,NSE:AXISILVER,EQ,505.74,6.53,2.59,134.86,0.06,6.4,7.79,13.7,21.54,27.3,36.04,33.8,0,0,0,0,0,-1,-1,3,-1,-1,0,0,0,29.84,51.71,59.2,13.83,22.73,19.71,32.99,37.41,1.163985,93,13.16,10.15,-1.34,16.93,3.38,1.049976,90
25-09-2025,NSE:SILVERIETF,EQ,8641.75,64.84,1.93,134.85,-0.11,6.01,7.59,13.54,21.37,27.26,36.17,33.24,0,0,0,0,0,-1,-1,2,-1,-1,0,0,0,30.07,51.75,59.91,13.67,22.56,19.67,33.12,36.85,1.162662,93,13,10.12,-1.19,17.15,2.3,1.049328,89
25-09-2025,NSE:NESCO,EQ,10746.55,1.21,4.12,1437.7,-2.40,-3.49,-6.02,-0.13,24.1,35.18,33.61,35.08,0,0,HVQ,0,0,-1,-1,-1,6,-1,-10.47,-10.47,-10.47,26.37,55.67,62.4,0,25.29,27.59,30.56,38.69,1.16125,93,-0.67,25.26,5.91,2.5,9.09,1.055624,91
25-09-2025,NSE:JAYBARMARU,BE,1077.85,1.72,5.09,109.2,5.00,14.65,13.71,22.85,28.28,40.57,19.28,5.81,0,0,HVQ,0,HV2Y,-1,-1,-1,7,-1,-3.17,-3.17,-3.17,47.37,86.79,86.79,22.98,29.47,32.98,16.23,9.42,1.160955,93,22.31,8.1,8.45,-30.91,-9.81,1.032043,81
25-09-2025,NSE:ABDL,EQ,15431.61,4.24,3.08,535.3,0.68,-1.67,5.03,4.36,19.21,40.21,27.78,36.7,0,0,0,0,0,-1,-1,-1,27,-1,-7.23,-7.23,-7.23,23.46,71.37,74.66,4.49,20.4,32.62,24.73,40.31,1.160825,93,3.82,16.59,17.31,-15.88,19.23,1.056218,92
25-09-2025,NSE:MAFANG,EQ,4131.45,2.76,0.58,171.2,-0.34,1.05,3.34,10.2,20.4,28.67,22.97,45.57,0,0,0,0,0,-1,1,21,-1,-1,-1.05,-1.05,-1.05,22.78,62.44,81.68,10.33,21.59,21.08,19.92,49.18,1.159703,93,9.66,12.42,1.7,-3.08,36.22,1.066336,94
25-09-2025,NSE:KIOCL,EQ,26005.67,19.55,6.13,443.9,-0.19,1.75,-1.09,4.71,33.78,43.21,18.63,14.41,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,14,-1,-3.45,-3.45,-3.45,58.77,107.49,107.49,4.84,34.97,35.62,15.58,18.02,1.158611,93,4.17,31.57,5.56,-38.38,1.69,1.046742,88
25-09-2025,NSE:SJS,EQ,4662.6,1.8,3.75,1519.2,-0.80,3.94,8.3,11.38,15.54,42.7,21.45,34.86,0,HVQ,0,0,HV2Y,-1,-1,7,-1,-1,-4.61,-4.61,-4.61,26.83,75.46,78.66,11.51,16.73,35.11,18.4,38.47,1.157717,93,10.84,5.75,23.47,-32.16,23.95,1.056746,92
25-09-2025,NSE:AMBER,EQ,28073.68,3.61,2.65,8410,1.32,1.46,6.43,12.57,18.71,18.07,27.2,47.8,0,0,0,0,HV2Y,-1,3,-1,-1,-1,0,0,0,24.65,45.62,81.13,12.7,19.9,10.48,24.15,51.41,1.156852,93,12.03,8.08,-9.47,16.05,35.18,1.068619,95
25-09-2025,NSE:RBLBANK,EQ,16612.86,128.17,2.82,270.35,0.52,2.2,-0.76,5.01,12.81,37.75,43.48,22.5,0,0,0,0,0,-1,-1,-1,-1,4,-0.2,-0.2,-0.2,15.07,63.31,84.3,5.14,14,30.16,40.43,26.11,1.156568,92,4.47,9.27,19.92,14.13,-30.24,1.042689,86
25-09-2025,NSE:FORTIS,EQ,71989.03,12.59,1.97,960.4,-0.75,-0.23,-0.7,4.71,18.8,34.58,29.42,38.52,0,0,0,HV2Y,0,-1,-1,-1,2,-1,-3.38,-3.38,-3.38,23.55,49.14,62.85,4.84,19.99,26.99,26.37,42.13,1.154314,92,4.17,15.85,10.75,-2.98,19.77,1.054976,91
25-09-2025,NSE:STLTECH,EQ,6062.83,22.73,4.5,123.27,-0.19,-0.56,7.03,-4.68,18.68,47.87,28.88,23.79,0,0,HVY,HVY,HV2Y,-1,-1,-1,-1,-1,-10.15,-10.15,-10.15,20.14,122.88,122.88,-4.55,19.87,40.28,25.83,27.4,1.151915,92,-5.22,23.38,27.22,-31.53,-0.27,1.052243,91
25-09-2025,NSE:FEDFINA,EQ,5555.45,13.45,3.94,151.18,-1.96,2.27,6.63,6.87,22.64,39.99,29.37,21.82,HVQ,0,HVQ,0,HV2Y,-1,-1,-1,4,-1,-3.2,-3.2,-3.2,30.8,80.92,80.92,7,23.83,32.4,26.32,25.43,1.150905,92,6.33,17.99,13.75,-12.78,-3.81,1.040873,86
25-09-2025,NSE:IOLCP,EQ,3501.78,101.95,5.55,114.55,-0.19,-1.3,0.86,17.33,15.2,43.21,26.58,15.86,0,HVQ,HVQ,2,HV2Y,-1,-1,-1,-1,-1,-7.69,-7.69,-7.69,22.78,86.54,86.54,17.46,16.39,35.62,23.53,19.47,1.150512,92,16.79,-1.52,24.35,-24.38,-7.72,1.038129,84
25-09-2025,NSE:TATAINVEST,EQ,37243.04,3.81,3.54,8863.5,8.91,20.56,23.73,21.06,23.34,27.41,26.2,24.63,HVQ,0,0,0,0,-1,-1,-1,-1,-1,-5.55,-5.55,-5.55,27.99,44.2,60.37,21.19,24.53,19.82,23.15,28.24,1.149548,92,20.52,3.95,-3.37,3.24,4.75,1.04026,85
25-09-2025,NSE:ACUTAAS,EQ,12075.67,2.8,2.85,1449.2,-0.06,-1.76,-0.63,1.35,25.03,16.38,26.84,46.98,0,0,0,HV2Y,HV2Y,-1,-1,-1,4,-1,-6.17,-6.17,-6.17,28.77,32.33,91.19,1.48,26.22,8.79,23.79,50.59,1.148683,92,0.81,25.07,-20.22,17.42,34.41,1.074471,95
25-09-2025,NSE:GRSE,EQ,29823.61,20.46,4.46,2714.8,1.27,4.1,11.12,7.23,-10.62,37.32,42.09,37.35,HVQ,0,0,0,HV2Y,-1,-1,-1,-1,-1,-10.41,-22.21,-22.21,16.22,78.33,123.73,7.36,-9.43,29.73,39.04,40.96,1.147662,92,6.69,-18.18,34.66,12.51,-1.31,1.059327,93
25-09-2025,NSE:EICHERMOT,EQ,191459.75,6.06,2.02,7011.5,0.30,1.73,2.5,14.56,20.47,24.33,32.48,30.62,0,0,0,0,0,-1,2,0,-1,-1,-0.36,-0.36,-0.36,29.71,37.92,52.24,14.69,21.66,16.74,29.43,34.23,1.146328,92,14.02,7.98,-3.84,15.68,4.13,1.044888,87
25-09-2025,NSE:DATAMATICS,EQ,5360.95,3.23,4.84,900.4,4.83,-1.03,-2.84,-11.48,30.99,32.96,29.08,30.98,0,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-19.05,-19.05,-19.05,41.4,64.24,69.62,-11.35,32.18,25.37,26.03,34.59,1.14536,92,-12.02,39.16,-5.83,-0.88,9.56,1.065212,94
25-09-2025,NSE:GPIL,EQ,17483.69,66.39,3.94,266.24,-0.78,0.62,8.68,8.72,30.37,30.51,17.81,29.73,HV2Y,HVQ,HVQ,0,HV2Y,-1,-1,5,-1,-1,-3.86,-3.86,-3.86,43.68,47.05,71.39,8.85,31.56,22.92,14.76,33.34,1.145118,92,8.18,24.78,-8.48,-13.36,21.38,1.051477,90
25-09-2025,NSE:HLEGLAS,EQ,3445.39,3.15,5.22,518.35,-2.46,1.96,-7.87,-4.75,8.78,51.03,28.88,22.76,0,HV2Y,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-10.69,-10.69,-10.69,25.77,121.34,128.83,-4.62,9.97,43.44,25.83,26.37,1.144729,91,-5.29,13.97,37.63,-40.31,-1.72,1.05647,92
25-09-2025,NSE:HYUNDAI,EQ,226292.7,8.09,3.43,2755.7,1.26,3.8,9.22,10.28,22.85,38.4,35.91,NA,0,0,0,0,0,-1,-1,7,-1,-1,-2.58,-2.58,NA,33.51,72.87,NA,10.41,24.04,30.81,32.86,0,1.144472,91,9.74,15.07,11.47,0.87,106.88,1.054674,91
25-09-2025,NSE:RISHABH,BE,1582.47,2.1,5.85,411.5,-2.24,-2.19,-7.17,-2.38,30.66,44.48,18.58,13.33,0,HV2Y,HV2Y,0,0,-1,-1,-1,-1,-1,-14.63,-14.63,-14.63,46.41,88.76,100.05,-2.25,31.85,36.89,15.53,16.94,1.143531,91,-2.92,33.33,11.26,-41.75,0.43,1.047349,88
25-09-2025,NSE:TVSELECT,EQ,900.81,3.38,6.98,519.85,-0.16,18.51,21.73,20.08,17.77,34.8,22.15,24.07,HVQ,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,0,0,0,57.34,98.19,127.3,20.21,18.96,27.21,19.1,27.68,1.143378,91,19.54,-1.83,12.02,-14.49,9.35,1.039714,85
25-09-2025,NSE:KMEW,EQ,2705.65,1.47,5.98,2464.2,-3.81,1.21,28.91,22.51,30.77,36.58,11.22,NA,0,0,0,0,0,-1,-1,-1,-1,-1,-1.75,-1.75,NA,61.68,91.35,NA,22.64,31.96,28.99,8.17,0,1.142966,91,21.97,11.72,-0.28,-35.07,106.88,1.035525,83
25-09-2025,NSE:PAYTM,EQ,74915.22,30.08,2.72,1162.2,-1.46,-5.15,-6.49,-9.8,23.02,35.38,18.67,43.64,0,0,0,0,0,-1,-1,-1,14,-1,-11.4,-11.4,-11.4,25.75,46.92,75.18,-9.67,24.21,27.79,15.62,47.25,1.141848,91,-10.34,30.95,7.38,-20.95,37.58,1.07544,96
25-09-2025,NSE:MUTHOOTFIN,EQ,118268.6,5.43,2.2,3088.3,0.90,4.73,6.16,12.78,16.65,23.69,32.79,34.09,0,HV2Y,HV2Y,0,0,-1,-1,-1,-1,-1,-1.19,-1.19,-1.19,21.58,51.29,72.38,12.91,17.84,16.1,29.74,37.7,1.141523,91,12.24,5.5,-0.23,16.83,8.82,1.046811,88
25-09-2025,NSE:SUVEN,EQ,5136.37,1.56,4.72,221.81,-1.34,-2.46,1.74,-3.53,-6.93,43.62,39.26,33.7,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-25.94,-25.94,-25.94,5.49,93.24,110.89,-3.4,-5.74,36.03,36.21,37.31,1.139622,91,-4.07,-2.22,38.6,-2.82,-2.28,1.058957,93
25-09-2025,NSE:MARUTI,EQ,499271.29,5.53,1.75,16249,0.94,2.76,7.02,11.06,21.43,27.79,32.91,23.99,0,HVQ,HVQ,0,HV2Y,-1,2,2,-1,-1,0,0,0,32.25,43.6,51.53,11.19,22.62,20.2,29.86,27.6,1.139512,91,10.52,12.72,-0.58,12,-6.43,1.038902,85
25-09-2025,NSE:SUDARSCHEM,EQ,11592.19,1.42,3.58,1520.5,-0.22,6.41,7.12,4.83,19.68,34.21,25.7,33.12,0,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-5.45,-5.45,-5.45,19.52,51.6,73.37,4.96,20.87,26.62,22.65,36.73,1.139472,91,4.29,16.67,9.4,-8.02,16.87,1.048372,89
25-09-2025,NSE:CAMLINFINE,EQ,4280.65,3.46,4.66,224.27,-0.78,-3.01,4,-0.3,-44.5,22.82,45.5,54.37,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-33.07,-33.07,-33.07,8.94,64.3,132.4,-0.17,-43.31,15.23,42.45,57.98,1.139011,91,-0.84,-43.01,37.91,34.3,23.16,1.090047,97
25-09-2025,NSE:TI,EQ,8915.43,10.31,3.39,462.2,1.42,-1.75,-1.96,-4.45,23.23,44.28,10.8,32.86,0,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-13.27,-13.27,-13.27,35.19,99.65,108.92,-4.32,24.42,36.69,7.75,36.47,1.138942,91,-4.99,27.55,18.74,-55.18,31.62,1.065918,94
25-09-2025,NSE:MOSCHIP,EQ,5160.43,144.9,7.75,247.1,-2.20,-3.43,4.61,30.69,27.35,34.17,NA,NA,0,0,0,0,0,-1,-1,-1,-1,-1,-7.3,-7.3,NA,60.3,80.15,NA,30.82,28.54,26.58,0,0,1.137465,90,30.15,-3.76,0.71,104.91,6.88,1.05998,93
25-09-2025,NSE:GOLDSHARE,EQ,2407.13,8.77,3.04,96.15,-0.31,3.48,4.16,12.06,14.61,22.2,33.44,34.95,0,0,0,0,0,-1,-1,6,-1,-1,-0.52,-0.52,-0.52,18.6,29.66,53.52,12.19,15.8,14.61,30.39,38.56,1.137382,90,11.52,3.96,0.21,19.35,9.15,1.047214,88
25-09-2025,NSE:SBC,EQ,1015.71,83.69,2.46,21.52,-1.65,0.19,2.51,11.06,31.55,42.05,16.82,-10.78,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-1.71,-1.71,-8.26,49.08,77.75,89.43,11.19,32.74,34.46,13.77,-7.17,1.136693,90,10.52,24.1,6.66,-38.63,-26.3,1.024858,77
25-09-2025,NSE:BSLGOLDETF,EQ,1415.55,6.65,2.51,100.4,-0.99,3.58,3.93,11.69,14.34,21.93,33.24,34.85,0,0,0,0,0,-1,-1,-1,-1,16,-1.18,-1.18,-1.18,18.47,28.79,53.54,11.82,15.53,14.34,30.19,38.46,1.135387,90,11.15,4.06,0.18,19.39,9.3,1.046889,88
25-09-2025,NSE:GOLDETF,EQ,1125.21,11.39,1.09,111.2,-0.15,3.58,3.97,11.87,14.45,21.95,32.98,34.77,0,0,0,0,0,-1,-1,1,-1,-1,-0.36,-0.36,-0.36,18.39,28.87,52.26,12,15.64,14.36,29.93,38.38,1.135228,90,11.33,3.99,0.09,19.04,9.55,1.046757,88
25-09-2025,NSE:GOLDIETF,EQ,9877.45,59.38,2.58,97.81,-0.56,3.48,3.99,11.8,14.34,21.93,33.29,34.5,0,0,0,0,0,-1,-1,-1,-1,21,-0.78,-0.78,-0.78,18.54,29.07,53.3,11.93,15.53,14.34,30.24,38.11,1.135036,90,11.26,3.95,0.18,19.46,8.69,1.046508,88
25-09-2025,NSE:GOLDETFADD,EQ,1020.99,6.78,1.87,111.09,-0.35,3.6,4.04,11.77,14.39,21.96,33.06,34.68,0,0,0,0,0,-1,-1,3,-1,-1,-0.75,-0.75,-0.75,18.14,28.95,52.42,11.9,15.58,14.37,30.01,38.29,1.135018,90,11.23,4.03,0.16,19.13,9.3,1.046655,88
25-09-2025,NSE:TATAGOLD,EQ,1268.15,330.26,5.36,11.11,-0.63,3.51,3.87,11.88,14.4,21.87,32.94,34.74,0,0,0,0,0,-1,-1,-1,-1,-1,-0.98,-0.98,-0.98,18.02,28.87,52.06,12.01,15.59,14.28,29.89,38.35,1.134943,90,11.34,3.92,0.05,19.08,9.56,1.046706,88
25-09-2025,NSE:AXISGOLD,EQ,2401.81,15.32,2.48,95.34,-0.69,3.74,3.87,11.77,14.54,21.84,33.12,34.49,0,0,0,0,0,-1,-1,-1,-1,17,-1.09,-1.09,-1.09,18.36,28.61,52.9,11.9,15.73,14.25,30.07,38.1,1.134848,90,11.23,4.2,-0.14,19.35,8.92,1.046512,88
25-09-2025,NSE:GOLD1,EQ,7931.21,29.24,2.15,95.38,-0.42,3.72,4.12,11.84,14.31,21.94,33.09,34.5,0,0,0,0,0,-1,-1,2,-1,-1,-0.79,-0.79,-0.79,18.24,28.96,52.45,11.97,15.5,14.35,30.04,38.11,1.134687,90,11.3,3.87,0.23,19.19,9,1.046433,87
25-09-2025,NSE:SETFGOLD,EQ,11354.74,73.44,3.36,97.64,-0.33,3.68,4,11.85,14.44,21.93,33.06,34.39,0,0,0,0,0,-1,-1,-1,-1,23,-0.71,-0.71,-0.71,18.23,28.77,52.56,11.98,15.63,14.34,30.01,38,1.134653,90,11.31,4,0.07,19.17,8.87,1.046343,87
25-09-2025,NSE:HDFCGOLD,EQ,12055.7,75.51,2.73,97.69,-0.51,3.59,3.84,11.79,14.36,21.92,33.08,34.37,0,0,0,0,0,-1,-1,2,-1,-1,-0.85,-0.85,-0.85,18.2,28.87,52.77,11.92,15.55,14.33,30.03,37.98,1.134429,90,11.25,3.97,0.14,19.21,8.81,1.046294,87
25-09-2025,NSE:GOLDCASE,EQ,555.41,60.96,3.4,17.97,-0.50,3.67,3.95,11.74,14.41,21.87,32.94,34.5,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,17.94,28.45,51.78,11.87,15.6,14.28,29.89,38.11,1.134318,89,11.2,4.09,0.03,19.08,9.2,1.046406,87
25-09-2025,NSE:GOLDBEES,EQ,26756.7,255.05,2.09,94.64,-0.52,3.58,3.95,11.77,14.3,21.86,33.09,34.29,0,0,0,0,0,-1,-1,5,-1,-1,-0.74,-0.74,-0.74,18.32,28.95,52.82,11.9,15.49,14.27,30.04,37.9,1.134077,89,11.23,3.92,0.15,19.28,8.66,1.046173,87
25-09-2025,NSE:ADANIPOWER,EQ,276195.4,862.14,5.27,144.5,-10.99,12.73,12.19,16.17,22.91,27.74,31.09,10.09,HV2Y,0,0,0,0,7.07,-1,-1,-1,-1,-12.48,-12.48,-12.48,31.39,49.64,70.23,16.3,24.1,20.15,28.04,13.7,1.132399,89,15.63,9.09,-2.41,9.55,-23.59,1.02889,79
25-09-2025,NSE:DIACABS,EQ,8552.74,38.36,4.37,160.55,-1.21,4.59,7.92,8.81,27.36,41.3,4.58,19.02,0,0,HV2Y,0,2,-1,-1,-1,-1,-1,-12.81,-12.81,-15.83,19.96,76.4,86.26,8.94,28.55,33.71,1.53,22.63,1.132194,89,8.27,21.41,10.5,-57.64,22.01,1.045765,87
25-09-2025,NSE:HUBTOWN,EQ,4420.58,7.14,3.18,321.85,-0.62,-1.54,-4.49,-12.99,31.37,43.26,14.56,17.28,0,0,HVQ,HV2Y,2,-1,-1,-1,-1,-1,-11.18,-11.18,-11.18,25.09,94.13,94.13,-12.86,32.56,35.67,11.51,20.89,1.129753,89,-13.53,40.32,8.64,-45.68,10.06,1.059141,93
25-09-2025,NSE:AVANTEL,EQ,4875.44,51.35,5.51,186.62,-3.59,5.13,9.09,19.17,15.07,38.36,18.4,13.3,0,HVQ,HV2Y,HV2Y,HV2Y,-1,4,-1,-1,-1,-7.03,-7.03,-7.03,43.59,78,86.68,19.3,16.26,30.77,15.35,16.91,1.127231,89,18.63,-4,18.74,-27.47,0.62,1.032124,81
25-09-2025,NSE:ATHERENERG,EQ,21984.21,47.35,6.42,581.85,1.62,2.04,6.93,28.21,41.41,NA,NA,NA,0,0,0,0,0,-1,3,1,-1,-1,-5.81,NA,NA,70.35,NA,NA,28.34,42.6,0,0,0,1.12719,89,27.67,19.45,91.32,4.91,6.88,1.078613,96
25-09-2025,NSE:ELIN,EQ,1114.35,2.64,5.48,224.83,0.10,2.33,2.26,17.25,22.06,46.44,5.11,-8.8,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-6.71,-6.71,-16.55,27.36,81.01,94.21,17.38,23.25,38.85,2.06,-5.19,1.125672,89,16.71,6.88,22.59,-72.23,-7.78,1.02716,78
25-09-2025,NSE:CEMPRO,EQ,13227.64,6.14,4.16,798.55,-2.88,-3.44,0.34,4.27,-8.51,30.57,36.1,40.95,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-12.45,-12.45,-12.45,18.84,70.05,70.05,4.4,-7.32,22.98,33.05,44.56,1.125476,89,3.73,-12.29,27.33,12.88,14.46,1.055135,91
25-09-2025,NSE:KAYNES,EQ,47996.81,5.85,3.05,7454,2.93,2.64,4.78,16.4,21.52,34.96,2.02,27.18,0,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,0,0,-1.24,36,69.01,89.87,16.53,22.71,27.37,-1.03,30.79,1.125344,89,15.86,7.18,8.44,-45.73,32.56,1.048539,89
25-09-2025,NSE:MASPTOP50,EQ,1133.15,1.93,0.87,68.66,0.44,1.3,4.01,8.04,20.62,24.5,18.39,36.8,0,0,0,0,0,-1,0,-1,5,-1,-0.32,-0.32,-0.32,25.33,52.73,57.95,8.17,21.81,16.91,15.34,40.41,1.124935,89,7.5,14.74,-3.8,-3.17,29.44,1.051836,90
25-09-2025,NSE:THYROCARE,EQ,6401.73,1.17,3.57,1206.3,0.51,-0.17,-7.22,-4.89,17.77,38.92,21.22,31.11,0,0,0,2,HV2Y,-1,-1,-1,-1,11,-14.32,-14.32,-14.32,23.1,76.49,80.89,-4.76,18.96,31.33,18.17,34.72,1.124122,89,-5.43,22.66,17.05,-24.08,19.43,1.051319,90
25-09-2025,NSE:NILASPACES,EQ,637.71,16.64,6.54,17.03,5.97,6.28,1.64,18.5,28.95,23.55,-11.57,32.47,0,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,0,0,-1.52,59.4,74.07,77.7,18.63,30.14,15.96,-14.62,36.08,1.122994,88,17.96,13.88,-16.28,-41.02,46.35,1.063258,94
25-09-2025,NSE:BHARATSE,EQ,969.32,3.6,5.93,177.3,5.00,14.83,4.79,24.14,42.63,NA,NA,NA,0,0,0,0,0,-1,-1,-1,3,-1,0,NA,NA,74.3,NA,NA,24.27,43.82,0,0,0,1.122435,88,23.6,25.44,91.32,4.91,6.88,1.081408,96
25-09-2025,NSE:ABCAPITAL,EQ,75643.09,46.12,2.5,291.95,0.17,2.74,1.47,2.31,6.72,36.45,36.22,21.38,0,0,HVY,0,HV2Y,-1,-1,-1,-1,7,-1.87,-1.87,-1.87,15.15,59.75,88.09,2.44,7.91,28.86,33.17,24.99,1.122004,88,1.77,5.57,23.2,4.54,-16.39,1.036605,84
25-09-2025,NSE:INOXGREEN,EQ,7128.2,14.39,4.19,196.28,-3.13,10.24,14.42,24.44,21.25,34.35,14.38,-6.73,0,0,0,HV2Y,HV2Y,-1,1,-1,-1,-1,0,0,-5.65,41.18,96,96,24.57,22.44,26.76,11.33,-3.12,1.119695,88,23.9,-3.16,7.95,-25.5,-17.78,1.01884,72
25-09-2025,NSE:ZYDUSWELL,EQ,16636.62,10.36,4.57,485.7,2.51,-6.16,-2.4,18.31,16.23,31.33,21.3,14.77,0,0,0,0,0,-1,-1,-1,-1,-1,-9.55,-9.55,-9.55,22.86,46.53,54.42,18.44,17.42,23.74,18.25,18.38,1.118629,88,17.77,-1.49,9.35,-9.71,-1.41,1.028527,79
25-09-2025,NSE:USHAMART,EQ,12899.72,11.27,3.6,445.95,0.72,9.82,13.86,12.97,24.59,23.78,16.62,24.2,0,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,0,0,0,32.16,55.13,55.13,13.1,25.78,16.19,13.57,27.81,1.117865,88,12.43,14.41,-9.75,-4.49,15.97,1.038219,84
25-09-2025,NSE:SANGHVIMOV,EQ,3272.57,10.26,4.85,390.9,-0.77,1.16,16.55,13.21,26.45,32.52,20.99,-3.09,HV2Y,0,HVQ,0,0,-1,-1,-1,5,-1,-3.66,-3.66,-18.74,48.38,63.37,80.48,13.34,27.64,24.93,17.94,0.52,1.116963,88,12.67,16.31,-0.43,-12.18,-23.6,1.02037,74
25-09-2025,NSE:JTEKTINDIA,EQ,4772.51,22.31,6.14,174.76,-5.46,0.63,3.02,23.46,21.05,31.95,9.22,6.83,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-7.63,-7.63,-7.63,43.74,43.74,55.73,23.59,22.24,24.36,6.17,10.44,1.116932,88,22.92,-2.08,5.12,-28.48,4.25,1.025948,78
25-09-2025,NSE:ASTRAMICRO,EQ,10793.35,5.32,4.02,1125.1,1.63,1.34,8.3,7.7,5.82,37.19,29.14,21.86,HVQ,0,0,0,HV2Y,-1,-1,-1,-1,-1,-4.17,-7.25,-7.25,15.69,65.44,80.65,7.83,7.01,29.6,26.09,25.47,1.116729,88,7.16,-0.98,24.63,-7.91,-3.39,1.035981,84
25-09-2025,NSE:RELTD,EQ,3285.4,2.99,5.56,169.03,-2.72,-7.22,11.26,17.59,19.78,21.17,21.91,21.51,0,0,HVQ,HV2Y,0,-1,-1,-1,-1,-1,-6.55,-6.55,-6.55,33.94,75.57,75.57,17.72,20.97,13.58,18.86,25.12,1.115903,88,17.05,3.72,-6.95,5.85,6.36,1.03335,82
25-09-2025,NSE:SHALBY,EQ,2630.04,18.12,4.92,258.57,-3.10,11.88,9.46,24.53,29.1,21.6,12.72,-6.08,0,HV2Y,HV2Y,0,HV2Y,-1,-1,-1,-1,-1,-5.94,-5.94,-10.84,37.76,39.39,39.39,24.66,30.29,14.01,9.67,-2.47,1.114343,88,23.99,7.12,-19.26,-6.42,-14.67,1.019378,73
25-09-2025,NSE:KAMATHOTEL,EQ,918.16,1.51,3.8,320.35,-0.25,3.54,3.18,6.22,28.01,-5.14,24.63,36.58,0,0,0,HV2Y,HV2Y,-1,-1,-1,1,-1,-2.48,-2.48,-8.46,35.95,40.97,68.97,6.35,29.2,-12.73,21.58,40.19,1.114327,88,5.68,24.3,-54.72,33.22,22.73,1.068539,95
25-09-2025,NSE:SINDHUTRAD,EQ,4601.12,62.48,6.53,28.47,-2.70,-9.24,13.56,13.21,10.54,35.58,22.44,18.51,HVY,0,HVY,0,0,4.89,-1,-1,-1,-1,-22.1,-22.1,-22.1,18.67,74.11,108.85,13.34,11.73,27.99,19.39,22.12,1.114267,87,12.67,-2.02,19.31,-15.48,1.81,1.032138,81
