Symbol,Series,Date,Mkt Cap (₹ Crores),ExchangeTried,Avg_Vol,Price_1D,Price_1M,Price_3M,Price_6M,Price_9M,Price_12M,RS,RS_score
ROHLTD,EQ,31-08-2025,1456.55,NSE,8.73,536.9,431.95,361.05,381.75,307.05,364,1.2294180862453472,97
GVT&D,EQ,31-08-2025,70796.87,NSE,6.11,2779.2,2473.4,2241.4,1416.2,1823.5,1680.05,1.2260612622167792,96
HUBTOWN,EQ,31-08-2025,4779.92,NSE,13.31,353.05,334.45,177.33,235.9,273.2,271.53,1.2238331836218426,96
VIMTALABS,EQ,31-08-2025,2957.39,NSE,29.14,666.25,710.3,489.3,473.375,448.275,278.600005,1.2214773777580323,96
LAURUSLABS,EQ,31-08-2025,46155.03,NSE,17.43,856.9,909.85,609.6,521.45,546.25,447.89999,1.2194377754690993,96
COFFEEDAY,EQ,31-08-2025,1056.47,NSE,42.9,50.03,36.87,32.01,25.95,38.099998,55.200001,1.218018342584866,96
RISHABH,EQ,31-08-2025,1584.39,NSE,6.74,415.75,277.65,296.65,228.9,340.45,374.04999,1.2129580453425475,96
SYRMA,EQ,31-08-2025,14454.06,NSE,9.71,753.25,746.25,538.8,425.7,545.9,430.5,1.2091680404014915,96
JMFINANCIL,EQ,31-08-2025,17010.13,NSE,135.2,177.48,163.38,127.74,102.82,133,102.55,1.208513475042443,96
MBAPL,EQ,31-08-2025,3693.48,NSE,2.06,420.35,426.25,339.45,309.45,222.93,223.2,1.2046015586784438,96
HBLENGINE,EQ,31-08-2025,22411.21,NSE,59.96,807.1,579.5,600.3,478.3,578.95,676.5,1.2027135551630797,95
HLEGLAS,EQ,31-08-2025,3455.2,NSE,10.69,525.95,423,425.5,265.4,381.05,420.89999,1.199267475275423,95
GANESHIN,SM,31-08-2025,1012.5,NSE,3.08,236.7,205.4,180.55,142.35,157.7,157.7,1.1987641778221623,95
SARDAEN,EQ,31-08-2025,21037.16,NSE,39.83,598.35,446.05,437.1,489.65,431.5,349.20001,1.1970037397567657,95
SHREERAMA,EQ,31-08-2025,720.73,NSE,9.22,53.9,40.96,42.34,36.09,47.38,29.16,1.1939071466821378,95
TI,EQ,31-08-2025,9165.45,NSE,19.26,473.8,510.05,371.45,244.6,383.95,255.8,1.193378623532719,95
NAVA,EQ,31-08-2025,19429.45,NSE,18.28,687.6,603.65,492.4,406,513.75,481.42499,1.190787964414901,95
CHOICEIN,EQ,31-08-2025,16345.5,NSE,5.84,796,739.8,701.55,489.05,527.15,432.14999,1.1904475329640516,95
PROSTARM,EQ,31-08-2025,1109.79,NSE,13.57,188.77,239.61,120,120,120,120,1.1898151029727317,95
ATHERENERG,EQ,31-08-2025,16719.71,NSE,24.04,450.15,344.75,313,328,328,328,1.1875189534809458,95
ACUTAAS,EQ,31-08-2025,11502.58,NSE,4.25,1406,1167.1,1176.3,1120.125,1073.75,655.05,1.1868102504357165,94
GALLANTT,EQ,31-08-2025,13958.1,NSE,3.05,574.95,681,466.15,334.75,318.85,367.5,1.1865387845401112,94
JAYNECOIND,EQ,31-08-2025,5602.66,NSE,742.4,57.77,49.42,40.55,34.19,41.06,49.310001,1.1844509094221942,94
GRMOVER,EQ,31-08-2025,2206.8,NSE,10.44,366.15,370.5,301.05,217.48,201.02,273.10001,1.1842340790644252,94
STARCEMENT,EQ,31-08-2025,11744.33,NSE,17.58,285.15,234.9,217.37,206.87,172.61,222.13,1.1785723917538729,94
ABDL,EQ,31-08-2025,14181.3,NSE,4.57,505.4,487.7,399.7,332,318.85,327.10001,1.1767841210364205,94
SIRCA,EQ,31-08-2025,2526.41,NSE,6.64,462.75,418.2,349.05,279.3,328.9,337.04999,1.1765004254840485,94
ORICONENT,EQ,31-08-2025,832.67,NSE,6.21,53.06,47.87,41.56,40.26,29.78,39.25,1.1721600808471664,94
YATHARTH,EQ,31-08-2025,6696.63,NSE,8.82,695.05,627.3,505.75,384.9,604.6,513.04999,1.1718996505099892,94
LLOYDSENT,EQ,31-08-2025,9063.9,NSE,78.06,70.89,75.07894908,56.99490606,45.45695748,40.45596075,49.8271155,1.1713932292394464,93
FORTIS,EQ,31-08-2025,69078.67,NSE,24.55,911.5,850.6,706.3,619.35,664.6,543.29999,1.171283192881981,93
ABCAPITAL,EQ,31-08-2025,72644.43,NSE,63.04,277.85,252.35,222.51,157.28,191.24,221.82001,1.1707769762361708,93
HCG,EQ,31-08-2025,9424.48,NSE,2.38,673.75,586.95,542.4,499.75,475.5,398.75,1.168832533679357,93
BELRISE,EQ,31-08-2025,12415.59,NSE,150.29,139.58,131.79,93.77,100,100,100,1.1688114759910746,93
DIFFNKG,EQ,31-08-2025,1359.32,NSE,2.5,361.75,323.75,278.57,260.95,305.6,193.5,1.168491571745092,93
ARIHANTCAP,EQ,31-08-2025,1140.04,NSE,7.02,109.92,100.05,69.87,72.49,101.37,78.919998,1.1674071506282644,93
ASHAPURMIN,EQ,31-08-2025,4929.62,NSE,5.97,516.05,544.7,421.3,393.45,283.31,326.85001,1.1655006754301849,93
LTF,EQ,31-08-2025,54227.22,NSE,63.42,217.16,206.02,171.29,135.74,140.6,169.02,1.163123709629586,93
KRBL,EQ,31-08-2025,9861.72,NSE,30.73,431.1,397.4,352.85,274.65,302.85,298.14999,1.1600571358076157,92
STLTECH,EQ,31-08-2025,5587.07,NSE,27.1,114.69,128.49,71.94,68.80002303,87.00787057,102.58494722,1.1572991739568204,92
DELHIVERY,EQ,31-08-2025,35047.26,NSE,39.92,468.05,421.95,358,273.35,336.65,430.89999,1.1564157999089637,92
RBLBANK,EQ,31-08-2025,16026.12,NSE,134.97,261.05,255.75,213.07,162.58,158.11,228.23,1.1528747730751567,92
CREDITACC,EQ,31-08-2025,22291.09,NSE,2.73,1399.9,1238,1144.5,866.35,973.15,1211.6,1.149538557322313,92
VMM,EQ,31-08-2025,69600.65,NSE,397.53,149.41,136.64,124.66,102.65,104,104,1.1486931859840879,92
POWERINDIA,EQ,31-08-2025,84687.49,NSE,2.31,19110,19790,19298,11567.1,12337.2,12031.25,1.1450856647221201,92
HYUNDAI,EQ,31-08-2025,199568.22,NSE,10.02,2460.4,2100.7,1847.2,1797.9,1880,1934,1.1439441859099748,92
SHARDACROP,EQ,31-08-2025,8525.84,NSE,2.5,949.1,1155.35,737.9,531.35,837.35,587.45001,1.141477927336183,92
NUVOCO,EQ,31-08-2025,16320.25,NSE,4.55,456.05,414.95,357.85,322.5,339.4,338.29999,1.1404674330836129,91
FEDFINA,EQ,31-08-2025,5077.39,NSE,10.43,135.66,132.22,98.18,93.72,94.73,122.69,1.1372296823000025,91
KIOCL,EQ,31-08-2025,24765.86,NSE,59.74,407.4,335.2,304.55,255.6,348.7,414.14999,1.1359778003235566,91
ARIES,EQ,31-08-2025,523.42,NSE,4.48,403.5,383.65,298.4,257.25,364.8,304.75,1.13518946076097,91
ECLERX,EQ,31-08-2025,20036.5,NSE,2.03,4221.3,3722,3542.1,3118.95,3378.5,2756.8,1.1346979895518294,91
MFSL,EQ,31-08-2025,55597.99,NSE,5.27,1602.2,1504.9,1502.7,1052.2,1177.9,1072.95,1.1319717311440878,91
UNOMINDA,EQ,31-08-2025,73468.6,NSE,12.32,1279,1072.4,1006.65,853.1,1077.45,1098.2,1.1316602612850148,91
DENTA,EQ,31-08-2025,1069.07,NSE,14.93,398.45,320.95,279.7,356.85,325,325,1.13154047256733,91
WAAREEENER,EQ,31-08-2025,97446.46,NSE,33.63,3402,3172.6,2978.9,2260.7,2525.85,2500,1.1297364543910036,91
CAMLINFINE,BE,31-08-2025,3797.88,NSE,4.03,203.65,242.65,232.4,154.88,119.0867918,102.6745022,1.1292491979942165,90
HNGSNGBEES,EQ,31-08-2025,1096.31,NSE,2.46,464.51,438.48,387.12,415.13,323.35,288.04001,1.1283227722453983,90
SPIC,EQ,31-08-2025,2219.68,NSE,37.7,107.94,100.3,85.45,80.15,74.03,90.849998,1.128304810835804,90
EIDPARRY,EQ,31-08-2025,20002.06,NSE,3.07,1125.8,1208.8,950.15,696.35,858.55,812.09998,1.1260505948150101,90
TVSMOTOR,EQ,31-08-2025,156066.12,NSE,12.46,3276.6,2801.8,2780.8,2324.95,2424.6,2775.2,1.124935913909007,90
CPPLUS,EQ,31-08-2025,14710.17,NSE,23.6,1264,1015,1015,1015,1015,1015,1.124012068470887,90
MAFANG,EQ,31-08-2025,3909.87,NSE,2.45,158.1,154.5,136.24,143.31,108.8,94.489998,1.1234886386839582,90
DALBHARAT,EQ,31-08-2025,44938.74,NSE,3.59,2401.5,2198.6,2016.4,1741.75,1826.2,1814.9,1.1217074454848912,90
BANCOINDIA,EQ,31-08-2025,8224.64,NSE,3.03,576.55,605.3,570.55,325.25,563.475,333.92499,1.120855515413153,90
ASTERDM,EQ,31-08-2025,31139.07,NSE,8.33,601.05,591.5,559.3,414.95,439.85,405.04999,1.1202987865063117,90
GPIL,EQ,31-08-2025,15546.89,NSE,37.52,232.38,194.14,190.48,173.08,187.34,193.01,1.1197785697039124,89
KAMATHOTEL,EQ,31-08-2025,869.66,NSE,3.99,290.37,237.24,239.44,288.48,210.96,210.14,1.1180713849723458,89
SPMLINFRA,EQ,31-08-2025,1887.58,NSE,8.51,260.7,290.01,185.2,174.94,189.68,252.87,1.1176483568347286,89
TRANSRAILL,EQ,31-08-2025,9981.94,NSE,44.9,742.2,687.4,608.55,523,590,590,1.1173541303872476,89
RADICO,EQ,31-08-2025,38181.69,NSE,4.22,2852.5,2687.1,2532.8,2098.95,2358.25,1832.65,1.1163037212392484,89
MANAPPURAM,EQ,31-08-2025,22155.43,NSE,44.42,261.45,258.85,238.66,201.32,155.52,215.75999,1.1161503742187364,89
PROZONER,EQ,31-08-2025,606.6,NSE,4.25,39.82,41.1,35.02,33.75,23.23,30.709999,1.1150560518969153,89
POCL,EQ,31-08-2025,3010.74,NSE,3.62,1050,1169.25,748.65,688.2,844.7,955.175,1.1136189673228734,89
MARUTI,EQ,31-08-2025,465001.41,NSE,5.21,14791,12469,12319,12323.45,10943.95,12243.8,1.113581925365315,89
ENDURANCE,EQ,31-08-2025,40171.9,NSE,2.04,2868.8,2560.6,2431.8,1877.25,2404.5,2535,1.1118339457035014,88
ITCHOTELS,EQ,31-08-2025,49425.08,NSE,27.02,238.42,233.67,216.47,162.71,180,180,1.1100056514684593,88
OSWALPUMPS,EQ,31-08-2025,9080.01,NSE,8.73,792.55,717.75,634,634,634,634,1.1081392720888352,88
ASTRAMICRO,EQ,31-08-2025,9751.8,NSE,3.69,1024.05,960.2,1095.4,606.8,760,865.45001,1.1058119984538128,88
GRSE,EQ,31-08-2025,27068.64,NSE,7.32,2351.7,2492.8,3003.2,1319.2,1539.8,1789.25,1.1053338507605734,88
MASPTOP50,EQ,31-08-2025,1093.7,NSE,3.49,64.85,60.38,54.09,60.29,50.28,43.110001,1.1052446230267559,88
SILVER,EQ,31-08-2025,1082.54,NSE,7.17,118.29,114.08,98.17,97.79,89.25,87.160004,1.1051615164493613,88
LEMONTREE,EQ,31-08-2025,13110.09,NSE,55.07,165.83,150.39,139.33,131.57,128.01,132.95,1.1051213120656682,88
SILVERADD,EQ,31-08-2025,983.65,NSE,3.15,114.21,110,95.07,94.67,86.29,84.309998,1.1042478376288984,88
INDIASHLTR,EQ,31-08-2025,10170.54,NSE,3.03,942.15,910.9,873.35,694.3,655.45,749.59998,1.1042378649178635,87
DEEPINDS,EQ,31-08-2025,3429.76,NSE,4.94,536.9,443.7,430.5,486,507.35,378.20001,1.1042108108047637,87
HDFCSILVER,EQ,31-08-2025,1347.99,NSE,15.19,113.92,109.7,94.61,94.55,86.18,84.260002,1.1041402806154244,87
CRIZAC,EQ,31-08-2025,6129.64,NSE,21.41,349.75,321.54,281.05,281.05,281.05,281.05,1.103959788798385,87
SILVERBEES,EQ,31-08-2025,10677.63,NSE,131.42,113.58,109.52,94.35,94.06,86.01,84.129997,1.1038988301221624,87
SBISILVER,EQ,31-08-2025,1343.03,NSE,5.47,116.32,112.19,96.81,96.05,88.25,86.190002,1.1036354496103467,87
SILVERIETF,EQ,31-08-2025,7248.73,NSE,30.73,118.19,113.87,98.34,97.84,89.43,87.779999,1.1036222893065657,87
BCG,EQ,31-08-2025,3297.28,NSE,204.98,16.22,13.01,9.92,18.15,16.799999,15.35,1.1034795925567373,87
SILVER1,EQ,31-08-2025,1564.44,NSE,4.44,114.88,110.83,95.6,95.38,86.94,85.150002,1.1032991458185863,87
GLENMARK,EQ,31-08-2025,54174.09,NSE,7.68,1923.9,2158,1457.1,1300.8,1521.45,1694.6,1.1030193211808839,86
AVL,EQ,31-08-2025,6471.75,NSE,4.44,503.15,388.65,408.25,411.35,476.6,440,1.1023748298838898,86
ETERNAL,EQ,31-08-2025,304565.07,NSE,706.42,313.95,306.55,238.31,230.36,280.11,259.39001,1.1021154611930326,86
MUTHOOTFIN,EQ,31-08-2025,105947.53,NSE,8.53,2637.8,2617.1,2215.4,2212.1,1951.8,1936.25,1.1009126501783812,86
NYKAA,EQ,31-08-2025,66024.91,NSE,78.23,230.15,210.43,203.26,164.22,168.06,219.52,1.1006624225185822,86
VINCOFE,EQ,31-08-2025,1899.22,NSE,16.06,146.23,153.59,118.46,94.69,116.06,136,1.1006508253406757,86
KRN,EQ,31-08-2025,5388.98,NSE,7.74,862.35,812.75,765.65,845.95,742.7,480,1.1002739557943166,86
ASIANENE,EQ,31-08-2025,1663.59,NSE,4.34,369.15,330.05,305.2,229.8,317.1,423,1.1001979662465375,86
DMART,EQ,31-08-2025,309228.35,NSE,6.27,4755.6,3999,4002.1,3596.7,3659.15,4959.3999,1.0998376354870256,86
BSE,EQ,31-08-2025,85369.28,NSE,50.12,2096.2,2487.1,2674,1919.26666667,1477.03333333,909.21663333,1.0973220922129143,86
HDFCAMC,EQ,31-08-2025,117131.41,NSE,4.64,5463,5627.5,4783,3793.1,4238.45,4405.5498,1.0972407414805987,85
BHARTIHEXA,EQ,31-08-2025,87800,NSE,2.81,1774,1792.5,1830.7,1318.05,1308.65,1167.5,1.0965020454898697,85
MCX,EQ,31-08-2025,37636.8,NSE,5.04,7390,7839.5,6602,5588.65,6033.6,4881.3501,1.095488492566461,85
MGEL,EQ,31-08-2025,531.57,NSE,8.67,16.35,17.62,13.11,14.19,11.575,12.5550005,1.0952858164058008,85
BSLGOLDETF,EQ,31-08-2025,1266.15,NSE,2.47,90.63,86.89,84.16,76.16,67.15,64.220001,1.094369769377276,85
AXISGOLD,EQ,31-08-2025,2117.63,NSE,5.6,86,82.49,80.02,72.46,63.63,61.099998,1.0936525724720718,85
EICHERMOT,EQ,31-08-2025,167391.86,NSE,6.1,6103,5470.5,5333.5,4962.45,4931.75,4875.2002,1.0935821165572333,85
CHALET,EQ,31-08-2025,22270.07,NSE,9.93,1010.3,900.05,917.7,718.2,892.05,824.34998,1.093343880125938,85
GOLDIETF,EQ,31-08-2025,8771.51,NSE,25.13,88.17,84.56,82.26,74.34,65.41,62.720001,1.092789071338354,85
SBC,EQ,31-08-2025,908.09,NSE,82.22,19.11,17.37,14.89,12.5999874,18.5333148,20.33997966,1.0926581072743797,84
GOLD1,EQ,31-08-2025,7107.52,NSE,13.6,85.98,82.41,80.25,72.63,63.74,61.189999,1.0926528605487031,84
GOLDSHARE,EQ,31-08-2025,2170.19,NSE,3.71,86.35,82.95,80.65,73,64,61.200001,1.0926517174914128,84
GOLDBEES,EQ,31-08-2025,23822.3,NSE,128.65,85.34,81.91,79.49,72.08,63.39,60.830002,1.092362282717746,84
SETFGOLD,EQ,31-08-2025,9649.99,NSE,28.44,87.93,84.39,82.02,74.34,65.33,62.73,1.0919581661017663,84
HDFCGOLD,EQ,31-08-2025,10463.38,NSE,27.38,88.03,84.49,82.17,74.6,65.42,62.66,1.091824749079279,84
GOLDETF,EQ,31-08-2025,920.04,NSE,5.89,100.03,96.25,93.39,84.66,74.48,71.07,1.0915729709748552,84
GOLDETFADD,EQ,31-08-2025,902.09,NSE,3.59,99.8,96.09,93.07,84.47,74.32,71.019997,1.091449307469339,84
TATAGOLD,EQ,31-08-2025,941.26,NSE,130.72,10,9.61,9.34,8.46,7.45,7.12,1.0914332401939884,84
AMBER,EQ,31-08-2025,24648.98,NSE,3.84,7267.5,7810.5,6491.5,6001.2,6445.5,4242.1001,1.090675230240175,83
GOKULAGRO,EQ,31-08-2025,4802.54,NSE,2.55,326.35,309.35,246.07,280.5,327.5,244.19,1.088188983540563,83
KIMS,EQ,31-08-2025,29050.09,NSE,4.9,723.9,749.85,684.25,535.45,599.1,496.01,1.0877069475407866,83
SIGNPOST,EQ,31-08-2025,1480.57,NSE,2.53,274.76,229.97,196.74,259.25,283.01,244.08,1.087335264776544,83
STEELCAS,EQ,31-08-2025,2125.2,NSE,2.26,209.7,247.86,206.18,162.78,154.89,129.259998,1.0870544733906522,83
BAJAJCON,EQ,31-08-2025,3215.26,NSE,5.34,234.42,227.04,174.96,161.57,211.38,271.35001,1.0866340515181896,83
ENRIN,EQ,31-08-2025,119880.85,NSE,6.45,3374.9,3034.5,2840,2840,2840,2840,1.0859576786784038,83
STYLEBAAZA,EQ,31-08-2025,2410.14,NSE,5.09,324.5,274.15,259.75,217,326.25,389,1.085864870748879,83
RAMCOIND,EQ,31-08-2025,2655.92,NSE,2.17,306.35,287.75,257.03,232.25,284.52,247.87,1.0856967158954864,83
AADHARHFC,EQ,31-08-2025,21775.79,NSE,4.7,502.95,509.1,444.25,379.75,406.2,397.60001,1.0854126056977487,82
GMDCLTD,EQ,31-08-2025,12729.54,NSE,42.86,403.85,411.1,357.3,266.95,341.9,369.10001,1.0831718741971592,82
SENORES,EQ,31-08-2025,3178.62,NSE,3.4,690.15,703.95,523.25,562.35,600,600,1.0830241375501155,82
PENIND,EQ,31-08-2025,3225.21,NSE,14.35,239.29,253.4,212.66,173.65,196.09,188.13,1.0827423963025755,82
INDIACEM,EQ,31-08-2025,11822.58,NSE,16.04,381.5,365.7,317.15,258.85,359.7,365.79999,1.0820465263672898,82
HINDWAREAP,EQ,31-08-2025,2593.46,NSE,3.43,310.25,256,270.6,210.75,296.3,363.56254974,1.0805371223501052,82
ITDCEM,EQ,31-08-2025,12145.38,NSE,5.73,708.1,763.6,714.85,528.3,495.4,552.84998,1.079441719015447,82
MEDANTA,EQ,31-08-2025,36902.17,NSE,5.22,1374,1331.4,1188.2,1235.55,1102.2,1058.35,1.0785939520360985,82
EVEREADY,EQ,31-08-2025,3071.04,NSE,4.67,421.55,417.85,308.75,314.75,382.15,474.5,1.0784142181445677,82
SAGILITY,EQ,31-08-2025,20527.63,NSE,410.9,43.87,43.35,39.53,45.69,31.54,31.06,1.0781731966963164,81
POONAWALLA,EQ,31-08-2025,33646.23,NSE,12.37,431.55,415.65,403.75,290.6,363.6,406.45001,1.0781091138623544,81
JGCHEM,EQ,31-08-2025,1810.79,NSE,2.74,464.2,491.8,375.5,324.55,458.5,391.25,1.0765291270884043,81
STAR,EQ,31-08-2025,7954.51,NSE,3.66,863.7,954.55,811.1,651.9,684.648,631.896,1.0763286425905305,81
SHREDIGCEM,EQ,31-08-2025,1437.29,NSE,13.24,97.22,87.52,82.57,71.19,86.11,103.14,1.0763048349255082,81
HEROMOTOCO,EQ,31-08-2025,102224.67,NSE,11.38,5087.7,4325.2,4309.3,3852.6,4838.7,5343.75,1.0748690722463354,81
COROMANDEL,EQ,31-08-2025,68280.14,NSE,4.08,2309.1,2495.4,2289.4,1708.5,1767.6,1753.7,1.0743531674994822,81
UPL,EQ,31-08-2025,53522.08,NSE,29.53,715.75,726.05,627.9,646.35,551.75,553.87907804,1.074329707672016,81
PFOCUS,EQ,31-08-2025,4494.09,NSE,22.32,144.74,150.45,110.65,109.3,122.82,157.84,1.0728205122433256,81
CCL,EQ,31-08-2025,11646.31,NSE,3.23,871.5,857.35,884.15,599.65,753.6,706.34998,1.0724573572863842,81
INDIGO,EQ,31-08-2025,217045.04,NSE,17.21,5646,5756,5330,4510.75,4229.6,4720.1001,1.0723475014231023,80
CUMMINSIND,EQ,31-08-2025,106195.32,NSE,7.01,3826.2,3535.2,3268.1,2836.15,3463.2,3860.45,1.0719759948678476,80
NH,EQ,31-08-2025,35804.01,NSE,3.44,1753.8,1982.6,1743.9,1396.8,1264.1,1280.25,1.071574927376747,80
KAYNES,EQ,31-08-2025,41004.52,NSE,6.93,6123,5542,5980,4367.7,5985.65,4999.5,1.071408986997159,80
ACMESOLAR,EQ,31-08-2025,17193.57,NSE,14.9,284.6,286.65,263.55,195.41,253,251,1.0712843531221352,80
PDMJEPAPER,EQ,31-08-2025,1253.53,NSE,4.11,132.48,116.59,101.1,113.32,144.26,122.11,1.071141351000444,80
JSL,EQ,31-08-2025,62874.21,NSE,14.87,762.95,677.85,644.75,625.6,688.7,742.84998,1.070569988779314,80
SAILIFE,EQ,31-08-2025,17291.35,NSE,33.61,824.7,831.45,756.95,705.75,650,650,1.0698826694854648,80
OLECTRA,EQ,31-08-2025,12640.43,NSE,12.1,1542.2,1430.4,1229.6,1192.25,1493.6,1579.5,1.0695942123267501,80
SMARTWORKS,EQ,31-08-2025,5586.73,NSE,4.29,489.2,418.85,435,435,435,435,1.0690049311640395,79
TDPOWERSYS,EQ,31-08-2025,7861.16,NSE,8.28,501.85,489.75,520.9,333.3,450.95,422.79999,1.0679491942171693,79
RSYSTEMS,EQ,31-08-2025,5493,NSE,14,461.6,420,366.45,355.95,469.9,488.10001,1.0664739325507235,79
SCODATUBES,EQ,31-08-2025,1015.46,NSE,2.95,169.31,189.72,140,140,140,140,1.0663440861766365,79
BEL,EQ,31-08-2025,270023.23,NSE,119.22,369.4,388.25,384.6,256.1,297.9,306.70001,1.0653164831097852,79
PANACEABIO,EQ,31-08-2025,2562.12,NSE,2.5,426.8,424.65,530.5,324,422.95,238.75,1.0651116355044699,79
INDIANB,EQ,31-08-2025,87687.36,NSE,13.44,653.1,630.5,616.6,516.1,562.15,547.09998,1.065075942397022,79
INDIAGLYCO,EQ,31-08-2025,5049.82,NSE,2.69,816.3,865.7,946.25,577.175,598.225,646.875,1.0647732206870133,79
ADANIPOWER,EQ,31-08-2025,231319.91,NSE,26.7,600.65,592.55,543.8,478.65,437.65,661.29999,1.0640689898167144,79
MBEL,EQ,31-08-2025,2474.52,NSE,44.41,432.8,385,385,385,385,385,1.0633569355885453,78
KPIL,EQ,31-08-2025,21179.21,NSE,5.93,1249,1132.4,1138.75,919.6,1134.25,1307.1,1.063112629707604,78
BLISSGVS,EQ,31-08-2025,1640.49,NSE,11.78,155.7,155.52,130.95,140.65,133.81,130.71001,1.0630646747442594,78
USHAMART,EQ,31-08-2025,11572.57,NSE,4.81,381.5,378.5,310,305.5,380.8,336.5,1.063058209712777,78
TIMETECHNO,EQ,31-08-2025,10436.47,NSE,11.38,456.8,447.6,377.95,399.45,424.5,386.25,1.062845289236497,78
RALLIS,EQ,31-08-2025,6748.07,NSE,7.97,348.3,380.2,320.06,218.2,325.7,336.14999,1.0627731493982149,78
GODREJIND,EQ,31-08-2025,41426.79,NSE,2.17,1230.2,1117.2,1184.7,1131.5,1057.6,951.04999,1.0626485388328852,78
LLOYDSME,EQ,31-08-2025,67585.19,NSE,3.12,1288.8,1484.1,1393.1,1193.55,958.15,778.65002,1.061785467726892,78
SANGHVIMOV,EQ,31-08-2025,2819.78,NSE,11.3,326.45,262.7,291.4,250.5,314.65,405.899995,1.0617768448772233,78
TRAVELFOOD,EQ,31-08-2025,16483.64,NSE,3.83,1252.5,1099.1,1125,1125,1125,1125,1.061222538499473,77
