Symbol,Series,Date,Mkt Cap (₹ Crores),ExchangeTried,Avg_Vol,Price_1D,Price_1M,Price_3M,Price_6M,Price_9M,Price_12M,RS,RS_score
PHARMABEES,EQ,31-08-2025,997.08,NSE,49.05,22.38,23.6,21.91,20.78,22.41,23.02,1.0019596928500019,55
RPOWER,BE,31-08-2025,18300.79,NSE,144.81,43.92,56.17,58.1,37.7,36.31,32.75,1.0017913274134738,55
PSUBNKBEES,EQ,31-08-2025,2878.86,NSE,20.91,75.21,77.66,78.1,66.19,75.37,77.959999,1.0017286046027896,55
REDINGTON,EQ,31-08-2025,18829.04,NSE,22.74,240.85,287.9,258.67,251.51,197.96,202.48,1.0016269648632066,55
PVTBANIETF,EQ,31-08-2025,3139.14,NSE,5.29,26.3,27.32,27.61,24.57,25.5,25.67,1.0013534391399674,55
PEL,EQ,31-08-2025,25317.63,NSE,4.53,1120.2,1295,1108.2,934.5,1198.15,1064.1,1.0013344276192377,54
NESTLEIND,EQ,31-08-2025,222566.04,NSE,13.87,1156.2,1111.85,1198.1,1107.475,1132.625,1259.775,1.0013236329298372,54
LIQUIDBEES,EQ,31-08-2025,11725.56,NSE,31.3,1000,999.99,1000,1000,1000,1000,1.0012055073299895,54
LIQUIDIETF,EQ,31-08-2025,1663,NSE,7.34,999.99,999.99,999.99,999.99,999.99,999.98999,1.0012042565630654,54
RTNPOWER,EQ,31-08-2025,6632.08,NSE,300.29,12.29,13.35,11.36,9.85,13.04,15.93,1.0010172703390896,54
SBICARD,EQ,31-08-2025,76512.34,NSE,7.67,803.5,821.4,921.05,835.2,699,720.34998,1.0009440540389811,54
MID150BEES,EQ,31-08-2025,2554.9,NSE,6,213.5,221.65,217.61,191.7,213.35,223.73,1.0008293248597846,54
DEEDEV,EQ,31-08-2025,1847.8,NSE,8.58,267.65,284.35,291.75,182.95,286.1,350.60001,1.0006590990030206,54
KPRMILL,EQ,31-08-2025,33699.44,NSE,4.08,986.4,1150.6,1126.5,810.8,954.2,869.09998,0.9998438588674758,54
SSWL,EQ,31-08-2025,3395.1,NSE,2.59,216.14,233.7,233.14,179.28,205.82,232.64,0.9997533990532534,53
JAGSNPHARM,EQ,31-08-2025,1554.96,NSE,2.04,233.85,289.12,236.78,219.64,278.48,164.3,0.9991454921306493,53
MOM100,EQ,31-08-2025,657.3,NSE,3.32,60.01,62.35,61.61,54.13,59.98,63.130001,0.9991062690371583,53
VIKRAMSOLR,EQ,31-08-2025,12298.38,NSE,334.35,336.55,338,338,338,338,338,0.9990567023048652,53
MUKANDLTD,EQ,31-08-2025,1839.43,NSE,2.49,127.76,141.34,119.38,103.54,134.82,159.57001,0.9989007173916384,53
MIDHANI,EQ,31-08-2025,6837.91,NSE,3.21,361.25,403.95,423.8,271.15,324.05,419.95001,0.9981747813010864,53
DABUR,EQ,31-08-2025,92506.81,NSE,28.82,521.1,518.3,482.95,508.65,525.35,654.54999,0.9978925661074626,53
TNPL,EQ,31-08-2025,1109.45,NSE,5.53,162.42,158.59,162.98,135.54,166.66,225.85001,0.9978524747196199,53
HAL,EQ,31-08-2025,290448.98,NSE,13.21,4332.6,4498,4974.1,3368.5,4364.55,4802,0.9975539377562644,53
PCJEWELLER,EQ,31-08-2025,8613.74,NSE,581.02,13.11,15.12,12.52,11.85,14.721,11.984,0.9972480959546651,52
SARVESHWAR,EQ,31-08-2025,722.37,NSE,56.75,7.38,7.52981223,6.76068892,6.76068892,8.57430069,8.365403,0.9971560429523014,52
NIVABUPA,EQ,31-08-2025,15125.61,NSE,26.38,81.52,84.36,92.29,77.75,75.5,78.14,0.9968674766874545,52
APOLLOTYRE,EQ,31-08-2025,29376.59,NSE,6.14,462.2,455.9,470.55,408.65,519.95,502.45001,0.9964473011204541,52
SHREEPUSHK,EQ,31-08-2025,1017.99,NSE,2.14,313.8,398.95,300.97,342.65,289.35,257.56,0.9962507759211761,52
CHOLAFIN,EQ,31-08-2025,119762.83,NSE,16.24,1420.7,1484.8,1601,1384.15,1265.45,1395.05,0.9961490203997001,52
KIRIINDUS,EQ,31-08-2025,2949.73,NSE,2.11,530.85,551.1,642.05,558.25,586.2,366.20001,0.9961204047716576,52
RELIANCE,EQ,31-08-2025,1835003.29,NSE,103.11,1357.2,1417.1,1420.9,1228.15,1295.7,1512.6,0.9959525180603519,52
PTC,EQ,31-08-2025,5172.75,NSE,12.56,175.11,191.64,176.14,151.34,167.98,206.03,0.9958863753023981,52
APTUS,EQ,31-08-2025,15921.38,NSE,12.61,317.6,331,340.65,301.7,309.95,311.95001,0.9958086278811541,52
BERGEPAINT,EQ,31-08-2025,62375.37,NSE,5.51,533,571.5,568.3,491.25,486.95,572.34998,0.995567004437196,51
CANBK,EQ,31-08-2025,94198.71,NSE,179.58,103.83,110.09,114.76,87.33,101.79,111.41,0.9953670897483267,51
BIOCON,EQ,31-08-2025,46439.43,NSE,31.84,348.35,398.15,335.85,322.5,352.65,353.25,0.9951208064773367,51
PATANJALI,EQ,31-08-2025,64457.45,NSE,4.71,1777.6,1887.1,1671.3,1856.9,1754.9,1889.65,0.9948416480717078,51
GREAVESCOT,EQ,31-08-2025,4601.01,NSE,49.19,198.16,198.9,199.49,263.15,179.09,180.86,0.9947795719451186,51
HDFCSML250,EQ,31-08-2025,1320.89,NSE,9,166.36,174.38,168.99,147.29,174.81,181.53999,0.9943295739734823,51
ZAGGLE,EQ,31-08-2025,5255.32,NSE,7.5,392.45,394.3,433.25,345.85,467.5,359.5,0.9934540895196285,51
NEXT50IETF,EQ,31-08-2025,1660.02,NSE,5.82,69.15,70.59,69.92,63.19,72.47,77.599998,0.9933457471924542,51
VIJAYA,EQ,31-08-2025,10385.49,NSE,2.06,1007.8,1119.7,956.3,994.1,1157.5,912.84998,0.9931245953995341,51
BOMDYEING,EQ,31-08-2025,3500.56,NSE,16.03,169.97,176.05,154.41,141.46,210.93,220.48,0.9929352831215519,50
JUNIORBEES,EQ,31-08-2025,6425.66,NSE,2.5,707.48,722.97,714.91,647.21,742.52,798.21997,0.992709955437214,50
VOLTAS,EQ,31-08-2025,45331.21,NSE,11.39,1374,1335.1,1262.8,1269,1674.1,1721.05,0.9922737462830713,50
ADANIENSOL,EQ,31-08-2025,91777.99,NSE,22.87,764.15,826.95,867.2,670.95,600.75,1053.35,0.9922092614177678,50
BANKINDIA,EQ,31-08-2025,50398.03,NSE,47.08,110.29,112.17,121.94,101.51,107.79,117.57,0.9921095206475954,50
EXIDEIND,EQ,31-08-2025,33634.5,NSE,37.63,396.25,391.7,386.85,365.3,425.8,497.95001,0.9917054175907821,50
ROTO,EQ,31-08-2025,1587.09,NSE,2.51,84.01,91.45,88.94991105,72.7999272,80.58325275,96.54990178,0.9915346848149922,50
TOP10ADD,EQ,31-08-2025,715.13,NSE,3.37,93.8,95.62,97.79,90.52,95.62,99.04,0.9912498882906384,50
STARHEALTH,EQ,31-08-2025,26222.33,NSE,8.96,446.85,426.75,477.65,384.8,458.2,606.59998,0.9912101334022119,50
KROSS,EQ,31-08-2025,1219.87,NSE,36.76,188.43,177.93,175.66,180.58,224.91,240,0.9911515649453059,49
DBL,EQ,31-08-2025,7569.93,NSE,2.02,465.55,474.1,492.85,438.95,447.7,536.84998,0.9908437194642248,49
BLUEJET,EQ,31-08-2025,11566.67,NSE,4.69,667.85,803.95,904.8,749.55,525.75,481.04999,0.9905310943913509,49
ENGINERSIN,EQ,31-08-2025,11145.86,NSE,21.04,198.34,216.54,229.48,169.36,184.01,214.10001,0.9899882840773394,49
ALPL30IETF,EQ,31-08-2025,1774.67,NSE,6.35,27.01,27.24,27.21,25.53,28.55,30.98,0.9899581504128618,49
LLOYDSENGG,EQ,31-08-2025,7360.59,NSE,34.76,63.01,73.2,61.01,58.60203084,60.73317456,70.56650425,0.9897178380844679,49
HEXT,EQ,31-08-2025,45674.64,NSE,6.56,757.75,719.25,857.5,817.4,745.5,745.5,0.989625360009298,49
THELEELA,EQ,31-08-2025,13198.02,NSE,2.4,399.45,418.4,406,406,406,406,0.9894788271586362,49
RATEGAIN,EQ,31-08-2025,6050.28,NSE,9.17,511.8,444.85,443.8,536.45,687.9,747.45001,0.9890892416458154,49
MANALIPETC,EQ,31-08-2025,1109.74,NSE,4.13,64.43,71.99,56.67,61.76,61.77,94.5,0.9888649502411586,48
ICICIGI,EQ,31-08-2025,91643.31,NSE,4.55,1839.6,1915.5,1875.4,1733.1,1854.45,2122.25,0.9885372846343791,48
INDOAMIN,EQ,31-08-2025,1048.89,NSE,2.79,144.96,150.55,142.96,127.26,169.47,166.72,0.9880220306267108,48
WSTCSTPAPR,EQ,31-08-2025,3314,NSE,3.12,498.7,540.35,480.55,420.1,562.25,622,0.9878882208956558,48
360ONE,EQ,31-08-2025,41190.6,NSE,7.48,1018.1,1082.4,997.45,981.25,1092.15,1104.2,0.9878556039975919,48
CHENNPETRO,EQ,31-08-2025,9616.7,NSE,7.16,645.4,705.3,676.2,505.1,609.45,1001.9,0.987657544131132,48
IDBI,EQ,31-08-2025,92363.13,NSE,78.2,85.67,93.02,96.81,73.09,81.83,96.699997,0.9875385324396545,48
KPIGREEN,EQ,31-08-2025,9531.57,NSE,8.74,481.2,522.65,487.85,403.45,503.8994961,605.79940087,0.9870648014502352,48
ZEEL,EQ,31-08-2025,11191.01,NSE,96.97,116.04,118.71,130.42,97.82,120.58,135.2,0.9869678638543928,48
PNCINFRA,EQ,31-08-2025,7821.88,NSE,3.06,303.95,319.3,291.95,269.15,300.3,463.04999,0.9869232651784674,48
BANKBARODA,EQ,31-08-2025,120404.83,NSE,58.12,232.83,242.26,249.55,210.27,247.5,251.39999,0.9866075762600339,47
ICICIB22,EQ,31-08-2025,15680.38,NSE,2.76,105.37,107.34,109.24,98.56,113.03,118.19,0.9864448299409713,47
KEI,EQ,31-08-2025,36329.1,NSE,2.27,3810.6,3922,3610.2,3844.45,4071.4,4546.8501,0.9860544443526679,47
PURVA,EQ,31-08-2025,6829.91,NSE,2.82,287.6,291.7,265.39,233.55,356.8,451.20001,0.985975521149034,47
PERSISTENT,EQ,31-08-2025,83204.8,NSE,4.33,5305.5,5176.5,5638,5710.3,5968.95,4993.3999,0.9856880003162699,47
RHIM,EQ,31-08-2025,9792.3,NSE,5.74,474,495.15,461,407.65,532.15,629.95001,0.9854842930540039,47
CPSEETF,EQ,31-08-2025,32109.09,NSE,6.35,87.83,91.22,91.56,79.95,91.33,103.63,0.9852834569376122,47
LATENTVIEW,EQ,31-08-2025,8548.12,NSE,3.11,415.45,416.7,416.05,402.4,445.75,497,0.9852132677220534,47
GSFC,EQ,31-08-2025,7879.89,NSE,22.2,197.62,205.23,199.93,189.04,201.91,236,0.9850207184555281,47
JSWCEMENT,EQ,31-08-2025,20177.8,NSE,251.71,148.43,153.5,153.5,153.5,153.5,153.5,0.9846697099588398,46
UNIONBANK,EQ,31-08-2025,95412.44,NSE,95.68,124.82,132.73,146.79,115.68,121.4,124.56,0.98456121571666,46
ZENSARTECH,EQ,31-08-2025,17446.14,NSE,3.53,768.1,808.45,833.05,791.25,747.85,772.95001,0.9845382657427513,46
RCF,EQ,31-08-2025,8220.15,NSE,23.6,148.93,152.48,149.56,130.58,161.29,199.2,0.9844111254122936,46
KFINTECH,EQ,31-08-2025,17652.85,NSE,10.04,1021.2,1126.3,1078.7,911.2,1157,1009.2,0.9840408938183722,46
SHANTIGOLD,EQ,31-08-2025,1582.94,NSE,42.69,219.72,227.55,227.55,227.55,227.55,227.55,0.983978526691062,46
MASTERTR,EQ,31-08-2025,1707.57,NSE,13.7,152.45,167.1,155.32,134.02,160.05,181,0.9839624199272545,46
HINDPETRO,EQ,31-08-2025,80133.8,NSE,51.56,375.9,425.8,411.05,323,379.6,405.04999,0.9839256316808829,46
BLKASHYAP,EQ,31-08-2025,1566.81,NSE,6.85,69.75,72.24,71.53,54.63,74.27,113.26,0.9838445101589766,46
GMRP&UI,EQ,31-08-2025,7895.37,NSE,13.79,110.18,114.05,114.47,109.37,109.96,126.18,0.9835697204098632,45
AZAD,EQ,31-08-2025,9868.09,NSE,2.17,1530,1504.4,1770.4,1358.05,1711.95,1630.55,0.9834906477209582,45
PRSMJOHNSN,EQ,31-08-2025,7384.24,NSE,2.05,146.11,157.46,144.7,122.12,181.97,169.35001,0.9830437352876579,45
STOVEKRAFT,EQ,31-08-2025,2114.23,NSE,2.95,638.55,596.3,545.9,789.75,785,804,0.9827437671651944,45
PARKHOTELS,EQ,31-08-2025,3226.22,NSE,6.4,151.09,149.12,150.95,162.21,155.99,178.55,0.9826676920230262,45
EBGNG,EQ,31-08-2025,3904.89,NSE,19.82,341.8,355,355,355,355,355,0.9825903175350835,45
ITC,EQ,31-08-2025,513070.35,NSE,144.69,409.75,408.45,418.05,400.9,450.25789033,477.34888814,0.9825364680055876,45
PENINLAND,EQ,31-08-2025,1122.02,NSE,21.09,34.51,37.71,29.66,25.51,49.34,61.880001,0.9824118866605209,45
SIEMENS,EQ,31-08-2025,109015.61,NSE,4.62,3063.7,3068,3265.6,2555.81848512,3761.26781848,3657.68678726,0.9822582354607469,45
DHANI,EQ,31-08-2025,3717.69,NSE,30.21,61.55,63.43,59.53,64.65,76.42,60.32,0.9820255745586304,44
MEDIASSIST,EQ,31-08-2025,3562.18,NSE,4.28,505.8,532.95,495.35,484.15,585.45,561.75,0.9819888305020126,44
BANDHANBNK,EQ,31-08-2025,26065.52,NSE,40.06,161.8,173.44,170.19,139.38,170.35,200.06,0.9819697624919399,44
VRLLOG,EQ,31-08-2025,4635.83,NSE,3.09,264.15,310.475,284.35,235.55,273.175,262.29999,0.9819125660541544,44
TANLA,EQ,31-08-2025,8214.98,NSE,12.39,618.1,642.85,619.55,492.9,705.85,938.09998,0.9818399956476861,44
IOC,EQ,31-08-2025,193305.63,NSE,92.58,136.62,147.94,141.97,121.33,136.96,173.46001,0.9817864901254703,44
RBA,EQ,31-08-2025,4640.65,NSE,7.64,79.91,82.95,81.3,68.93,85.4,111.18,0.9816814357980262,44
COCHINSHIP,EQ,31-08-2025,42471.76,NSE,6.8,1608.2,1765.5,1947.1,1324,1432.45,2057.1499,0.9814364232911295,44
IDEAFORGE,EQ,31-08-2025,2108.94,NSE,5.78,487.65,459.4,534.3,396.1,569.4,721.65002,0.9812950613280689,44
HDBFS,EQ,31-08-2025,64540.29,NSE,16.81,778.2,745,835,835,835,835,0.9812417325056367,43
MSPL,EQ,31-08-2025,1756.5,NSE,10,31.06,31.46,27.95,27.05,43.2,43.029999,0.9810183009700667,43
NITCO,EQ,31-08-2025,2636.02,NSE,2.3,113.85,133.45,137.28,108.75,123.09,88.160004,0.9808769644486247,43
FEDERALBNK,EQ,31-08-2025,47209.84,NSE,79.34,191.71,205.21,202.06,179.85,213.64,198.73,0.9806924472221029,43
BALRAMCHIN,EQ,31-08-2025,10820.82,NSE,2.7,536.2,590.15,590.3,480.3,563.4,564.09998,0.9805461302649439,43
CDSL,EQ,31-08-2025,29855.65,NSE,24.36,1424.4,1539.7,1529.7,1255.65,1587.6,1539.1,0.9803893347040413,43
PREMIERENE,EQ,31-08-2025,44658.22,NSE,7.63,994.1,1052.6,1061.6,970.85,1100.85,990,0.9802051486090763,43
ASIANTILES,BE,31-08-2025,1379.64,NSE,2.26,58.74,58.96,60.13,47.2,67.17,94.139999,0.9800316659305339,43
SAIL,EQ,31-08-2025,49029.34,NSE,84.64,118.66,126.01,129.18,112.76,115.83,137.75,0.9800304152022571,43
AFCONS,EQ,31-08-2025,15367.88,NSE,11.37,417.8,396.95,423.05,452.7,525.9,426,0.9800180931678774,43
M&MFIN,EQ,31-08-2025,35284.42,NSE,16.12,253.95,251.95,261.1,263.1364911,262.9905474,306.82231503,0.9797608848306405,42
IGCL,EQ,31-08-2025,670.17,NSE,6.05,105.57,108.25,111,111,111,111,0.979739154614911,42
DCBBANK,EQ,31-08-2025,3849.96,NSE,15.71,122.37,134.33,147,110.78,119.94,123.12,0.9795753495976963,42
SAREGAMA,EQ,31-08-2025,9331.02,NSE,4.22,482.3,480.7,542.55,500.05,484,515.20001,0.9795103353597148,42
CANFINHOME,EQ,31-08-2025,9639.69,NSE,2.34,717.65,748.2,788.15,598.55,821.05,852.34998,0.9794317803590781,42
JTEKTINDIA,EQ,31-08-2025,3781.12,NSE,13.2,134.83,130.79,135.71615712,127.04801156,163.37399854,168.42225412,0.9793359322883741,42
J&KBANK,EQ,31-08-2025,10922.63,NSE,16.43,98.92,106.17,103.8,101.08,97.11,109.43,0.9793232539646811,42
TATACHEM,EQ,31-08-2025,23412.1,NSE,4.27,920.7,1000,887.15,846.05,1095.3,1073.15,0.9791102181328868,42
MUFIN,EQ,31-08-2025,1408.1,NSE,2.48,85.64,87.38,76.83,72.27,117.44,132.64999,0.9789372090037165,42
DOMS,EQ,31-08-2025,14762.26,NSE,2.9,2431.7,2370.3,2447.8,2553.25,2970.85,2593.55,0.9788678198831157,41
ELECON,EQ,31-08-2025,12386.88,NSE,2.6,552.3,578.05,664,475.4,570.4,610.20001,0.9788419967669136,41
LTIM,EQ,31-08-2025,151809.85,NSE,2.2,5133.5,5056.5,5068.9,5298.5,6227.15,5739.9502,0.9786574945733117,41
GODREJAGRO,EQ,31-08-2025,14262.12,NSE,2.43,740.3,843.1,762.8,732.45,738.95,790.65002,0.9785700833805743,41
PNB,EQ,31-08-2025,116136.19,NSE,130.59,100.88,109.29,105.82,94.25,105.11,116.16,0.9784908101710951,41
RADHIKAJWE,EQ,31-08-2025,1099.64,NSE,8.84,92.57,102.78,85.29,98.26,99.99,106.15,0.9782738800153145,41
ALLTIME,EQ,31-08-2025,1945.58,NSE,43.15,297,311.3,311.3,311.3,311.3,311.3,0.9782083983465044,41
HAVELLS,EQ,31-08-2025,95680.34,NSE,9.74,1525.6,1510.3,1527,1520.3,1711.2,1912.1,0.9779826144871733,41
NMDC,EQ,31-08-2025,60531.66,NSE,166.95,68.8,71.8,71.17,67.73,75.573258,76.40659,0.9778643483758355,41
TBZ,EQ,31-08-2025,1240.52,NSE,6.16,185.31,189.23,188.42,180.15,231.1,195.50999,0.9777796426523049,40
LUPIN,EQ,31-08-2025,86774.22,NSE,11.06,1894.9,1984.6,1957.7,1905.35,2036,2116.2,0.977128797201602,40
TIINDIA,EQ,31-08-2025,57199.91,NSE,3.74,2961.6,2868.5,3062.1,2685.65,3429.2,4120.1001,0.977100249865357,40
JUBLFOOD,EQ,31-08-2025,41306.31,NSE,17.64,627.75,652.65,655.55,692.35,646.9,656.90002,0.9770226633449534,40
MADRASFERT,EQ,31-08-2025,1401.58,NSE,2.84,86.99,89.41,90.28,80.02,95.09,111.5,0.9769180010752722,40
JUBLPHARMA,EQ,31-08-2025,16167.04,NSE,2.08,1023.1,1152.9,1173.8,966.95,1150.05,902.70001,0.9764785612868235,40
SEQUENT,EQ,31-08-2025,4230.91,NSE,5.13,169.37,176.88,191.84,159.51,197.7,165.39,0.9759004507950403,40
NATIONALUM,EQ,31-08-2025,34234.82,NSE,52.71,186.18,189.68,180.35,201.01,249.95,181.98,0.975859478832532,40
VEDL,EQ,31-08-2025,164588.23,NSE,76.86,420.65,439.5,435.55,438.2,448.4,463.10001,0.9757418745969588,40
MEIL,EQ,31-08-2025,1467.16,NSE,33.14,527.4,556,556,556,556,556,0.9754538585853312,39
FUSION,EQ,31-08-2025,2766.74,NSE,3.73,170.51,166,170.09,159.10699954,176.81353766,301.82480609,0.9753993139757265,39
CAMPUS,EQ,31-08-2025,8079.31,NSE,4.12,264.3,273.35,291.68,274.55,268.75,284.79999,0.9751866759888522,39
PIIND,EQ,31-08-2025,56131.15,NSE,2.39,3694.8,4249.5,3823.7,3145.4,4103.8,4405.1499,0.9751111669946084,39
TATAPOWER,EQ,31-08-2025,119649.49,NSE,47.04,374.15,399.85,392.8,357.2,410.3,422.5,0.9750635439037113,39
MOM30IETF,EQ,31-08-2025,563.38,NSE,8.08,30.24,30.87,31,28.78,34.44,37.459999,0.9748697411441642,39
FINPIPE,EQ,31-08-2025,13157.21,NSE,7.26,211.92,209.33,218.16,186.46,263.5,288.14999,0.9741212162575437,39
MINDACORP,EQ,31-08-2025,11907.35,NSE,3.49,498.85,512.5,522.75,526.8,485.4,632.29999,0.9740804091421673,39
NTPCGREEN,EQ,31-08-2025,86437.29,NSE,41.2,102.95,105.97,111.26,105.55,111.5,111.5,0.9736564137351466,39
KEC,EQ,31-08-2025,21391.83,NSE,8.75,808.1,860.25,832.4,755.95,1024,854.04999,0.9734967110311996,38
UGROCAP,EQ,31-08-2025,2030.38,NSE,2.45,174.74,170.76,174.18078,157.1595696,230.0068224,237.7775782,0.9733654378393405,38
SURYAROSNI,EQ,31-08-2025,6180.86,NSE,5.48,284,340.85,330.25,234.6,270.075,340.524995,0.9733033365374913,38
PHOENIXLTD,EQ,31-08-2025,53665.57,NSE,6.13,1503.2,1508.3,1537.1,1587.4,1644,1806.375,0.9732683134894538,38
MOTISONS,EQ,31-08-2025,1894.1,NSE,17.93,19.11,21.16,17.13,19.84,28.4,18.745,0.973127231626321,38
SMALLCAP,EQ,31-08-2025,673.45,NSE,16.66,44.08,46.3,45.92,41.38,49.72,53.23,0.9730597025248457,38
ALPHA,EQ,31-08-2025,688.59,NSE,11.43,47.18,49.95,49.22,43.86,52.91,57.32,0.9729372329539326,38
LAXMIINDIA,EQ,31-08-2025,672.79,NSE,59.9,129.72,137.52,137.52,137.52,137.52,137.52,0.9728105923619843,38
MAHABANK,EQ,31-08-2025,39996,NSE,52.6,51.95,56.76,53.98,49.71,55.17,61.759998,0.9727993059224789,38
NBCC,EQ,31-08-2025,26541,NSE,62.12,98.26,109.57,123.36,81.08,94.55,117.32655601,0.9726190385503994,38
NTPC,EQ,31-08-2025,318050.65,NSE,94.07,327.55,334.6,333.9,326.25,361.65,414.85001,0.9724742128893104,37
WABAG,EQ,31-08-2025,9104.02,NSE,2.47,1457.8,1600.6,1628.5,1434.1,1688.55,1349.55,0.9724195654284912,37
RELINFRA,BE,31-08-2025,10832.81,NSE,18.67,265.15,340.25,330.5,252.3,271.75,206.75,0.9723796303622422,37
VERANDA,EQ,31-08-2025,2045.21,NSE,8.21,218.63,225.7,205.95,241.01,239.55,281.85001,0.9723606366565763,37
SENCO,EQ,31-08-2025,6038.75,NSE,10.29,369.35,321.7,381.05,324.85,572.1,549.525,0.9722323384066192,37
SHAKTIPUMP,EQ,31-08-2025,9980.43,NSE,6.9,807.15,890.65,856.55,913.7,868.05,747.13869477,0.9719225622394781,37
AEROFLEX,EQ,31-08-2025,2221.08,NSE,7.35,170.42,186.98,165.88,195.53,186.95,176.73,0.971868140532729,37
RELIGARE,EQ,31-08-2025,7810.04,NSE,13.34,237.5,266.12,230.87,263.89,248.55,261.29999,0.9718438200406,37
PFS,EQ,31-08-2025,2447.74,NSE,5.11,38.09,40.35,36.95,35.33,42.32,57.009998,0.9712228350368768,37
YESBANK,EQ,31-08-2025,60041.28,NSE,711.04,19.1,19.4,21.48,17.93,20.14,24.08,0.9710654575078451,36
AXISBANK,EQ,31-08-2025,325403.68,NSE,54.75,1045.2,1064.2,1192.2,1008.95,1144.8,1170.3,0.9710374451738596,36
ITI,EQ,31-08-2025,27385.28,NSE,10.3,284.15,300.25,346.6,282.65,278.43,297.10001,0.970935571403768,36
EMAMILTD,EQ,31-08-2025,25011.45,NSE,11.74,573.6,560.65,584.2,556.65,659.05,818.15002,0.9706882572066887,36
OLAELEC,EQ,31-08-2025,24003.74,NSE,2588.85,54.05,41.71,50.96,60.9,73.42,125.3,0.9701536716060406,36
VASCONEQ,EQ,31-08-2025,1113.79,NSE,8.75,48.97,53.93,53.55,39.16,54.38,69.419998,0.9701004830215648,36
DLF,EQ,31-08-2025,183160.94,NSE,25.03,739.05,800.35,797.85,686.25,827.35,848.79999,0.9700767974053425,36
PNGJL,EQ,31-08-2025,7778.12,NSE,2.92,572.15,586.05,548.5,560.05,666.45,830,0.9698012777831051,36
LICI,EQ,31-08-2025,539933.43,NSE,11.21,852.15,899.05,954.45,780.9,907.2,1052.05,0.9696710087397139,36
TRENT,EQ,31-08-2025,188123.96,NSE,10.53,5298,5001.5,5643.5,5048.2,6669.35,6925.6001,0.9696360766217149,35
SHREEJISPG,EQ,31-08-2025,4108.8,NSE,61.68,252.8,270,270,270,270,270,0.9693140461825822,35
LXCHEM,EQ,31-08-2025,5609.47,NSE,21.7,202.02,196.04,204,190.63,257.5,285.60001,0.9681914109119748,35
NFL,EQ,31-08-2025,4710.04,NSE,17.13,96.29,98.32,98.3,86.47,115.85,139.14,0.9680939391627434,35
SUNPHARMA,EQ,31-08-2025,382852.54,NSE,27.42,1594.5,1710.5,1677.6,1643.75,1761.6,1772.45,0.9680439480361358,35
MOIL,EQ,31-08-2025,6721.12,NSE,4.39,330.25,369.5,377.15,323.1,304.1,406.25,0.9677715537358184,35
KANSAINER,EQ,31-08-2025,19381.42,NSE,5.15,239.99,242,253.7,241.63,275.3,295.10001,0.9675476132642171,35
BLS,EQ,31-08-2025,15098.54,NSE,26.36,366.7,372.7,406.55,379.85,394.55,425.60001,0.9673136969803999,35
OBEROIRLTY,EQ,31-08-2025,58430.88,NSE,4.17,1610.8,1664.8,1746.3,1581.8,1979.25,1738.65,0.9672101961113124,35
SHRIRAMFIN,EQ,31-08-2025,109450.53,NSE,63.42,580.25,638.35,639.35,585.1,609.27,632.42998,0.9671505739559957,34
WIPRO,EQ,31-08-2025,261349.71,NSE,84.68,249.41,251.8,249.67,306.35,294.5,260,0.9671317160274632,34
TECHM,EQ,31-08-2025,145519.67,NSE,16.51,1481.4,1453.8,1573.9,1649.5,1745.4,1640.15,0.9667784094423008,34
LODHA,EQ,31-08-2025,119703.62,NSE,10.91,1192.3,1246.5,1425.5,1215.55,1276.05,1215.05,0.9664575704112484,34
INDGN,EQ,31-08-2025,13022.75,NSE,6.93,542.3,548.85,600.55,555.55,666.5,563.65002,0.9663131468696391,34
UNITECH,BZ,31-08-2025,1874.69,NSE,18.05,7.11,7.43,6.49,7.33,9.07,9.73,0.9659898123190921,34
RELAXO,EQ,31-08-2025,11924.16,NSE,3.95,477.6,481.45,437.05,443.15,643.7,800.90002,0.9657080053080546,34
ICICIPRULI,EQ,31-08-2025,86792.78,NSE,8.84,599.85,616.4,662.4,574,691.25,723.25,0.9655760758583498,34
EPL,EQ,31-08-2025,7202.05,NSE,7.51,224.87,217.99,247,237.56,273.55,253.27,0.9652514807971014,34
UNIECOM,EQ,31-08-2025,1363.07,NSE,5.99,130.59,122.25,133.97,117.26,174.86,213.92,0.9651135917170607,33
NAVKARCORP,EQ,31-08-2025,1762.58,NSE,5.35,117.02,137.23,113.44,107.05,133.35,158,0.9646777370701507,33
VBL,EQ,31-08-2025,164346.41,NSE,48.84,487.15,512.15,475.95,477.65,614.25,630.4,0.9645921031556852,33
UNITDSPR,EQ,31-08-2025,95355.7,NSE,12.27,1311,1324,1520.1,1306.5,1511.15,1457.45,0.9639132969706481,33
LINCOLN,EQ,31-08-2025,1075.9,NSE,3.17,538.65,543.85,542.05,567.1,628.45,714.59998,0.963820783148758,33
POLYMED,EQ,31-08-2025,21075.75,NSE,2.2,2085.4,1976.6,2258.6,2221.7,2763.9,2328.7,0.9637700921733681,33
MOL,EQ,31-08-2025,2083.6,NSE,7.87,81.84,100.17,80.8,71.88,95.78,103.19,0.9637664900380901,33
SAMMAANCAP,EQ,31-08-2025,10288.21,NSE,117.51,123.96,125.26,124.12,119.33,160.7,167.52,0.9635887566037746,33
LICHSGFIN,EQ,31-08-2025,30528.5,NSE,18.07,555.2,598.25,596.45,544.05,621.5,665.84998,0.9635146388916346,33
GNFC,EQ,31-08-2025,7688.67,NSE,4.3,522.75,540,535.45,543.65,593.05,675.54999,0.9635010348048432,33
