Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1d,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
16-09-2025,NSE:HYUNDAI,EQ,199568.22,9.67,3.78,2603.1,,2.72,5.62,13.92,25.26,36.48,30.91,25.70,,,,36.43,64.74,64.74,10.97,23.6,23.19,30.43,26.39,1.155587,93,10.97,14.5,3.2,5.99,-6.35,1.040495,86
16-09-2025,NSE:PROZONER,EQ,606.6,5.14,3.84,43.2,,0.83,6.85,1.30,17.75,31.23,44.95,33.40,-2.88,-2.88,-2.88,23.5,53.25,97.89,-1.65,16.09,17.94,44.47,34.09,1.155224,92,-1.65,18,4.56,34.73,-19.8,1.05076,90
16-09-2025,NSE:PARADEEP,EQ,17796.34,82.16,5.05,168.63,,-8.55,-26.19,-18.64,-0.47,45.97,36.11,49.52,-27.18,-27.18,-27.18,6.81,87.26,105.25,-21.59,-2.13,32.68,35.63,50.21,1.15504,92,-21.59,16.64,34.41,-3.47,22.16,1.082687,96
16-09-2025,NSE:PARTH,SM,338.97,1.23,5.96,241.85,,-17.80,-2.75,12.59,29.71,29.71,29.71,29.71,-15.11,-15.11,-15.11,42.26,42.26,42.26,9.64,28.05,16.42,29.23,30.4,1.154309,92,9.64,20.91,-11.82,14.77,1.18,1.046606,89
16-09-2025,NSE:BELRISE,EQ,12415.59,126.9,4.63,144.93,,2.26,5.63,7.19,29.92,31.00,31.00,31.00,-6.18,-6.18,-6.18,47.72,57.48,57.48,4.24,28.26,17.71,30.52,31.69,1.153203,92,4.24,25.82,-10.27,14.77,1.18,1.04975,90
16-09-2025,NSE:ROHLTD,EQ,1456.55,10.45,6.73,516.75,,-3.06,-8.55,21.05,26.18,24.41,31.03,28.33,-7.88,-7.88,-7.88,37.18,50.52,68.6,18.1,24.52,11.12,30.55,29.02,1.15279,92,18.1,7.83,-14.22,23.53,-2.73,1.043708,88
16-09-2025,NSE:DATAMATICS,EQ,5966.49,4.08,5.45,912.5,,-1.02,-8.54,-4.83,32.96,35.55,29.84,31.02,-15.81,-15.81,-15.81,54.2,70.83,76.43,-7.78,31.3,22.26,29.36,31.71,1.152739,92,-7.78,37.38,-7.95,5.9,2.87,1.060521,93
16-09-2025,NSE:CAMLINFINE,BE,3797.88,3.79,4.92,224.06,,8.48,5.70,6.45,-39.57,23.35,49.34,53.64,-31.59,-31.59,-31.59,11.35,67.92,137.52,3.5,-41.23,10.06,48.86,54.33,1.149732,92,3.5,-47.86,33.26,48.67,9.68,1.08916,97
16-09-2025,NSE:HUBTOWN,EQ,4779.92,10.66,3.55,329.25,,-1.99,-2.90,-2.82,35.00,46.50,12.04,20.70,-9.46,-9.46,-9.46,60.75,97.89,97.89,-5.77,33.34,33.21,11.56,21.39,1.149388,92,-5.77,38.12,5.86,-49.63,11.02,1.06016,93
16-09-2025,NSE:JMFINANCIL,EQ,17010.13,74.53,4.49,178.03,,-7.13,-2.93,-4.41,20.64,50.56,21.35,29.12,-7.77,-7.77,-7.77,28.4,111.79,111.79,-7.36,18.98,37.27,20.87,29.81,1.149181,92,-7.36,25.33,25.88,-44.31,11.06,1.060988,93
16-09-2025,NSE:FORTIS,EQ,69078.67,14.21,2.01,966.65,,1.76,3.82,3.58,21.22,36.32,25.38,41.34,-1.13,-1.13,-1.13,29.21,61.57,67.79,0.63,19.56,23.03,24.9,42.03,1.148754,92,0.63,19.62,7.35,-2.41,22.56,1.05909,92
16-09-2025,NSE:TI,EQ,9165.45,11.96,3.78,479.8,,1.78,0.60,-4.95,23.34,48.98,14.78,34.41,-9.02,-9.02,-9.02,41.83,109.45,119.18,-7.9,21.68,35.69,14.3,35.1,1.148626,92,-7.9,28.29,21.63,-52.28,24.22,1.069668,95
16-09-2025,NSE:EICHERMOT,EQ,167391.86,7.24,2.24,6927.5,,0.77,8.35,16.80,22.90,27.57,30.60,31.77,,,,28.62,38.13,50.97,13.85,21.24,14.28,30.12,32.46,1.147125,92,13.85,8.67,-5.76,18.95,2.86,1.044042,88
16-09-2025,NSE:ITDCEM,EQ,12145.38,4.89,3.69,826.2,,5.11,14.28,7.00,6.00,32.88,37.80,42.58,-11.59,-11.59,-11.59,20,71.71,75.21,4.05,4.34,19.59,37.32,43.27,1.146984,91,4.05,0.26,16.78,22.1,8.87,1.054431,91
16-09-2025,NSE:SJS,EQ,4093.71,2.45,4.42,1439,,0.52,6.87,18.25,12.36,42.31,17.18,35.23,,,,24.92,75.98,75.98,15.3,10.7,29.02,16.7,35.92,1.146611,91,15.3,-5.87,22.36,-28.81,22.97,1.057422,92
16-09-2025,NSE:SUVEN,BE,4849.73,1.34,4.62,229.37,,3.28,4.84,-2.54,-3.30,50.57,35.25,32.75,-22.67,-22.67,-22.67,10.16,101.79,120.21,-5.49,-4.96,37.28,34.77,33.44,1.144566,91,-5.49,0.59,40.33,-16.22,-2.68,1.065975,94
16-09-2025,NSE:FLYSBS,SM,1117.82,2.77,8.22,602.15,,-3.38,-3.59,9.42,29.00,29.00,29.00,29.00,-14.61,-14.61,-14.61,34.15,34.15,34.15,6.47,27.34,15.71,28.52,29.69,1.144201,91,6.47,22.95,-11.82,14.77,1.18,1.045644,89
16-09-2025,NSE:WAAREEENER,EQ,97446.46,39.95,4.53,3579,,8.94,10.61,19.45,22.03,40.83,8.01,30.15,-4.3,-4.3,-4.3,33.98,71.07,71.08,16.5,20.37,27.54,7.53,30.84,1.143906,91,16.5,4.54,12.29,-40.7,25.24,1.052826,91
16-09-2025,NSE:RBLBANK,EQ,16026.12,130.69,2.92,267.3,,-2.30,-0.75,5.78,18.20,41.65,35.04,21.55,-3.15,-3.15,-3.15,19.42,73.2,78.84,2.83,16.54,28.36,34.56,22.24,1.143764,91,2.83,14.51,16.85,3.43,-19.58,1.038191,84
16-09-2025,NSE:MAHKTECH,EQ,497.84,11.07,1.27,27.32,,5.34,5.49,10.54,19.40,4.61,29.21,51.39,,,,28.26,46.41,106.03,7.59,17.74,-8.68,28.73,52.08,1.142482,91,7.59,11.23,-30.17,40.56,32.51,1.077636,96
16-09-2025,NSE:DENTA,EQ,1069.07,17.16,6.69,412.85,,-0.34,-5.90,18.14,30.66,29.76,21.28,21.28,-5.8,-5.8,-5.8,46.09,52.94,52.94,15.19,29,16.47,20.8,21.97,1.142027,91,15.19,16.63,-13.13,2.7,1.18,1.037901,83
16-09-2025,NSE:LLOYDSENT,EQ,9063.9,43.5,3.88,70.2,,-1.44,-4.27,-3.76,6.54,46.46,37.77,29.02,-17.31,-17.31,-17.31,9.21,103.99,103.99,-6.71,4.88,33.17,37.29,29.71,1.141977,91,-6.71,11.26,30.89,-1.45,-12.88,1.051176,90
16-09-2025,NSE:DELHIVERY,EQ,35047.26,20.84,2.41,475.6,,2.45,0.75,2.42,24.57,49.48,19.61,13.70,-0.61,-0.61,-0.61,33.88,96.72,97.93,-0.53,22.91,36.19,19.13,14.39,1.140814,91,-0.53,24.03,21.2,-44.35,-6.17,1.043462,88
16-09-2025,NSE:GUJAPOLLO,EQ,599.56,1.59,5.89,490.1,,1.50,1.73,0.80,21.90,45.22,26.78,22.56,-6.75,-6.75,-6.75,35.93,89.34,94.29,-2.15,20.24,31.93,26.3,23.25,1.140208,91,-2.15,22.61,18.03,-18.88,-4.59,1.044064,88
16-09-2025,NSE:KAYNES,EQ,41004.52,4.75,2.85,7183,,1.15,8.49,14.85,21.43,39.72,8.16,35.08,,,-5.46,30.2,69.25,81.77,11.9,19.77,26.43,7.68,35.77,1.139917,91,11.9,9.06,11.46,-37.58,30.5,1.05799,92
16-09-2025,NSE:ABCAPITAL,EQ,72644.43,42.34,2.52,289.95,,0.09,5.21,5.85,12.02,43.85,31.88,26.24,-0.53,-0.53,-0.53,16.54,79.18,90.36,2.9,10.36,30.56,31.4,26.93,1.138922,91,2.9,7.88,24.36,-6.54,-7.1,1.043196,88
16-09-2025,NSE:MAFANG,EQ,3909.87,2.69,0.59,166.8,,1.75,4.82,3.96,19.75,32.02,21.72,44.12,,,,24.17,59.4,79.18,1.01,18.09,18.73,21.24,44.81,1.138742,90,1.01,17.77,3.47,-0.38,29.8,1.062234,93
16-09-2025,NSE:JEYYAM,SM,278.81,2.12,5.89,56.45,,0.89,-1.42,33.57,27.81,32.95,9.39,-8.24,-4.08,-4.08,-13.88,54.23,72.1,72.1,30.62,26.15,19.66,8.91,-7.55,1.13585,90,30.62,-7.34,-4.7,-20.37,-18.27,1.023137,75
16-09-2025,NSE:ARIHANTCAP,EQ,1140.04,6.59,4.67,111.86,,-2.23,5.12,13.92,32.33,43.31,2.04,10.57,-3.29,-3.29,-6.36,55.36,77.22,88,10.97,30.67,30.02,1.56,11.26,1.135631,90,10.97,22.71,4.42,-58.04,9.89,1.039628,84
16-09-2025,NSE:MANAPPURAM,EQ,22155.43,33.41,2.53,296.1,,1.52,5.10,10.17,8.84,30.27,39.63,31.98,,,,19.44,42.26,112.26,7.22,7.18,16.98,39.15,32.67,1.135148,90,7.22,-0.14,11.69,28.19,-11.49,1.042521,87
16-09-2025,NSE:POWERINDIA,EQ,84687.49,1.79,3.26,19978,,5.67,5.82,-2.09,6.63,39.08,34.27,39.10,-6.4,-6.4,-6.4,8.59,75.96,107.63,-5.04,4.97,25.79,33.79,39.79,1.134432,90,-5.04,9.87,22.94,6.88,8.53,1.053422,91
16-09-2025,NSE:FEDFINA,EQ,5077.39,13.02,4.27,149.31,,4.20,9.00,9.47,21.29,42.21,22.40,21.03,-1.61,-1.61,-1.61,31.53,80.96,80.96,6.52,19.63,28.92,21.92,21.72,1.134233,90,6.52,14.39,14.76,-19.53,-0.58,1.038063,84
16-09-2025,NSE:INFOBEAN,EQ,1498.01,1,6.59,558,,2.79,-11.73,-12.37,30.79,44.67,16.77,25.54,-18.72,-18.72,-18.72,51.86,99.39,99.39,-15.32,29.13,31.38,16.29,26.23,1.134046,90,-15.32,39.74,8.23,-35.64,11.71,1.063762,93
16-09-2025,NSE:TVSMOTOR,EQ,156066.12,9.09,2,3499.9,,-1.90,3.72,13.70,20.65,35.46,27.89,21.15,-2.55,-2.55,-2.55,27.06,55.49,60.8,10.75,18.99,22.17,27.41,21.84,1.132632,90,10.75,9.38,6.84,3.05,-8.17,1.033455,82
16-09-2025,NSE:STLTECH,EQ,5587.07,25.17,5.17,124.03,,5.59,12.92,-8.68,9.13,52.13,27.54,23.24,-9.85,-9.85,-9.85,24.18,123.63,123.63,-11.63,7.47,38.84,27.06,23.93,1.132062,90,-11.63,17.71,35.5,-36.59,-4.77,1.057353,92
16-09-2025,NSE:VASCONEQ,EQ,1113.79,41.6,5.48,62.61,,10.84,20.89,23.13,20.70,45.65,13.03,-5.27,,,-10.15,30.87,82.86,86.78,20.18,19.04,32.36,12.55,-4.58,1.131332,90,20.18,-1.83,19.64,-45.24,-19.87,1.026283,78
16-09-2025,NSE:SHREEPUSHK,EQ,1017.99,7,4.77,404.45,,18.42,22.52,13.91,23.80,28.46,11.08,38.43,,,,36.34,78.49,78.49,10.96,22.14,15.17,10.6,39.12,1.130036,90,10.96,12.82,-5.7,-9.53,31.95,1.056484,92
16-09-2025,NSE:ECLERX,EQ,20036.5,1.91,4.63,4374.8,,0.84,-3.65,8.63,17.12,40.22,12.34,36.23,-3.52,-3.52,-3.52,29.86,82.12,82.12,5.68,15.46,26.93,11.86,36.92,1.129711,90,5.68,10.62,16.05,-31.86,28.43,1.056825,92
16-09-2025,NSE:SARDAEN,EQ,21037.16,14.23,4.08,617.7,,5.38,6.62,10.29,27.14,12.82,22.52,40.43,-1.35,-1.35,-1.35,45.72,47.76,63.91,7.34,25.48,-0.47,22.04,41.12,1.128415,89,7.34,20.12,-31.47,25.89,24.3,1.060517,93
16-09-2025,NSE:SBC,EQ,908.09,84.2,3.48,21.7,,5.30,8.62,13.32,31.20,43.00,14.01,-9.22,-2.21,-2.21,-11.64,49.35,76.85,88.48,10.37,29.54,29.71,13.53,-8.53,1.128124,89,10.37,21.96,5.33,-36.08,-25.83,1.022556,75
16-09-2025,NSE:FISCHER,EQ,6899.56,6.16,4.51,113.2,,-0.27,6.07,12.24,25.80,25.80,25.80,25.80,-2.49,-2.49,-2.49,45.9,45.9,45.9,9.29,24.14,12.51,25.32,26.49,1.126209,89,9.29,16.78,-11.82,14.77,1.18,1.038459,84
16-09-2025,NSE:AVALON,EQ,5543.39,2.48,3.41,963.8,,2.67,13.32,13.08,13.74,29.38,9.73,45.56,-0.55,-0.55,-4.8,20.61,44.22,83.46,10.13,12.08,16.09,9.25,46.25,1.125695,89,10.13,2.09,6.31,-13.05,40.88,1.067591,94
16-09-2025,NSE:TEGA,EQ,12229.22,6.05,3.73,2069.5,,-1.19,3.57,10.55,28.16,37.06,19.68,12.22,-1.17,-1.17,-5.84,40.39,62.77,62.91,7.6,26.5,23.77,19.2,12.91,1.125512,89,7.6,21.02,0.57,-12.85,-8.1,1.03064,80
16-09-2025,NSE:DDEVPLSTIK,EQ,3210.36,2.87,3.93,350.7,,8.83,9.12,9.12,21.64,34.72,24.44,24.44,,,,35.82,58.3,61.13,6.17,19.98,21.43,23.96,25.13,1.124542,89,6.17,15.1,4.86,-0.98,1.18,1.036318,83
16-09-2025,NSE:SILVERIETF,EQ,7248.73,43.72,1.42,130.8,,4.01,6.08,11.83,17.21,24.51,27.70,35.40,,,,23.59,44.2,54.65,8.88,15.55,11.22,27.22,36.09,1.124168,89,8.88,7.43,-3,18.99,11.83,1.044316,88
16-09-2025,NSE:DIACABS,EQ,7281.16,33.1,4.16,156.88,,6.25,8.41,6.24,33.91,43.79,-6.36,11.74,-11.91,-11.91,-14.95,54.52,78.23,88.2,3.29,32.25,30.5,-6.84,12.43,1.123763,89,3.29,30.84,3.12,-74.42,18.2,1.048312,89
16-09-2025,NSE:VINCOFE,EQ,1899.22,19.17,3.76,155.54,,7.54,4.47,5.19,23.54,42.74,21.39,12.56,-0.87,-0.87,-0.87,30.66,81.64,100.41,2.24,21.88,29.45,20.91,13.25,1.123634,89,2.24,20.69,13.29,-22.52,-10.05,1.033033,81
16-09-2025,NSE:SINDHUTRAD,EQ,3586.53,28.03,5.78,28.22,,11.62,12.19,16.05,3.22,52.34,12.93,9.43,-21.04,-21.04,-21.04,20.29,111.7,111.7,13.1,1.56,39.05,12.45,10.12,1.123365,89,13.1,-13.95,38.93,-67.91,-2.85,1.053143,91
16-09-2025,NSE:SILVERETF,EQ,363.41,6.85,2.61,126.65,,3.06,5.80,11.45,16.88,24.22,27.23,35.12,,,,22.97,43.56,53.93,8.5,15.22,10.93,26.75,35.81,1.121299,89,8.5,7.46,-3,18.75,12.02,1.04371,88
16-09-2025,NSE:RICOAUTO,EQ,1204.17,50.28,5.03,107.33,,4.12,8.09,14.51,28.65,41.95,14.65,-10.05,,,-8.53,59.13,87.44,87.44,11.56,26.99,28.66,14.17,-9.36,1.121234,89,11.56,17.87,6.81,-32.25,-27.76,1.019417,71
16-09-2025,NSE:HCG,EQ,9424.48,2.94,3.12,675.7,,-2.10,0.91,2.16,19.77,26.00,26.71,38.28,-2.83,-2.83,-2.83,27.8,35.97,64.12,-0.79,18.11,12.71,26.23,38.97,1.12117,89,-0.79,19.33,-4.05,15.73,16.96,1.050623,90
16-09-2025,NSE:GUJTHEM,EQ,4121.07,1.32,3.93,381.25,,0.08,1.05,7.02,11.55,35.99,29.22,29.22,-4.83,-4.83,-4.83,21.01,54.95,74.16,4.07,9.89,22.7,28.74,29.91,1.120508,88,4.07,6.21,15.81,4.19,1.18,1.039054,84
16-09-2025,NSE:ELIN,EQ,918.75,2.09,5.16,223.28,,-2.53,14.26,19.14,21.64,48.71,3.00,-12.33,-2.46,-2.46,-15.9,33.15,101.39,103.04,16.19,19.98,35.42,2.52,-11.64,1.12016,88,16.19,4.42,22.73,-74.38,-14.61,1.026496,78
16-09-2025,NSE:SILVER,EQ,1082.54,11.17,2.35,129.88,,2.82,5.35,11.08,16.62,23.91,27.07,35.12,,,,22.57,43.12,54.09,8.13,14.96,10.62,26.59,35.81,1.119551,88,8.13,7.56,-3.07,18.92,12.21,1.043524,88
16-09-2025,NSE:INDOFARM,EQ,1071.07,12.76,6.4,258.98,,-0.02,5.47,23.39,31.31,33.41,1.15,1.15,-0.02,-0.02,-6.77,54.29,85.48,85.48,20.44,29.65,20.12,0.67,1.84,1.119401,88,20.44,11.67,-8.76,-33.67,1.18,1.024975,77
16-09-2025,NSE:VMM,EQ,69600.65,337.62,2.65,150.31,,-1.91,2.65,2.49,15.66,32.45,30.81,30.81,-1.87,-1.87,-1.87,22.32,51.16,51.16,-0.46,14,19.16,30.33,31.5,1.11928,88,-0.46,14.83,8.08,12.35,1.18,1.040554,86
16-09-2025,NSE:NILASPACES,EQ,553.41,11.2,6.89,16.26,,-3.69,7.93,18.02,27.43,31.37,-6.09,29.15,-3.56,-3.56,-14.51,39.93,51.12,54.27,15.07,25.77,18.08,-6.57,29.84,1.119035,88,15.07,12.81,-6.4,-39.8,34.4,1.053263,91
16-09-2025,NSE:AXISILVER,EQ,399.52,4.62,2.6,129.36,,1.54,5.31,11.05,16.49,24.00,26.93,34.99,,,,22.3,42.91,53.63,8.1,14.83,10.71,26.45,35.68,1.118934,88,8.1,7.45,-2.83,18.63,12.2,1.043286,88
16-09-2025,NSE:UNOMINDA,EQ,73468.6,9.02,2.3,1321.1,,2.82,0.92,12.97,20.56,34.85,19.46,22.26,,,,27.36,64.55,64.55,10.02,18.9,21.56,18.98,22.95,1.118894,88,10.02,10.05,6.17,-8.84,4.65,1.033928,82
16-09-2025,NSE:COFFEEDAY,EQ,1056.47,54.73,7.55,45.27,,-3.14,-5.32,16.15,25.84,42.90,20.41,-26.04,-9.51,-9.51,-20.68,38.48,94.04,112.73,13.2,24.18,29.61,19.93,-25.35,1.118809,88,13.2,12.89,11.18,-24.61,-57.19,1.012405,66
16-09-2025,NSE:NYKAA,EQ,66024.91,70.44,2.7,243.74,,0.92,4.60,11.73,20.38,32.58,30.34,13.05,-1.43,-1.43,-1.43,25.65,48.12,53.49,8.78,18.72,19.29,29.86,13.74,1.118747,88,8.78,11.13,3.49,11.45,-23.63,1.026491,78
16-09-2025,NSE:HDFCSILVER,EQ,1347.99,24.93,1.39,125,,2.94,5.40,11.12,16.46,23.90,26.92,34.86,,,,22.62,43.5,53.69,8.17,14.8,10.61,26.44,35.55,1.118608,88,8.17,7.34,-2.92,18.74,12.04,1.043104,87
16-09-2025,NSE:ORICONENT,EQ,832.67,5.82,4.2,54.87,,-0.49,4.28,6.38,17.68,28.08,27.14,33.52,-3.69,-3.69,-3.69,24.68,40.62,98.23,3.43,16.02,14.79,26.66,34.21,1.118428,88,3.43,13.4,0.82,13.45,9.93,1.04256,87
16-09-2025,NSE:SILVERADD,EQ,983.65,6.4,1.36,125.21,,3.08,5.28,11.01,16.40,23.82,26.90,34.91,,,,22.49,43.84,52.92,8.06,14.74,10.53,26.42,35.6,1.118264,87,8.06,7.39,-2.94,18.81,12.14,1.043127,88
16-09-2025,NSE:SAGCEM,EQ,3333.04,3.63,4.34,273.25,,-1.98,4.23,17.72,19.54,37.34,15.32,16.11,-7.15,-7.15,-7.15,25.71,60.07,60.07,14.77,17.88,24.05,14.84,16.8,1.118156,87,14.77,3.54,10.3,-20.36,2.11,1.03074,80
16-09-2025,NSE:MARUTI,EQ,465001.41,5.53,1.78,15573,,1.34,4.69,16.93,19.12,25.25,28.29,21.39,,,,26.59,37.45,45.05,13.98,17.46,11.96,27.81,22.08,1.118031,87,13.98,3.97,-4.24,18.83,-8.45,1.031347,80
16-09-2025,NSE:TATSILV,EQ,359.44,81.2,6.07,12.61,,3.17,5.23,10.94,16.42,23.79,26.80,34.89,,,,22.19,42.81,53.41,7.99,14.76,10.5,26.32,35.58,1.117972,87,7.99,7.47,-3,18.72,12.23,1.043098,87
16-09-2025,NSE:SILVERBEES,EQ,10677.63,207.99,0.96,124.62,,3.55,5.38,11.07,16.39,23.79,26.76,34.77,,,,22.59,43.19,53.42,8.12,14.73,10.5,26.28,35.46,1.117843,87,8.12,7.32,-2.97,18.67,12.11,1.042935,87
16-09-2025,NSE:SANGHVIMOV,EQ,2819.78,10.46,5.19,386.5,,15.23,14.45,15.17,26.03,41.60,13.05,-3.52,,,-17.26,51.09,68.25,83.79,12.22,24.37,28.31,12.57,-2.83,1.117778,87,12.22,14.13,9.23,-34.12,-17.88,1.021504,73
16-09-2025,NSE:SBISILVER,EQ,1343.03,10.09,2.02,127.44,,2.77,5.13,10.95,16.30,23.70,26.88,34.53,,,,21.81,42.89,53.3,8,14.64,10.41,26.4,35.22,1.117139,87,8,7.34,-2.98,18.95,11.64,1.042586,87
16-09-2025,NSE:LEMONTREE,EQ,13110.09,75.01,3.99,176.19,,-0.24,6.20,17.56,21.58,27.65,16.76,26.09,-0.98,-0.98,-0.98,32.05,38.13,54.51,14.61,19.92,14.36,16.28,26.78,1.117079,87,14.61,6.2,-4.08,-0.28,12.38,1.036567,83
16-09-2025,NSE:AVANTEL,EQ,3961.29,34.17,5.16,177.03,,2.15,12.72,25.53,13.39,39.79,12.25,7.51,,-2.43,-2.43,41.25,75.1,83.64,22.58,11.73,26.5,11.77,8.2,1.116834,87,22.58,-14.96,18.66,-30.96,-4.22,1.030578,80
16-09-2025,NSE:ESILVER,EQ,278.2,2.79,3.45,130.01,,2.78,5.21,10.80,16.44,23.55,26.77,34.47,,,,22.09,42.26,52.61,7.85,14.78,10.26,26.29,35.16,1.116654,87,7.85,7.65,-3.31,18.98,11.7,1.04254,87
16-09-2025,NSE:SILVER1,EQ,1564.44,5.23,2.04,125.73,,3.17,5.02,10.82,16.39,23.53,26.46,34.60,,,,22.39,42.75,52.81,7.87,14.73,10.24,25.98,35.29,1.116314,87,7.87,7.57,-3.28,18.6,12.24,1.04265,87
16-09-2025,NSE:63MOONS,EQ,4147.07,1.32,3.17,930.5,,-1.02,0.67,0.04,1.48,26.17,6.31,56.63,-15.45,-15.45,-15.45,8.03,46.01,151.25,-2.91,-0.18,12.88,5.83,57.32,1.115319,87,-2.91,2.77,13.24,-12.12,54.88,1.097658,97
16-09-2025,NSE:JTEKTINDIA,EQ,3781.12,30.53,6.34,172.47,,-5.49,20.43,31.12,18.73,32.49,5.88,4.11,-5.21,-5.21,-5.21,45.19,55.43,57.3,28.17,17.07,19.2,5.4,4.8,1.114657,87,28.17,-16.67,5.11,-24.65,-0.71,1.027325,78
16-09-2025,NSE:DIGISPICE,EQ,601.87,3.25,6.65,32.57,,18.24,22.44,16.70,28.28,38.72,8.50,-3.29,,,-9.48,54.21,86.22,86.22,13.75,26.62,25.43,8.02,-2.6,1.113962,86,13.75,15.23,2.73,-34.53,-11.71,1.020894,73
16-09-2025,NSE:SPIC,EQ,2219.68,40.24,6.39,104.91,,-7.86,-5.73,19.42,21.69,24.19,26.99,10.63,-14.54,-14.54,-14.54,28.52,42.58,56.91,16.47,20.03,10.9,26.51,11.32,1.112542,86,16.47,4.15,-8.62,18.47,-21.24,1.024456,76
16-09-2025,NSE:WCIL,EQ,1237.74,9.95,5.64,142.24,,2.90,9.87,18.54,25.44,42.63,9.80,-20.22,,,-14.52,35.82,100.08,100.08,15.59,23.78,29.34,9.32,-19.53,1.111619,86,15.59,9.8,11.23,-42.44,-32.1,1.013871,67
16-09-2025,NSE:MUTHOOTFIN,EQ,105947.53,5.1,2.14,2988.4,,1.54,9.69,7.73,11.47,26.08,28.81,34.79,,,,19.06,48.16,68.81,4.78,9.81,12.79,28.33,35.48,1.111605,86,4.78,5.38,4.69,18.47,9.58,1.041454,87
16-09-2025,NSE:SUBROS,EQ,5734.22,1,3.95,937.15,,-3.24,0.90,14.83,-8.18,40.02,32.81,20.44,-9.11,-9.11,-9.11,18.99,71.17,72.83,11.88,-9.84,26.73,32.33,21.13,1.111329,86,11.88,-25.69,32.74,2.74,-17.22,1.042616,87
16-09-2025,NSE:BSE,EQ,85369.28,52.1,3.57,2199.3,,-7.00,0.23,-12.85,-21.15,39.16,14.96,56.32,-22.01,-26.82,-26.82,4.92,68.05,129.97,-15.8,-22.81,25.87,14.48,57.01,1.111,86,-15.8,-6.02,37.96,-24.99,49.82,1.108102,98
16-09-2025,NSE:MASPTOP50,EQ,1093.7,1.89,1.19,67.21,,2.23,3.56,3.51,18.79,31.74,14.03,36.65,,,,24.67,49.99,56.59,0.56,17.13,18.45,13.55,37.34,1.110471,86,0.56,17.17,4.12,-11.17,27.49,1.051565,91
16-09-2025,NSE:TRANSRAILL,EQ,9981.94,18.35,3.83,784.95,,-0.35,1.57,-0.69,19.62,35.42,24.84,24.84,-2.51,-2.51,-2.51,27.68,77.73,77.73,-3.64,17.96,22.13,24.36,25.53,1.110001,86,-3.64,21.5,7.84,-1.62,1.18,1.037991,84
16-09-2025,NSE:BSLGOLDETF,EQ,1266.15,4.78,2.64,98.14,,1.12,5.81,10.09,11.14,22.15,29.40,34.58,,,,16.03,27.37,53.27,7.14,9.48,8.86,28.92,35.27,1.109346,86,7.14,2.5,0.58,24.08,8.53,1.040976,86
16-09-2025,NSE:JKCEMENT,EQ,53330.55,1.16,3.61,6689,,-0.05,-4.56,-4.67,11.78,34.96,30.47,31.24,-11.27,-11.27,-11.27,18,56.6,70.45,-7.62,10.12,21.67,29.99,31.93,1.109235,86,-7.62,17.05,14.45,7.87,2.28,1.042269,87
16-09-2025,NSE:GOLDSHARE,EQ,2170.19,6.28,3.14,93.7,,0.37,6.08,10.03,10.73,22.04,29.40,34.74,,,,15.82,27.22,53.23,7.08,9.07,8.75,28.92,35.43,1.108742,86,7.08,2.1,0.85,24.22,8.74,1.041035,86
16-09-2025,NSE:GOLDIETF,EQ,8771.51,41.49,2.62,95.62,,1.15,6.31,10.11,10.86,21.98,29.36,34.55,,,,16.14,27.31,52.94,7.16,9.2,8.69,28.88,35.24,1.108588,86,7.16,2.16,0.66,24.22,8.54,1.040843,86
16-09-2025,NSE:AXISGOLD,EQ,2117.63,9.74,2.37,93.2,,0.98,6.12,10.15,10.80,21.83,29.28,34.54,,,,16.18,27.41,52.84,7.2,9.14,8.54,28.8,35.23,1.108204,85,7.2,2.06,0.55,24.3,8.61,1.040793,86
16-09-2025,NSE:GOLDETFADD,EQ,902.09,5.54,1.5,108.43,,1.21,6.10,10.07,10.79,21.89,29.15,34.34,,,,15.78,26.88,52.83,7.12,9.13,8.6,28.67,35.03,1.10758,85,7.12,2.13,0.62,24.07,8.51,1.040512,86
16-09-2025,NSE:FIEMIND,EQ,5508.97,1.53,4.89,2098.4,,-4.04,-4.44,12.71,8.81,36.18,24.44,21.46,-4.29,-4.29,-4.29,16.11,61.73,61.73,9.76,7.15,22.89,23.96,22.15,1.107412,85,9.76,-3.14,18.2,-3.63,-2.77,1.032129,81
16-09-2025,NSE:QGOLDHALF,EQ,371.04,1.88,1.53,92.14,,0.99,6.03,10.02,10.58,21.79,29.16,34.42,,,,15.61,26.69,52.63,7.07,8.92,8.5,28.68,35.11,1.107185,85,7.07,1.96,0.72,24.19,8.6,1.040528,86
16-09-2025,NSE:SETFGOLD,EQ,9649.99,46.75,3.27,95.1,,1.05,6.01,9.87,10.55,21.85,29.05,34.22,,,,15.61,26.83,52.28,6.92,8.89,8.56,28.57,34.91,1.106471,85,6.92,2.08,0.82,23.99,8.46,1.040232,85
