Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1d,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
16-09-2025,NSE:GODREJCP,EQ,127638.77,14.14,2.45,1229.4,,-1.26,-4.42,3.62,2.75,15.13,9.62,-22.01,-4.98,-5.39,-18.77,5.2,19.85,24.15,0.67,1.09,1.84,9.14,-21.32,1.000385,51,0.67,0.43,0.91,8.28,-33.82,0.989824,35
16-09-2025,NSE:PDMJEPAPER,EQ,1253.53,3.14,4.44,126.17,,0.13,-4.74,2.34,10.35,21.34,-43.33,5.93,-12.05,-12.05,-44.65,16.09,32.52,32.52,-0.61,8.69,8.05,-43.81,6.62,1.000206,51,-0.61,9.53,0.43,-67.44,35.55,1.024378,76
16-09-2025,NSE:TATACHEM,EQ,23412.1,4.19,1.89,982.55,,3.77,5.20,4.99,4.82,17.97,-11.98,-4.85,-1.88,-1.88,-17.36,8.51,23.42,26.4,2.04,3.16,4.68,-12.46,-4.16,1.000008,51,2.04,1.15,2,-21.74,7.55,1.000308,50
16-09-2025,NSE:BPCL,EQ,133862.35,51.37,1.88,318.25,,1.35,1.04,0.06,1.71,16.32,5.06,-6.91,-10.5,-10.5,-13.97,3.26,21.74,34.11,-2.89,0.05,3.03,4.58,-6.22,0.999911,51,-2.89,2.98,3.04,1.32,-11.43,0.996921,45
16-09-2025,NSE:BLUEJET,EQ,11566.67,8.01,3.35,715.05,,-2.20,4.30,-10.31,-27.37,-17.18,30.03,30.45,-29.22,-29.22,-29.22,9.71,14.22,51.37,-13.26,-29.03,-30.47,29.55,31.14,0.999804,51,-13.26,-14.13,-3.82,55.06,1.78,1.036857,83
16-09-2025,NSE:GODIGIT,EQ,32961.7,6.15,3.05,351.7,,0.54,0.17,-1.04,3.28,14.43,5.94,-6.21,-5.55,-5.55,-11.72,6.25,26.17,26.28,-3.99,1.62,1.14,5.46,-5.52,0.999642,51,-3.99,5.61,-0.3,4.85,-11.74,0.997466,46
16-09-2025,NSE:GREENPANEL,EQ,3299.9,14.31,4.26,306.45,,11.70,11.71,10.87,12.55,22.04,-33.94,-29.11,-6.37,-6.37,-26.72,17.59,40.67,40.67,7.92,10.89,8.75,-34.42,-28.42,0.999619,50,7.92,3.22,-0.96,-57.04,4.79,0.992788,40
16-09-2025,NSE:ABFRL,EQ,9432.66,183.53,4.01,86.68,,-5.08,3.88,13.47,13.82,6.27,-17.25,-22.28,-4.83,-9.27,-26.35,19.61,19.61,19.61,10.52,12.16,-7.02,-17.73,-21.59,0.999605,50,10.52,1.73,-20.59,-10.32,-3.11,0.990538,36
16-09-2025,NSE:DEEDEV,EQ,1847.8,1.81,4.34,299.85,,9.42,6.04,6.99,3.59,22.85,-17.98,-11.79,-7.04,-7.04,-15.28,14.01,39.41,68.12,4.04,1.93,9.56,-18.46,-11.1,0.999496,50,4.04,-2.33,8.16,-38.14,6.42,0.998942,48
16-09-2025,NSE:APTUS,EQ,15921.38,37.05,2.95,334.15,,-4.28,2.99,-6.54,4.83,10.22,7.44,3.76,-7.03,-7.03,-14.24,7.58,15.28,23.33,-9.49,3.17,-3.07,6.96,4.45,0.999383,50,-9.49,12,-6.16,11.67,-2.8,1.005248,57
16-09-2025,NSE:PVTBANIETF,EQ,3139.14,10.68,1.78,27.12,,1.88,2.91,1.03,-2.03,11.17,4.76,5.46,-5.08,-5.08,-5.08,3.12,12.62,14.19,-1.92,-3.69,-2.12,4.28,6.15,0.999315,50,-1.92,-1.76,1.12,7.55,1.92,1.003455,54
16-09-2025,NSE:BATAINDIA,EQ,14228,3.97,2.86,1274,,3.01,9.15,17.61,4.36,3.52,-12.23,-11.24,,-0.86,-13.03,21.37,21.37,21.37,14.66,2.7,-9.77,-12.71,-10.55,0.999289,50,14.66,-14.74,-12.7,-1.56,2.06,0.995275,43
16-09-2025,NSE:CDSL,EQ,29855.65,16.42,2.32,1549.4,,0.03,2.61,-0.67,-8.87,29.66,-25.73,12.27,-14.16,-14.16,-21.11,8.78,46.42,46.42,-3.62,-10.53,16.37,-26.21,12.96,0.999257,50,-3.62,-6.81,23.57,-63.97,31.4,1.029807,79
16-09-2025,NSE:FSL,EQ,24481.8,8.49,3.1,365.05,,3.73,-0.47,1.60,-5.66,15.96,-5.11,12.52,-6.12,-7.52,-10.25,10.62,30.84,30.84,-1.35,-7.32,2.67,-5.59,13.21,0.999229,50,-1.35,-6.05,8.64,-10.3,17.95,1.011747,65
16-09-2025,NSE:RELIANCE,EQ,1835003.29,97.69,1.43,1405.3,,2.07,2.76,2.24,-1.84,10.55,10.13,-3.29,-8.84,-8.84,-8.84,3.8,20.55,20.95,-0.71,-3.5,-2.74,9.65,-2.6,0.999195,50,-0.71,-2.85,0.35,14.3,-13.75,0.99807,47
16-09-2025,NSE:360ONE,EQ,41190.6,7.3,2.63,1091.1,,4.33,6.08,4.82,-5.05,22.43,-9.92,0.79,-12.92,-12.92,-15.88,7.17,34.95,34.95,1.87,-6.71,9.14,-10.4,1.48,0.999122,50,1.87,-9.04,14.34,-26.93,10.92,1.006158,58
16-09-2025,NSE:CLEDUCATE,EQ,601.89,1.19,5.56,99.97,,-4.45,-13.10,-1.31,9.18,28.31,-16.88,-24.27,-14.55,-14.55,-22.01,22.69,42.31,42.31,-4.26,7.52,15.02,-17.36,-23.58,0.999088,50,-4.26,11.69,9.24,-48.25,-5.14,0.996129,44
16-09-2025,NSE:BLUSPRING,EQ,1187.13,6.06,3.49,84.72,,6.46,4.50,3.54,16.90,-5.05,-5.05,-5.05,-10.77,-10.77,-10.77,24.42,24.42,24.42,0.59,15.24,-18.34,-5.53,-4.36,0.998793,50,0.59,15.18,-38.24,14.77,1.18,1.004635,56
16-09-2025,NSE:SAKSOFT,EQ,2819.37,4.3,3.49,208.26,,0.30,-0.66,1.97,5.44,25.87,-12.78,-19.75,-16.02,-16.02,-30.14,10.13,50.17,50.17,-0.98,3.78,12.58,-13.26,-19.06,0.998752,49,-0.98,4.87,9.78,-37.36,-5,0.995108,42
16-09-2025,NSE:MOLDTECH,EQ,466.35,1.08,3.91,167.69,,4.19,0.00,8.19,6.45,30.48,-29.56,-38.37,-1.93,-1.93,-30.25,25.32,51.52,51.52,5.24,4.79,17.19,-30.04,-37.68,0.998193,49,5.24,-0.57,13.87,-71.61,-5.62,0.992009,39
16-09-2025,NSE:AXISBPSETF,EQ,1107.12,4.44,1.55,12.93,,0.15,0.23,0.77,1.39,3.87,5.65,7.27,-0.23,-0.23,-0.23,1.81,4.44,7.75,-2.18,-0.27,-9.42,5.17,7.96,0.998187,49,-2.18,1.95,-9.31,16.62,2.9,1.005207,57
16-09-2025,NSE:KITEX,EQ,3551.7,12.16,4.48,202.77,,7.87,3.23,15.52,-25.91,19.36,-36.35,23.01,-31.35,-34.37,-34.37,24.68,26.83,33.25,12.57,-27.57,6.07,-36.83,23.7,0.998153,49,12.57,-47.72,24.13,-54.31,44.71,1.051178,90
16-09-2025,NSE:DCBBANK,EQ,3849.96,11.53,2.06,127.31,,2.47,2.80,4.92,-11.58,17.92,0.18,5.73,-14.66,-14.83,-14.83,5.91,21.35,24.91,1.97,-13.24,4.63,-0.3,6.42,0.998137,49,1.97,-16.02,14.62,-6.85,6.74,1.006532,59
16-09-2025,NSE:SUMICHEM,EQ,28037.02,3,2.92,552.5,,-2.47,-3.34,-6.14,9.97,10.71,4.25,-5.16,-15.29,-15.29,-15.29,12.31,13.6,19.95,-9.09,8.31,-2.58,3.77,-4.47,0.998133,49,-9.09,16.51,-11,7.53,-8.65,1.001491,51
16-09-2025,NSE:MANALIPETC,EQ,1109.74,5.59,4,68.88,,-3.80,-0.04,6.78,5.39,10.74,4.95,-22.92,-13.09,-13.09,-20.85,8.34,33.49,33.49,3.83,3.73,-2.55,4.47,-22.23,0.998124,49,3.83,-0.17,-6.16,8.28,-28.15,0.988424,34
16-09-2025,NSE:BAJEL,BE,2340.16,4.78,3.94,218.3,,9.64,7.29,2.56,2.89,26.92,-12.21,-20.13,-15.25,-15.25,-26.51,12.9,43.98,43.98,-0.39,1.23,13.63,-12.69,-19.44,0.997962,49,-0.39,1.67,12.93,-38.77,-5.88,0.995272,42
16-09-2025,NSE:GILT5YBEES,EQ,296.12,4.09,0.41,62.62,,0.08,0.53,0.14,0.42,4.50,6.26,7.90,-0.33,-0.33,-0.33,0.56,4.66,8.53,-2.81,-1.24,-8.79,5.78,8.59,0.997925,49,-2.81,1.6,-7.71,16.61,2.93,1.005478,57
16-09-2025,NSE:SUNFLAG,EQ,4793.84,2.31,3.29,265.75,,0.53,-2.14,-12.25,-6.15,13.35,3.53,22.01,-15.99,-15.99,-15.99,0.95,20.36,36.57,-15.2,-7.81,0.06,3.05,22.7,0.997792,49,-15.2,6.76,6.56,3.43,20.33,1.020303,72
16-09-2025,NSE:BBOX,BE,7645.65,1.34,4.01,491.25,,9.12,8.32,4.13,-1.75,31.12,-35.02,-4.34,-10.58,-13.98,-30.24,10.52,50.37,50.37,1.18,-3.41,17.83,-35.5,-3.65,0.997786,49,1.18,-4.81,20.49,-81.27,23.91,1.01733,70
16-09-2025,NSE:IFGLEXPOR,EQ,1716.19,1.85,5.8,243.49,,-1.33,2.14,3.73,-4.45,28.08,0.36,-29.47,-14.38,-14.38,-23.3,10.46,44.72,45.85,0.78,-6.11,14.79,-0.12,-28.78,0.997741,49,0.78,-7.17,19.32,-23.77,-28.75,0.991262,37
16-09-2025,NSE:RAJESHEXPO,EQ,5175.61,5.25,3.47,203.52,,2.70,10.96,13.45,5.47,22.12,-16.41,-42.42,-1.69,-4.19,-31.28,16.9,34.13,34.13,10.5,3.81,8.83,-16.89,-41.73,0.997663,49,10.5,-7.88,5.79,-34.71,-21.16,0.983193,27
16-09-2025,NSE:PNGJL,EQ,7778.12,2.32,2.87,634.4,,6.06,8.76,10.95,8.42,19.09,-17.43,-30.83,,,-21.52,15.63,28.34,28.34,8,6.76,5.8,-17.91,-30.14,0.997661,48,8,-1.51,-0.17,-30.36,-10.24,0.986824,31
16-09-2025,NSE:VRLLOG,EQ,4635.83,1.67,3.02,283.65,,6.98,3.75,1.20,0.19,16.08,3.52,-7.11,-11.99,-11.99,-11.99,7.97,24.18,28.41,-1.75,-1.47,2.79,3.04,-6.42,0.997554,48,-1.75,0.31,4.09,-0.2,-9.84,0.996233,44
16-09-2025,NSE:WALCHANNAG,BE,1184.51,1.42,4.43,213.46,,6.89,12.54,14.82,-8.02,30.45,-14.05,-46.63,-8.19,-19.69,-35.9,22.49,46.01,46.01,11.87,-9.68,17.16,-14.53,-45.94,0.996965,48,11.87,-25.49,23.79,-49.2,-27.39,0.991164,37
16-09-2025,NSE:DRCSYSTEMS,BE,252.61,1.59,5.57,21.78,,2.62,9.64,20.02,11.89,5.28,-41.00,-18.23,-5.18,-27.4,-36.87,28.27,28.27,28.27,17.07,10.23,-8.01,-41.48,-17.54,0.996865,48,17.07,-8.83,-19.32,-34.09,17.33,0.997621,47
16-09-2025,NSE:KIRLOSENG,EQ,13030.8,5,3.4,931.2,,7.32,1.59,3.08,7.66,30.53,-22.98,-37.60,-4.66,-4.66,-28.34,11.94,42.75,61.64,0.13,6,17.24,-23.46,-36.91,0.99679,48,0.13,6.05,12.95,-62.26,-10.7,0.991196,37
16-09-2025,NSE:PVRINOX,EQ,11047.5,4.19,2.9,1146.1,,1.46,2.33,5.85,16.95,20.01,-27.36,-38.27,-0.02,-0.02,-34.13,21.84,35.04,35.04,2.9,15.29,6.72,-27.84,-37.58,0.996471,48,2.9,13.12,-8.14,-44.45,-7.39,0.987622,32
16-09-2025,NSE:LTGILTBEES,EQ,2882.09,50,0.96,28.85,,0.03,0.94,0.17,-0.07,4.06,5.79,7.76,-0.45,-0.45,-0.45,1.26,4.08,8.34,-2.78,-1.73,-9.23,5.31,8.45,0.996366,48,-2.78,1.09,-7.7,16.58,3.28,1.005125,57
16-09-2025,NSE:GODREJIND,EQ,41426.79,1.05,2.44,1221.8,,0.43,1.63,3.31,-7.95,7.64,11.98,1.49,-9.4,-10.13,-10.13,11.72,16.92,52.59,0.36,-9.61,-5.65,11.5,2.18,0.996206,48,0.36,-10.31,2.62,19.48,-10.74,1.000581,50
16-09-2025,NSE:GREENLAM,EQ,5983.21,3.08,5.21,251.68,,7.48,4.24,13.80,5.36,6.63,-18.27,-6.46,-4.55,-14.12,-16.54,16,22.75,22.75,10.85,3.7,-6.66,-18.75,-5.77,0.996073,48,10.85,-8.46,-10.48,-11.89,11.16,0.99819,47
16-09-2025,NSE:ZEELEARN,BE,311.04,3.91,4.25,8.85,,-1.58,-3.39,-11.30,-8.02,28.70,0.45,1.81,-17.21,-17.21,-20.27,,61.79,61.79,-14.25,-9.68,15.41,-0.03,2.5,0.995883,48,-14.25,4.27,22.18,-24.85,2.54,1.010598,63
16-09-2025,NSE:SPORTKING,EQ,1355.86,1.34,3.39,109.66,,1.70,-0.66,1.35,1.29,28.31,-3.38,-36.96,-18.19,-18.19,-30.27,3.45,43.46,52.99,-1.6,-0.37,15.02,-3.86,-36.27,0.995668,48,-1.6,1.27,15.55,-29.45,-31.3,0.987668,32
16-09-2025,NSE:HUDCO,EQ,40908.83,28.7,2.21,224.17,,3.71,3.51,6.77,-0.24,19.17,-10.46,-9.72,-6.76,-9.48,-13.24,9.62,24.02,35.75,3.82,-1.9,5.88,-10.94,-9.03,0.995474,48,3.82,-6.18,7.54,-21.89,1.85,0.996633,44
16-09-2025,NSE:M&MFIN,EQ,35284.42,16.16,2.45,278.55,,3.45,6.41,8.42,3.32,5.60,2.23,-12.61,,-2.32,-15.92,11.85,17.21,17.21,5.47,1.66,-7.69,1.75,-11.92,0.995442,47,5.47,-4.24,-9.46,11.2,-14,0.992367,39
16-09-2025,NSE:NIVABUPA,EQ,15125.61,34.19,2.93,81.84,,-0.12,-1.21,-0.11,2.08,12.01,-4.17,4.52,-10.07,-11.38,-18.16,2.75,15.53,15.53,-3.06,0.42,-1.28,-4.65,5.21,0.995377,47,-3.06,3.51,-1.68,-3.62,9.52,1.004003,55
16-09-2025,NSE:CANFINHOME,EQ,9639.69,1.84,2.53,777.1,,4.43,2.82,2.34,-2.09,22.48,-4.34,-11.38,-5.58,-5.58,-16.55,8.28,29.14,35.19,-0.61,-3.75,9.19,-4.82,-10.69,0.995369,47,-0.61,-3.2,12.25,-19.83,-5.56,0.996324,44
16-09-2025,NSE:RBA,EQ,4640.65,10.62,2.99,80.04,,-0.07,-2.99,1.56,5.22,22.49,-2.35,-31.30,-5.67,-7.07,-29.29,5.69,33.73,33.73,-1.39,3.56,9.2,-2.83,-30.61,0.995241,47,-1.39,5.05,6.4,-17.27,-27.1,0.986798,31
16-09-2025,NSE:NEXT50IETF,EQ,1660.02,5.78,1.86,72.39,,2.22,2.69,3.51,3.20,14.48,-5.04,-7.03,,,-10.43,5.22,17.5,20.51,0.56,1.54,1.19,-5.52,-6.34,0.995238,47,0.56,1.02,-0.17,-8.05,-0.71,0.996281,44
16-09-2025,NSE:RTNINDIA,EQ,8433.23,164.52,4.79,56.94,,-5.57,-7.69,10.52,-0.79,29.98,-24.15,-35.99,-13.96,-13.96,-31.27,12.57,48.36,48.36,7.57,-2.45,16.69,-24.63,-35.3,0.995181,47,7.57,-11.31,18.71,-62.53,-8.35,0.992696,40
16-09-2025,NSE:RITES,EQ,11717.12,7.54,2.82,275.14,,1.92,3.98,8.96,-2.29,22.96,-8.58,-23.66,-6.76,-11.02,-26.28,12.79,34.63,38.63,6.01,-3.95,9.67,-9.06,-22.97,0.995178,47,6.01,-11.03,12.87,-26.18,-12.71,0.990926,37
16-09-2025,NSE:IGCL,EQ,670.17,6.99,4.66,110.78,,-1.69,5.07,10.73,-0.20,-0.20,-0.20,-0.20,-5.81,-5.81,-5.81,12.02,12.02,12.02,7.78,-1.86,-13.49,-0.68,0.49,0.995157,47,7.78,-10.92,-11.82,14.77,1.18,0.999634,49
16-09-2025,NSE:CIPLA,EQ,128190.57,10.63,1.59,1559,,0.47,-0.65,-0.32,3.56,6.72,7.29,-4.45,-2.64,-2.64,-7.23,6.46,12.59,12.59,-3.27,1.9,-6.57,6.81,-3.76,0.995069,47,-3.27,5.2,-8.55,15.38,-11.48,0.997948,47
16-09-2025,NSE:SUNTECK,EQ,5588.56,6.59,3.77,445.15,,0.22,13.57,15.52,-0.15,15.58,-11.84,-26.20,-2.39,-3.98,-25.35,18.38,25.59,25.59,12.57,-1.81,2.29,-12.32,-25.51,0.994973,47,12.57,-17.22,3.88,-17.71,-11.67,0.987985,33
16-09-2025,NSE:CGCL,EQ,17800.83,21.41,2.54,188.47,,0.86,0.05,1.38,8.11,15.19,-7.51,-12.49,-1.29,-3.28,-12,14.84,24.76,24.76,-1.57,6.45,1.9,-7.99,-11.8,0.994895,47,-1.57,8.15,-4.12,-11.99,-3.45,0.994664,42
16-09-2025,NSE:AMBUJACEM,EQ,138723.11,37.23,1.8,573.65,,1.05,1.12,-0.77,3.97,14.72,0.33,-8.60,-7.56,-7.56,-9.52,7.67,18.08,23.38,-3.72,2.31,1.43,-0.15,-7.91,0.994548,47,-3.72,6.03,-0.62,-2.1,-7.78,0.995691,43
16-09-2025,NSE:STOVEKRAFT,EQ,2114.23,1.34,3.92,689,,0.33,2.79,13.76,17.17,-10.44,-14.06,-21.34,-0.93,-14.39,-26.92,23.73,30.39,30.39,10.81,15.51,-23.73,-14.54,-20.65,0.994492,47,10.81,5.28,-45.16,11.5,-5.2,0.994194,41
16-09-2025,NSE:RCF,EQ,8220.15,28.13,3.13,156.03,,2.90,-0.71,6.98,-0.19,24.88,-14.40,-22.46,-3.33,-4.92,-18.55,7.68,35.97,35.97,4.03,-1.85,11.59,-14.88,-21.77,0.994246,46,4.03,-6.37,13.2,-37.52,-5.86,0.992911,40
16-09-2025,NSE:MAHABANK,EQ,39996,46.72,1.88,55.06,,4.85,4.72,1.22,1.13,15.53,-1.47,-6.32,-5.61,-5.61,-12.77,5.99,26.23,26.23,-1.73,-0.53,2.24,-1.95,-5.63,0.99421,46,-1.73,1.24,2.75,-5.35,-3.6,0.996512,44
16-09-2025,NSE:SAPPHIRE,EQ,10469.05,5.23,2.97,326.45,,1.73,1.88,6.17,1.49,3.58,2.02,-2.68,-5.16,-5.16,-14.45,6.98,12.51,13.77,3.22,-0.17,-9.71,1.54,-1.99,0.9941,46,3.22,-3.67,-9.69,13.15,-3.62,0.997597,46
16-09-2025,NSE:SIGACHI,EQ,1186.47,318,5.18,43.95,,28.53,27.55,30.22,-24.51,13.79,-20.20,-26.44,-21.71,-25.37,-25.61,43.3,43.3,43.3,27.27,-26.17,0.5,-20.68,-25.75,0.994019,46,27.27,-77.09,18.94,-24.66,-4.01,1.007837,61
16-09-2025,NSE:JUNIORBEES,EQ,6425.66,2.2,2.21,739.87,,2.02,2.74,3.33,3.05,14.23,-5.46,-7.29,,,-10.41,5.08,17.24,20.88,0.38,1.39,0.94,-5.94,-6.6,0.994016,46,0.38,1.04,-0.29,-8.18,-0.56,0.995981,43
16-09-2025,NSE:CPSEETF,EQ,32109.09,8.47,3.52,92.7,,4.26,2.82,2.37,-0.69,12.64,1.36,-4.11,-1.82,-1.82,-8.93,5.54,14.11,21.08,-0.58,-2.35,-0.65,0.88,-3.42,0.993983,46,-0.58,-1.81,1.42,1.85,-4.36,0.996888,45
16-09-2025,NSE:EMAMIPAP,EQ,616.79,1.98,5.89,103.34,,1.24,-1.16,9.73,7.23,12.52,-13.06,-20.12,-11.31,-11.31,-19.98,15.03,23.29,23.29,6.78,5.57,-0.77,-13.54,-19.43,0.993968,46,6.78,-1.45,-6.11,-14.48,-5.06,0.989454,35
16-09-2025,NSE:LIQUID1,EQ,1390.38,3.45,0.19,1068.76,,0.10,0.20,0.42,1.27,2.74,4.22,5.72,,,,1.27,2.75,6.05,-2.53,-0.39,-10.55,3.74,6.41,0.993908,46,-2.53,2.18,-10.33,16.29,2.75,1.003709,54
16-09-2025,NSE:FUSION,EQ,2766.74,3.77,4.08,180.71,,3.97,5.73,18.37,-6.97,21.68,-1.42,-66.59,-13.78,-13.78,-40.08,22.53,36.93,36.93,15.42,-8.63,8.39,-1.9,-65.9,0.993902,46,15.42,-29.72,14.97,-14.73,-63.08,0.979539,23
16-09-2025,NSE:BANKBARODA,EQ,120404.83,65.04,1.69,240.58,,2.53,1.63,-0.91,1.06,15.87,-7.74,3.23,-3.41,-5.57,-9.08,3.85,17.06,22.8,-3.86,-0.6,2.58,-8.22,3.92,0.993829,46,-3.86,3.28,3.15,-13.29,11.37,1.004329,55
16-09-2025,NSE:LIQUIDCASE,EQ,5418.94,97.21,1.15,110.45,,0.11,0.20,0.42,1.25,2.70,4.16,5.62,,,,1.26,2.71,5.95,-2.53,-0.41,-10.59,3.68,6.31,0.993691,46,-2.53,2.17,-10.35,16.27,2.71,1.003612,54
16-09-2025,NSE:LIQUIDADD,EQ,2286.99,6.13,0.68,1090.95,,0.10,0.19,0.41,1.24,2.68,4.13,5.60,,,,1.24,2.69,5.91,-2.54,-0.42,-10.61,3.65,6.29,0.993624,46,-2.54,2.16,-10.36,16.26,2.71,1.003587,54
16-09-2025,NSE:RSYSTEMS,EQ,5493,14.56,4.33,438.7,,-1.52,-5.27,1.20,-1.29,25.84,-11.31,-13.32,-7.55,-7.55,-19.89,5.58,49.42,49.42,-1.75,-2.95,12.55,-11.79,-12.63,0.993604,45,-1.75,-1.18,14.96,-35.31,-0.63,0.998162,47
16-09-2025,NSE:LT,EQ,495872.01,13.77,1.4,3667.8,,3.89,2.53,-0.25,1.24,12.93,-5.24,3.57,-0.7,-0.7,-7.08,7.18,20.09,20.09,-3.2,-0.42,-0.36,-5.72,4.26,0.993569,45,-3.2,2.82,0.01,-6.09,9.55,1.0033,54
16-09-2025,NSE:WABAG,EQ,9104.02,1.9,2.42,1559.7,,2.31,3.16,-1.56,0.87,15.10,-16.93,12.12,-4.9,-5.4,-18.16,10.63,22.5,28.52,-4.51,-0.79,1.81,-17.41,12.81,0.993323,45,-4.51,3.73,2.54,-22.96,26.02,1.014851,68
16-09-2025,NSE:SIEMENS,EQ,109015.61,4.11,2.35,3313.8,,3.73,3.73,4.37,-0.24,23.12,-24.06,-3.32,-1.25,-2.05,-20.1,10.7,29.48,38.01,1.42,-1.9,9.83,-24.54,-2.63,0.993255,45,1.42,-3.49,11.48,-46.6,17.9,1.006559,59
16-09-2025,NSE:IKIO,EQ,1592.76,7.03,5.8,224.77,,8.23,6.76,15.42,3.98,14.86,-18.08,-30.71,-4,-23.27,-28.43,18.52,18.52,33.03,12.47,2.32,1.57,-18.56,-30.02,0.993126,45,12.47,-12.2,-0.49,-23.91,-9.52,0.985686,30
16-09-2025,NSE:IOC,EQ,193305.63,71.47,1.53,144.98,,2.79,3.70,3.35,2.28,13.58,2.41,-17.08,-5.75,-5.75,-19.52,6.12,16.82,27.75,0.4,0.62,0.29,1.93,-16.39,0.993123,45,0.4,0.22,-0.25,1.85,-18.79,0.990165,35
16-09-2025,NSE:SURYAROSNI,EQ,6180.86,4.26,3.74,294.9,,-0.81,1.29,8.38,-14.60,19.65,1.80,-9.49,-15.11,-15.11,-19.48,9.49,28.31,37.93,5.43,-16.26,6.36,1.32,-8.8,0.992915,45,5.43,-23.74,18.07,-7.45,-10.32,0.998267,48
16-09-2025,NSE:INDHOTEL,EQ,108145.26,22.97,1.98,778.65,,0.40,1.68,0.55,2.83,3.76,-7.46,12.06,-3.49,-7.53,-12.48,6.79,8.33,19.23,-2.4,1.17,-9.53,-7.94,12.75,0.992878,45,-2.4,3.62,-10.86,3.11,19.34,1.010203,63
16-09-2025,NSE:PAISALO,EQ,2709.06,159.95,4.32,38.36,,1.88,19.29,20.54,19.24,7.30,-50.89,-58.06,-2.54,-2.54,-39.37,30.03,30.03,30.03,17.59,17.58,-5.99,-51.37,-57.37,0.992841,45,17.59,-0.31,-26.6,-48,-3.57,0.980162,23
16-09-2025,NSE:LIQUIDBETF,EQ,896.7,3.73,0.19,1048.1,,0.09,0.19,0.41,1.24,2.66,4.12,4.59,,,,1.24,2.67,4.86,-2.54,-0.42,-10.63,3.64,5.28,0.992755,45,-2.54,2.16,-10.37,16.26,1.67,1.002778,53
16-09-2025,NSE:SARVESHWAR,EQ,722.37,72.43,5.35,8.13,,8.49,6.27,2.13,15.91,18.83,-26.14,-29.76,-4.65,-4.65,-25.35,22.32,40.36,40.36,-0.82,14.25,5.54,-26.62,-29.07,0.992254,45,-0.82,15.41,-8.35,-40.63,-1.69,0.991322,37
16-09-2025,NSE:PATANJALI,EQ,64457.45,11.42,1.71,600.3,,-0.07,-0.22,2.00,7.95,3.67,-1.37,-6.40,-7.27,-9.99,-9.99,11.65,11.65,11.65,-0.95,6.29,-9.62,-1.85,-5.71,0.991922,45,-0.95,7.39,-16.46,9.54,-3.79,0.99709,46
16-09-2025,NSE:ZUARIIND,EQ,924.41,3.5,5.66,300.95,,0.50,-2.92,2.99,6.55,20.83,-16.07,-20.17,-13.74,-13.74,-19.78,14.58,28.51,28.51,0.04,4.89,7.54,-16.55,-19.48,0.991866,45,0.04,5,3.47,-31.83,-2.36,0.992275,39
16-09-2025,NSE:GOCLCORP,EQ,1764.53,2.2,4.96,372.4,,3.02,3.88,4.11,-3.21,25.08,-7.80,-22.14,-6.71,-6.71,-17.24,10.83,47.78,47.78,1.16,-4.87,11.79,-8.28,-21.45,0.99177,44,1.16,-6.3,15.59,-29.12,-12.12,0.992294,39
16-09-2025,NSE:UTTAMSUGAR,EQ,1026.87,1.79,4.11,262.55,,-0.84,-1.75,6.95,-11.14,30.79,-10.55,-28.47,-13.97,-19.67,-32.84,9.49,40.76,47.78,4,-12.8,17.5,-11.03,-27.78,0.991708,44,4,-18.11,25.91,-44.97,-15.03,0.997071,46
16-09-2025,NSE:FMCGIETF,EQ,640.18,12.3,1.87,60.3,,-0.12,-0.45,3.23,3.47,8.97,2.02,-12.70,-1.15,-1.15,-13.39,4.29,10.42,12.79,0.28,1.81,-4.32,1.54,-12.01,0.991582,44,0.28,1.57,-6.12,7.14,-13.85,0.992021,39
16-09-2025,NSE:MAMATA,EQ,1022.45,12.19,3.94,454.15,,9.14,10.65,10.49,6.18,23.47,-32.11,-32.11,-13.62,-13.62,-27.91,15.15,36.3,36.3,7.54,4.52,10.18,-32.59,-31.42,0.991165,44,7.54,-3.49,6.61,-57.87,1.18,0.990122,35
16-09-2025,NSE:PHARMABEES,EQ,997.08,42.58,2.68,22.79,,1.01,2.15,0.57,2.98,8.42,0.39,-4.04,-3.43,-3.43,-6.21,4.11,11.55,12.82,-2.38,1.32,-4.87,-0.09,-3.35,0.990999,44,-2.38,3.76,-6.21,6,-3.27,0.997024,45
16-09-2025,NSE:AEROFLEX,EQ,2221.08,5.14,3.38,187.63,,6.50,6.93,1.72,10.71,12.67,-22.91,-5.24,-13.41,-13.41,-28.98,10.1,19.18,19.18,-1.23,9.05,-0.62,-23.39,-4.55,0.990791,44,-1.23,10.47,-9.62,-25.97,15.55,1.002238,52
16-09-2025,NSE:ALPHAETF,EQ,425.21,5.16,2.42,25.39,,1.77,2.09,1.73,1.65,17.45,-6.81,-11.50,-2.31,-2.31,-13.2,4.4,21.43,22.66,-1.22,-0.01,4.16,-7.29,-10.81,0.990444,44,-1.22,1.25,4.24,-14.62,-3.21,0.994069,41
